,0 Allgemeiner Diskurs der Literaturvermittlung (Institutionalisierung),1 Methodik,2 Unterstufe,3 Goethes und Lessings Dramen,4 Mittelalterliche Literatur,5 Oberstufe,6 Schiller Drama,7 Lyrik Drama Handlung (Religion Weltmodell),8 Lesebücher,9 Kanon Poetologie,10 Interdiskurs (Pädagogik Religion Nation Ästhetik),11 Sprachdidaktik,12 Mythos Fabel Phantastik ,13 Handlung (Religion Welt),14 Lyrik Epik (Form),15 Schillers Lyrik Dramen,16 Literaturvermittlung (Idealistische Poetologie),17 Literaturvermittlung (Praxis Methode),18 Drama Deklamation,19 Allgemeiner Diskurs der Literaturvermittlung (Verfächerung),20 Lyrik Drama Handlung (Figuren),21 Handlung (Dynamik Natur),22 rauschen_Nathan,23 Allgemeiner Diskurs der Literatuvermittlung (Institutionalisierung Verordnungen),24 Mittelalterliche Literatur (Nibelungen),25 Lyrik Handlung Autoren Gattung,26 Literaturvermittlung Patriotisch,27 Literaturvermittlung (Institutionalisierung Idealismus),28 Literarästhetik Genieästhetik,29 Jugendliteratur
Z_K_1844_ON_0063,0.21317991956890378,0.00013800011581237805,2.1005395965377487e-05,2.6128340507566684e-05,1.6567333227314905e-05,0.1324422383932936,3.859818081628969e-05,0.09935940373958946,0.00023345742508156523,0.0007238486615711396,0.11998914567292458,3.741475917859467e-05,0.0019848058713271225,7.295679586458442e-05,3.803341579241608e-05,1.892506831652428e-05,0.016517263314435805,0.1815638166594534,2.2380082639315454e-05,1.6463315509736245e-05,0.00015346209734735564,0.018872784995288095,2.228122608003617e-05,0.00857517888624369,2.990624878748381e-05,8.32867105830111e-05,0.031230648560567155,0.10242216071721265,0.07213614971999659,3.376872768335645e-05
Z_K_1844_VIE_0052,0.06723317604782218,0.0011703628083321084,1.7150723496869193e-05,2.1333563252792027e-05,1.352708378982777e-05,0.19751248218409395,3.15150796373216e-05,0.06737616094935278,0.13240147989814502,0.001119859605532996,0.11119118243251734,3.054882614123071e-05,0.02488968882039482,5.9568590620878156e-05,3.105395389700591e-05,1.5452154027044293e-05,0.061610956613512666,0.05675536263963966,1.8273143235035607e-05,1.344215422620957e-05,0.026567473257919756,0.008005656768569944,1.819242771237441e-05,0.00012659421069110177,2.4418192574333452e-05,6.800287633365365e-05,0.0001150676185382238,0.059828849780277485,0.17630178734218607,0.007431380253529291
Z_K_1847_KCH_0520,0.1507334792692058,0.01724725350081532,2.5180644921705554e-05,3.1321878711493685e-05,1.9860427100932e-05,0.17895543154436894,4.627035297790975e-05,0.013512378324956721,0.004162094342220412,9.128177786215398e-05,0.02581955630462122,4.4851702260704566e-05,4.998683096314001e-05,8.745844040833544e-05,4.559332943815834e-05,2.2686809912219325e-05,0.08890414351867659,0.08022228083667826,2.6828578484685655e-05,1.9735733749936302e-05,0.00018396580519659486,0.000107185640285681,2.671007217699709e-05,0.2276846905691017,3.585072297132885e-05,9.984163542284215e-05,0.0009453884628069887,0.2004252950831714,0.010382916912557544,4.048094797422145e-05
Z_K_1848_GOT_0245,0.21549615883414303,0.0003253242765333101,4.951854718022779e-05,6.159548071826821e-05,3.905616792083193e-05,0.24351120878396973,9.099213559091104e-05,0.0006151072151774053,0.0005503572766507584,0.0001795085486418901,0.0003870562249983496,8.820231338061355e-05,9.830070894271054e-05,0.00017198983271219414,8.966074705024638e-05,4.4614340518288835e-05,0.16719831936583232,0.027972598182856655,5.275926147257578e-05,3.8810954440258255e-05,0.0003617746659190471,0.00021078400501784749,5.252621501142766e-05,0.09503374349094874,7.050159844677957e-05,0.00019634178352498843,0.00033222979185348287,0.24603280338834496,0.0005685487775388371,7.9607084663424e-05
Z_K_1849_DEI_0247,0.14596020684280128,0.015836198207802583,5.0286373330313135e-05,6.255056974077992e-05,3.966176620186779e-05,0.304658621252242,9.240304413199824e-05,0.03938921873404132,0.0005588910227512688,0.00018229197759244998,0.034505882771538585,8.956996341414884e-05,0.001650407893826378,0.004826405530286136,9.105101130761245e-05,4.5306122875999695e-05,0.07365472504731235,0.02840633652118987,5.357733758596404e-05,3.9412750482871155e-05,0.005019133134759993,0.00021405238586277354,5.3340677546121795e-05,0.05619216379296799,7.159478421237222e-05,0.00019938622574572218,0.004989130142914318,0.2824099880590385,0.0005773645979506218,8.084145854588397e-05
Z_L_1843_NOD_0042,0.004327105028067955,0.00029431613446014303,4.4798708370214754e-05,5.572453423517806e-05,3.53335462443072e-05,0.007569984425557561,8.231925972068697e-05,0.2713050994555643,0.040557645143591475,0.02088295649258659,0.11500391686448823,0.009749388952393478,8.893121957883728e-05,0.14243675972963146,8.111477190032341e-05,4.036194403551327e-05,0.008980721165529466,0.09990040994415636,4.773053538779037e-05,3.511170518009577e-05,0.0003272922708182875,0.048538661240115605,4.751970164883419e-05,0.04591589858805265,0.018021598462719838,0.00432173909638688,0.022402491691739183,0.00018164073159026686,0.13865140928627273,7.201936997585643e-05
Z_L_1843_VIE_0022,0.33709029547955455,0.02825162156717134,0.00014746639922932824,0.00018343154772419042,0.00011630939877979251,0.029465672768554302,0.00027097488431842014,0.0018317913454135046,0.0016389658117787543,0.2551740883654458,0.02388832538582324,0.0002626667844392935,0.00029273984022010777,0.00505932042790422,0.00026701000478848507,0.00013286165537687957,0.002279534421615072,0.015095479048889344,0.0001571172572378281,0.11379393241418653,0.0010773661658792962,0.0006277154723862727,0.0001564232440965788,0.005635624211804251,0.0002099539961263209,0.009678974749403716,0.07374352751969493,0.027880721678593706,0.05625874972805284,0.009331338425511154
Z_L_1843_VIE_0023,0.006369239577877329,5.1929121258292636e-05,7.904281440223971e-06,9.832033505972523e-06,6.234248797714477e-06,0.00036073187585399636,0.007082663418284713,0.14755418858716657,0.007399717428258629,0.00027238256068194526,0.0027428011844156585,1.4079086490598351e-05,0.23838258600909343,0.01416373149787313,0.0017204144059077323,0.005369157951622506,0.0015845579082748196,0.02347591674407671,8.421572824820625e-06,0.008292978777582555,0.08950626528291676,0.21549002133088055,8.384373332459539e-06,0.048072943178958445,1.1253651567780899e-05,0.08363036409320063,0.0039526943015954835,0.00027577761136045645,0.09368266294858003,0.0005001649563200811
Z_L_1843_VIE_0033,0.10965275704817128,0.1205030044589468,0.0001142250231460042,0.09876185073584046,0.010656495010973308,0.0897441773034456,0.010776296326783995,0.004941009707556044,0.04705726498359518,0.09198957309352629,0.004414961769661918,0.0002034573278323985,0.014315289661001027,0.00039673099759824965,0.00020682151416574147,0.00010291243117043751,0.10038545720170564,0.00464843818482007,0.0001217004174403029,0.08462075515370404,0.0008345099349914125,0.000486217977363938,0.00012116284638996788,0.08537435579749493,0.0001626268776647224,0.0004529039328646633,0.05712051139667283,0.003985271055822286,0.057665631218373266,0.00018363061127722876
Z_M_1849_VER_0539,0.00013463755335159597,0.00021654325343290674,3.296067365750214e-05,4.099935588462603e-05,2.5996675558065583e-05,0.18749521319911516,0.0010769105349621895,0.004474805764566282,0.12232762181571442,0.020446366892822608,0.0002576334453602327,0.013271182712544401,6.543119239684609e-05,0.0001144803527414178,0.18605064972603108,2.969632192390239e-05,0.03506520507953151,0.08061618874729899,3.5117766954656376e-05,2.5833455876353345e-05,0.0002408054634056556,0.00014030263804647034,0.08235883438703824,0.08663253992775072,4.692747083792517e-05,0.00013068956624565705,0.08254501146294423,0.09566998724899473,0.00037843902501065235,5.2988290001043444e-05
Z_M_1850_DEI_0250,9.123954951393547e-05,0.0008354881942235282,2.2336390860675773e-05,2.7783947852246495e-05,1.761711281683599e-05,0.061628830336085724,0.0041735066127045976,0.00027745715417334103,0.07669880990582004,0.006968408938171431,0.0001745899187057093,3.9785523983866895e-05,4.4340619461926e-05,0.006276273681858265,4.04433814200054e-05,2.012424444079176e-05,0.2248757480450285,0.08080326785795039,2.379818376906235e-05,0.013792382104903307,0.002229417475453284,0.002850053715789853,2.3693063220473634e-05,0.43545094003494467,3.180124112846471e-05,0.002843539245504873,0.0015273468533974356,0.057256298818289295,0.020918769384738183,3.5908463789324093e-05
Z_M_1852_KRN_0740,0.00012988526109581217,0.00020889994143923087,3.1797263076511314e-05,3.9552204502174665e-05,2.5079072728429387e-05,0.009294910681243357,0.031433477253268345,0.27492665323541854,0.0023143405498213575,0.00011526752844493792,0.045350172171642424,5.663720610204222e-05,6.312167219855332e-05,0.0010909098172544502,5.7573707710301704e-05,2.8648132936572202e-05,0.044612683965118465,0.00031353351171566676,0.19024511049592918,2.4921614200348388e-05,0.20318965155140495,0.05406121520686936,3.372857186324423e-05,0.0031761151590659364,4.527107519870697e-05,0.11288015761554254,0.0002133341686090071,0.00012892510382343434,0.025857308295722272,5.111796605389338e-05
Z_M_1852_OST_0762,8.756082415999064e-05,0.0001408277650987653,2.1435800625273097e-05,2.6663715300231002e-05,1.690680111617703e-05,0.00031730294614151745,0.004005233263342348,0.03860276416039194,0.0028821371454337474,0.03114348598191207,0.013387031216053068,0.021850324485395454,4.2552831579443166e-05,0.0007354257278857968,0.12165803480828814,1.931284665718021e-05,0.19333577208419095,0.04647954773260834,2.2838654897257515e-05,1.680065205527919e-05,0.004783424796969994,0.06156183015541318,2.2737772747799156e-05,0.00015822354439937425,3.051903365758798e-05,0.09658720209618206,0.03187057064031209,8.691354392678084e-05,0.3300721583177588,3.4460655499314725e-05
Z_Q_1844_VIE_0064,0.003498164138803005,0.00010449703594447328,1.590579547198512e-05,1.978501337564626e-05,1.2545186687470209e-05,0.022796422782361533,2.9227479009038072e-05,0.04875272534560279,0.0001767796265723446,5.765973403417734e-05,0.002576606059013118,2.833136343200613e-05,3.157505743258561e-05,0.0015266127609825614,2.8799825230253286e-05,1.4330520901969172e-05,0.27146805901939525,0.20271517985380447,1.694674157506078e-05,1.2466421947972038e-05,0.007473045748647713,6.770568733321923e-05,1.687188498985038e-05,0.004531509369367359,2.2645737187343332e-05,6.306671801147293e-05,0.0202154125839339,0.277662607413911,0.13603894459511906,2.5570499921350902e-05
Z_R_1804_ON_0072,0.0004153798311773203,0.0006680728950759877,0.00010168930375309507,0.00012649001041530703,8.020418104510101e-05,0.026590013566098195,0.00018685780262433786,0.11414457945210643,0.25824898148274844,0.0003686315606692732,0.010201628144263291,0.00018112873555119584,0.0064730563919784215,0.02543795141119636,0.00018412371648016481,9.161822151599362e-05,0.007843102441372263,0.2173587513673308,0.00010834430473388224,0.09414755056123916,0.0007429259537627502,0.0004328575843419001,0.018921435718015817,0.1355811816550422,0.00014477925681947125,0.003538794615163631,0.0006822537845598595,0.00041230919820219166,0.07642182893435714,0.0001634779183600443
