,0 Allgemeiner Diskurs der Literaturvermittlung (Institutionalisierung),1 Methodik,2 Unterstufe,3 Goethes und Lessings Dramen,4 Mittelalterliche Literatur,5 Oberstufe,6 Schiller Drama,7 Lyrik Drama Handlung (Religion Weltmodell),8 Lesebücher,9 Kanon Poetologie,10 Interdiskurs (Pädagogik Religion Nation Ästhetik),11 Sprachdidaktik,12 Mythos Fabel Phantastik ,13 Handlung (Religion Welt),14 Lyrik Epik (Form),15 Schillers Lyrik Dramen,16 Literaturvermittlung (Idealistische Poetologie),17 Literaturvermittlung (Praxis Methode),18 Drama Deklamation,19 Allgemeiner Diskurs der Literaturvermittlung (Verfächerung),20 Lyrik Drama Handlung (Figuren),21 Handlung (Dynamik Natur),22 rauschen_Nathan,23 Allgemeiner Diskurs der Literatuvermittlung (Institutionalisierung Verordnungen),24 Mittelalterliche Literatur (Nibelungen),25 Lyrik Handlung Autoren Gattung,26 Literaturvermittlung Patriotisch,27 Literaturvermittlung (Institutionalisierung Idealismus),28 Literarästhetik Genieästhetik,29 Jugendliteratur
Z_R_1863_HLS_0591,0.00012581446867754038,0.019197170905052463,3.0800690745196735e-05,3.8312581061801256e-05,2.4293058224098e-05,0.13057043112312652,5.659739205151228e-05,0.005131303153419411,0.351746460469783,0.00011165487696387074,0.00024075017879235386,5.486211393802666e-05,6.114334746450238e-05,0.00010697821221220335,5.576926422794226e-05,0.013324122992390264,0.025169380479455526,0.1256695069753573,3.281642513960169e-05,2.4140534674604232e-05,0.02776751134671156,0.00013110830834675653,3.267146951412744e-05,0.16738174845400045,4.385221405825806e-05,0.0969956979740454,0.003055870695030021,0.03146633441875807,0.0013033800219015824,4.951585487596563e-05
Z_R_1863_HOL_0281,0.11838259283482123,0.06403487989364594,4.307320669656226e-05,5.3578205008636465e-05,3.3972612070116466e-05,0.17064265646394153,7.914858749397789e-05,0.06428694464764458,0.26876796797569874,0.01210962491785271,0.0003366769368629996,7.67218889021665e-05,8.550587599626949e-05,0.0001496036139177665,7.799049265737528e-05,3.88073322058684e-05,0.037854433540810625,0.0004247187477718492,4.589210919890677e-05,3.375931560778102e-05,0.00031468602877212265,0.00018334833175574593,0.0013738539766551558,0.15836952028072274,6.132510130565183e-05,0.0001707859116739258,0.00028898671932311515,0.044004075675273,0.013776192200971116,0.04389867657474189
Z_R_1863_SOR_0282,0.0003764289799029644,0.2847619353898371,9.215373016625727e-05,0.00011462883369564315,7.2683302819948e-05,0.2457387010333133,0.00016933583854908518,0.001144710973132306,0.2681313299752703,0.0003340643717569808,0.0007203093981705136,0.00016414399553632732,0.00018293705132519338,0.00032007208485768736,0.00016685813216815466,8.302702990667577e-05,0.08951302935019269,0.012274932351719538,9.818468073829295e-05,7.222696194953292e-05,0.003514825650720464,0.00039226781535169384,9.775098262072336e-05,0.0006802120467260596,0.0001312030673256206,0.00036539092460588317,0.07449897000856806,0.014581471724794534,0.0010580659897184894,0.00014814832455999018
Z_R_1864_BUD_0283,0.17283339767728872,0.05699510297509533,0.00012149999157729041,0.00015113226890987947,9.58292264946956e-05,0.11044580002670383,0.00022326066367936003,0.03148091175842439,0.03881495681579085,0.0004404468303292606,0.12083636616379172,0.00021641548355281893,0.00024119316879615423,0.000421998713933494,0.0002199939342277042,0.00010946690292567514,0.06182148338560098,0.0011980376720156186,0.000129451492209803,9.522756433938432e-05,0.012127035481221111,0.0005171851011921832,0.0001288796833688942,0.0008968248794583144,0.00017298455034015043,0.0004817492919921835,0.2855460206923384,0.08291472260719655,0.0201272989897419,0.00019532600746333462
Z_R_1864_ECK_0191,0.07413927883186691,0.16720630586856852,7.723071510986044e-05,9.60662881746845e-05,6.0913252705059783e-05,0.1416465810512129,0.00014191425437993062,0.0009593409500582865,0.2366182555699187,0.16459747384208284,0.0006036653081833824,0.0001375631581422632,0.00015331293989342086,0.000268240861825844,0.0001398377780909481,6.958195703605087e-05,0.0011938317774009982,0.0007615252061927926,8.228503710670439e-05,6.0530809892463605e-05,0.005327061654221712,0.00032874549776268065,8.192157036801384e-05,0.1148778918084131,0.00010995655515933826,0.0003062209457072871,0.08863044236462551,0.0003131394654923011,0.0008867269167721846,0.00012415776363532556
Z_R_1864_GOR_0287,0.000252849157626224,0.08248046466214257,0.007696671890311252,0.024890005044489915,0.001957514670894155,0.10207700103572888,0.00011374369779952556,0.03321668796173873,0.22400504268295868,0.00022439264642552337,0.031022922434558908,0.00011025631185851267,0.00012287969788650214,0.000214993959967688,0.00011207941049777505,5.57696556134491e-05,0.04676548203216925,0.0025190523026171713,6.595112263374812e-05,4.85151979838227e-05,0.0004522323605726068,0.030802575324451992,6.565980552070381e-05,0.006182980545431539,0.011540287411135636,0.004062820735857317,0.2103715242429926,0.007885751794433687,0.09041927650587715,0.0802646156978246
Z_R_1864_G_0187,0.07780722890843955,0.13640866573447794,3.4503647089273e-05,4.291864059060768e-05,2.7213646428178007e-05,0.2026558742253944,6.340170932118267e-05,0.028090561631113082,0.06528270669058243,0.05757685352765034,0.06516892140857458,6.145781059096396e-05,6.849419385508364e-05,0.00011983947084001161,6.247402135451836e-05,3.108648270235076e-05,0.06117689753584277,0.11205200453307466,3.676171944049467e-05,0.031944695646375795,0.0002520781830145167,0.00014687056336142498,3.659933679179553e-05,0.12686137059536914,4.912426576619386e-05,0.00013680747908391026,0.0012954135997861184,0.010779116021833651,0.005715763533700015,0.01601429523755509
Z_R_1864_HW_0284,0.006511503153088659,0.1277209184348245,0.00018646998468651254,0.00023194760348057962,0.0001470722274545917,0.10050701702791376,0.00034264539443122253,0.002316284291969135,0.4390581493527725,0.0006759680609070195,0.0014575219278056691,0.0003321398740867165,0.00037016699267258753,0.0006476551372832736,0.0003376318386036261,0.00016800241257009158,0.037381321898189594,0.01333829079494374,0.00019867341105659757,0.00014614883699644519,0.0013623201861792298,0.0007937407784761062,0.00019779583745001793,0.030125444917639438,0.0002654850097862901,0.0007393562907646422,0.13924654570847098,0.064003989737133,0.030890019708441945,0.00029977316992154724
Z_R_1864_H_0593,0.0046275457233373556,0.003269315561920272,4.790918408148448e-05,5.95936147637493e-05,3.778683432747468e-05,0.2548017123207331,8.80348722293088e-05,0.006504244886836472,0.488035595254233,0.00017367448341696004,0.006283605601344355,8.533571982200382e-05,9.510591542469973e-05,0.023802915264471307,0.0015640289501654418,4.3164365157671396e-05,0.08051381837280866,0.007858814365907267,0.011869302143059285,3.754959033610095e-05,0.00035001691391410176,0.004635780069161236,5.08191020816323e-05,0.09342240922674534,0.005977339066098338,0.004621807222875405,0.0003214322544102669,0.00019425245867667616,0.0005500708238323929,7.701983782862582e-05
Z_R_1864_KMM_0164,0.22237357998183468,0.1005396161291555,8.250138604488723e-06,1.0262240761755072e-05,6.5070325576051635e-06,0.12019583335366271,0.014006799967853568,0.08049081304416648,0.0275661865615633,0.04836466388096315,0.020670356165511595,1.4695126413506074e-05,0.0015427383215683719,2.8654717055289485e-05,1.4938111731232202e-05,7.433063245658149e-06,0.0571116645472357,0.016616924198998056,8.790064422427381e-06,0.020357942596327207,0.008964045139383996,0.0002895115545245527,8.751237241194461e-06,0.02728099625296359,1.1746062680453273e-05,3.271192351500292e-05,0.17355168828642456,0.009446008834829926,0.03214829958775573,0.018329591877048704
Z_R_1864_ON_0285,0.00017976529126616518,0.15363031920554723,4.400841335029841e-05,5.4741496475935446e-05,3.471022636191019e-05,0.03186247323963891,8.086706381220598e-05,0.014116678954076558,0.1891123567439979,0.00015953388898490918,0.000343986875817206,0.03128942738904779,8.736238193808578e-05,0.0015098535383410664,0.12899484785376047,3.964991807481356e-05,0.09431340083923896,0.0004339402529567515,4.688851994164882e-05,0.014961511291675538,0.0016785202271473068,0.012400344735424718,0.005474688312025286,0.004395843391677793,0.05569972738522305,0.0028884974733562573,0.24862657717932574,0.00017843640336715245,0.0005052840003699984,0.006855757507778396
Z_R_1864_ON_0286,0.02044164337574459,0.08372454034069171,9.29460670639397e-05,0.00011561441132024393,7.330823316802801e-05,0.18479962962670027,0.00017079178648239592,0.10146444250243765,0.11853888821494751,0.06625486391834245,0.16982031602862488,0.00016555530405267075,0.00018450994235691474,0.0003228240616066845,0.00016829277680550881,8.374089552211377e-05,0.07308668050184561,0.0009164847533133729,9.90288716917765e-05,7.284796868313853e-05,0.0006790492507415977,0.00326163736788421,9.859144464190667e-05,0.0006860605034504569,0.00013233115005372776,0.09208043135479459,0.0006235936688906409,0.08062477034463246,0.0010671632310599343,0.00014942210244903425
Z_R_1864_ON_0288,0.059298585213143226,0.11149522933399904,0.00011224825583952016,0.00013962415442153923,8.853221628116102e-05,0.19548767913772624,0.0002062602619987832,0.07061793698293334,0.40966688442109817,0.00040690857548787924,0.04241154607878975,0.00019993631481050045,0.0071451889543330685,0.00038986520896524076,0.0002032422808574866,0.00010113143849680525,0.03288576018149257,0.004567992758967812,0.00011959428167639112,8.797636827934962e-05,0.0008200679860121723,0.0004778035356329936,0.00011906601377914768,0.007750896946897766,0.0001598124725013959,0.0004450660207959519,0.04228726594851826,0.0004551214990827233,0.011672324439669321,0.00018045271751240528
Z_R_1864_ON_0289,0.0011139742457712913,0.043837170217560645,0.00027271248372914955,0.0003392235331951956,0.0002150932360730825,0.004036820273221185,0.0005011191303028601,0.10429681173968947,0.3730315339491009,0.0009886037644151965,0.17031370073414168,0.0004857547994115701,0.0005413694870839605,0.0009471960937059065,0.0004937868013794831,0.0002457036465225435,0.021033794784573737,0.019507259667050657,0.00029056000337681113,0.00021374277687871788,0.001992394230266527,0.0011608464466774018,0.00028927655136008133,0.17860414348800946,0.00038827201350069904,0.0010813090951563797,0.02705699343209442,0.017923946747557137,0.028358468156383976,0.0004384184718098424
Z_R_1864_ON_0290,0.07061160277700786,0.10707018373859688,3.685638574079761e-05,4.584518178572118e-05,2.9069293677143885e-05,0.22783928207175425,6.772495236000479e-05,0.03909775272543005,0.00040962793212952876,0.044455881910298436,0.12302669063140273,6.564850283985357e-05,7.31646838143313e-05,0.002400948261133078,0.002339671169787888,3.320621135609386e-05,0.08580486931725204,0.06968800191164239,3.926843178891319e-05,2.888678261525886e-05,0.00026926691911681504,0.000156885390208499,3.909497657350993e-05,0.004817921452871313,5.247395684368646e-05,0.00014613612318421548,0.07298126603582433,0.08083870708543209,0.06747481406674773,5.925112078463832e-05
Z_R_1864_SIE_0120,0.0001752468948276951,0.0942072968617591,4.290226289853913e-05,0.12572824993319515,0.12570872214859216,0.001957953280232998,0.03844274654072875,0.21616456505540557,0.0057683968835415675,0.0001555240083748786,0.0043040213324796045,7.641740423324372e-05,8.516653048853733e-05,0.00014900988496368027,7.768097330539234e-05,3.8653318301002896e-05,0.017860798592198968,0.00042303317473459616,4.570997807732534e-05,3.362533566824899e-05,0.18816431692509317,0.0610357225828643,4.550806947715253e-05,0.0003166734108618884,6.108172156833178e-05,0.07425214521511662,0.03732885837243342,0.00017395140849529034,0.007107051296757507,6.897060332537745e-05
Z_R_1864_SIE_0121,0.0020189598504203473,0.10199884061149202,5.781697459702356e-05,7.19177873094294e-05,0.05531207376072096,0.006204202741720448,0.00010624079847983187,0.13621018527275452,0.004208166232921073,0.0002095909873729253,0.002234709396005955,0.0036685623209963816,0.00011477415868289934,0.11964770438963614,0.00010468629290933899,5.2090910159795985e-05,0.016938839243395523,0.0005700980942467073,6.160077494227499e-05,4.5314979835568104e-05,0.08421350509112387,0.110779052601726,6.132867404086753e-05,0.00042676300302980176,8.231641190140948e-05,0.1553319259870033,0.07704785128328193,0.00023442456147065223,0.12189350899223036,9.294781559274163e-05
Z_T_1853_BEC_0560,0.012439574412852861,9.097709548885191e-05,1.3847886309903247e-05,1.722520677123169e-05,1.0922076754386777e-05,0.25469716086468297,2.5445995904770013e-05,0.005723018917374424,0.037729933944837285,5.019965477180213e-05,0.02786325986146972,2.466582073823224e-05,2.748984207204447e-05,4.809704212826194e-05,2.5073672438204455e-05,1.2476422481458828e-05,0.2077362055379139,0.06333258976492481,1.4754153671099828e-05,1.0853502682771125e-05,0.0005281707633808903,5.894585167875678e-05,1.4688982112508686e-05,0.2528863917125636,1.9715807016795512e-05,5.49070772662593e-05,0.0009469088230754686,0.1162002287699411,0.019374008375936568,2.226216075907231e-05
Z_T_1853_DEI_0897,0.00848686763265982,0.0002281082175947358,0.00019414185798540117,7.5856808823146846e-06,4.809892266100275e-06,0.09223158113676397,0.0001992494633333793,0.0010159698760432367,0.05986560813943035,0.001714498464749792,0.0015520151361667392,1.0862397607505196e-05,1.2106047389342703e-05,2.1181099177142247e-05,0.008096912086062625,5.494399037075593e-06,0.636433439284783,0.0036329586169051857,6.497472159493394e-06,4.779693439985393e-06,0.0023010755918450566,2.5958725843459306e-05,6.468771740819689e-06,0.07751893168482371,0.0018891173996119896,2.4180119974992674e-05,0.012639829005719331,0.09103777567332674,7.001860432206395e-05,0.000761977828354575
Z_T_1853_EIC_0261,0.26755883080179876,0.006737988930572209,2.6606059467624468e-05,3.3094933439031106e-05,2.0984677165449936e-05,0.4056710575627586,0.004150885778043756,0.0003304939275865816,0.0002957041202706499,9.644901541093876e-05,0.044509521987082815,4.739064711340464e-05,5.281646285623863e-05,9.240924820174361e-05,4.817425598631055e-05,2.397105457513102e-05,0.08983479284526415,0.02241312554268002,2.8347278507552583e-05,2.0852925229702284e-05,0.0001943796581973523,0.00011325315647725968,2.8222063848458098e-05,0.09536269788189201,3.7880144464064006e-05,0.00010549342551251444,0.00017850535006204118,0.05589502482728563,0.006048272963102619,4.2772475147352083e-05
Z_T_1853_KAP_0553,0.06014379574731822,0.00040937740130317173,5.999095806558821e-06,0.0005624094962935646,4.731594655662152e-06,0.11755264634163534,1.1023557235363039e-05,0.017092903115565945,6.667493734111425e-05,0.00039171205020674415,0.1308294712956575,0.00019566800742314407,1.1908979652687404e-05,2.08363036265825e-05,1.0862261562003885e-05,5.4049587145909205e-06,0.25055894806265444,5.915344257218648e-05,0.00019137413621364997,4.701887419751794e-06,0.024091544715519393,0.005759991576465405,6.36347013700924e-06,0.034266031055774526,0.0033382249516005266,2.378650500205607e-05,0.047765716805102255,0.2066497014195591,0.09995939255215006,9.644275831408247e-06
Z_T_1853_LWF_0895,0.0010193801654257084,6.933504684710509e-05,1.0553687616331742e-05,1.3127595599936124e-05,8.323883053904266e-06,0.11210190796797537,1.9392785718738028e-05,0.0030599068971622644,0.14297821606669192,3.82579307089212e-05,0.001384185765051457,0.003923880315555256,2.0950432387878124e-05,3.6655497202357574e-05,1.9109032265653094e-05,9.508473892115234e-06,0.4355797944581989,0.10847009215363712,1.1244367942043693e-05,8.27162169688446e-06,0.0026804916464357375,0.0006957705610836282,1.1194699692648223e-05,0.1243896802816222,1.502572043867358e-05,0.0013435395677406298,7.080679138867348e-05,0.04527665876862533,0.01671777148246598,1.6966335876673547e-05
Z_T_1853_LWF_0896,4.278936974843112e-05,6.881994738475422e-05,1.0475282840331816e-05,1.3030068912597206e-05,8.262043798279436e-06,0.0989948637217132,1.9248714084673427e-05,0.0401828522531056,0.09572616866355001,3.797370735529342e-05,8.187888504103263e-05,0.010354847158336539,2.0794788785547954e-05,3.638317854448207e-05,1.8967068674458166e-05,9.437834150565676e-06,0.3357650507866614,0.130597671614023,0.0006571726201664471,8.210170697965678e-06,0.022363937449440995,0.0023056310576594595,1.1111532751035296e-05,0.15802720315053223,1.4914092324590628e-05,4.1534653840181466e-05,7.028075813660796e-05,0.0856390349867214,0.018854614150351404,1.6840290667424454e-05
Z_T_1854_KEL_0735,0.000444659548559348,0.0007151646989870632,0.00010885728315697415,0.00013540616733634186,8.585769519671869e-05,0.001611357432292279,0.00020002922608021524,0.048344878648628915,0.12876141841987704,0.0003946160382590976,0.16196863171576253,0.00019389632268144123,0.00021609576042207944,0.1010766880762899,0.00019710241688212642,9.80763001988923e-05,0.13594751572251076,0.054779295881350984,0.00011598138863747253,8.53186391296745e-05,0.0007952940764525126,0.007176609326863224,0.00011546907949161654,0.014229985639712995,0.00015498460480288,0.16826262164917494,0.0007303451854786584,0.00044137246967388023,0.1724374692694317,0.00017500131667771794
Z_T_1856_GIE_1050,0.3115151842738625,0.042580205141697865,5.035874791474929e-06,6.264059555078409e-06,3.971884933705451e-06,0.1367222304160681,9.253603506924003e-06,0.04757868192153705,0.01356545677760355,1.825543410370682e-05,0.045070986479490496,8.969887684438329e-06,0.00032055978657605504,1.749080520866251e-05,9.11820563337191e-06,4.537132964273201e-06,0.08501680449682397,0.04554712421567404,5.365444868557564e-06,3.9469475222572436e-06,0.005782205416244507,0.002040095058471585,5.341744803313992e-06,0.18326929692146737,7.169782689395776e-06,1.9967319206035082e-05,0.04941329175985009,0.015703846157359213,0.01574124726885349,8.095780948909156e-06
Z_T_1856_LWF_0852,7.74276467053959e-05,0.00012453014857939236,1.895509337176078e-05,2.3577995615336907e-05,0.0017683941082726595,0.13646472411106372,3.4830675058865934e-05,0.015431969183005236,0.006639964271869723,0.001237676264212181,0.00014816038237677585,3.3762765285698845e-05,3.762830742464418e-05,6.58356014805473e-05,0.0017877649213731638,1.7077823126873993e-05,0.4246264279829357,0.07616947304431786,2.0195599111541114e-05,1.4856358014396511e-05,0.0013074455015632375,8.068553549935978e-05,2.0106391780499204e-05,0.27601508408652126,2.698714840225941e-05,0.0006596385251764422,0.00012717349526720196,0.04215950852745249,0.014829665888131057,3.0472617004631722e-05
Z_T_1857_EIS_0863,6.356889506938882e-05,0.00010224053403223363,1.5562326802526414e-05,0.012015986792841082,1.227428677635003e-05,0.15138788658272095,2.8596342808113834e-05,0.1316763654084704,0.0332836583426382,5.641463364514347e-05,0.1743126945072686,2.771957789012101e-05,3.0893227782282745e-05,0.0014936471884830977,2.8177923756045288e-05,1.4021068604816298e-05,0.13796186342370725,0.04670037123990958,1.6580794785998978e-05,1.219722287729856e-05,0.01259019007212218,6.624365530947752e-05,1.6507554648816448e-05,0.09320871097935868,2.2156726673260715e-05,0.0005415700202050102,0.12151029638779486,0.0825999065996057,0.0001786793511334912,2.5018332279006366e-05
Z_T_1857_HOR_0861,8.122563589497567e-05,0.0001306386147178619,1.9884880634795414e-05,2.4734545972597963e-05,1.5683562652427076e-05,0.00029434548862401576,3.653919304912172e-05,0.040714993144321615,0.0535651698957587,0.0025246895605135758,0.16631943948875053,3.5418900051789655e-05,3.9474055176280586e-05,0.02398196700437127,3.600455494446783e-05,1.7915526329506685e-05,0.1168061337955058,0.14367348490637222,2.1186235794515163e-05,1.5585093673248358e-05,0.0357080531646283,8.464333099775592e-05,2.109265265595042e-05,0.01179665112402029,2.8310924885862946e-05,0.014181324533607379,0.00994383296792568,0.009891046532385078,0.1872394657758896,0.18275106490989476
Z_T_1858_UD_0218,0.008862691344279952,5.226029223310115e-05,7.954689930225174e-06,9.894735975061638e-06,6.274006879528893e-06,0.055306487094051206,1.4617032726754043e-05,0.13255178235204468,0.0032770923708237993,0.004443935402192461,0.3775531447279598,1.4168873967923714e-05,1.5791086453214845e-05,2.7628552699605057e-05,1.4403157651237463e-05,7.16687515029064e-06,0.08155701246267182,0.12541819240195107,0.0002537585601783364,0.0034402005343385205,0.004963781303391186,0.0005244270322568814,0.07800852085409704,0.002266265274988397,0.00025660870012193544,3.154046508279429e-05,0.02409113102939422,0.062088922882588306,0.028298909215290085,0.006635436688630587
Z_T_1858_WOL_0109,0.07889847233056542,0.04446243157045079,3.498755942561683e-05,4.352057289031981e-05,2.759531678289215e-05,0.3457477342897585,6.429091587973643e-05,0.0468248654996255,0.0014677007133398528,0.00012683259850406354,0.04450604856526121,6.231975404386044e-05,6.945482231527633e-05,0.00012152021485441544,6.335021712467095e-05,3.152246943831188e-05,0.00485621031100688,0.08341591935138895,3.727730115556492e-05,2.7422060059662606e-05,0.0002556135699308113,0.00014893041741895322,3.7112641096402175e-05,0.029387019859605987,0.007601715801153419,0.0022964126471764932,0.07035954807526817,0.20943744596712235,0.029530477832070048,5.6246755285942224e-05
Z_T_1859_BAL_0209,8.14253401186525e-05,0.001974936356313291,1.9933770306219012e-05,2.479535920289195e-05,0.00063038097243903,0.051926412545302184,3.662902960258482e-05,0.10658359337751497,0.002065523750150477,7.226145314010643e-05,0.09235463754559653,3.550598221323282e-05,3.957110748565922e-05,6.923478202645726e-05,3.609307701776143e-05,1.795957407672312e-05,0.2818218891901271,0.16308114996054152,2.1238325023800465e-05,1.56234117362423e-05,0.03518118739852598,0.0031581456862090494,2.1144511798418546e-05,0.0056790662918146185,2.838053112795152e-05,7.903769874458767e-05,0.0001337396336687076,0.03880433094185946,0.08996906226417963,0.1260371101321362
Z_T_1861_BAR_0224,0.05141182358352949,0.0002023527143665537,3.0800690745196735e-05,0.03517872623383073,0.01616988852030712,0.10777664929430342,5.659739205151228e-05,0.08775876228290311,0.051628333056945655,0.00011165487696387074,0.07432054112246739,5.486211393802666e-05,6.114334746450238e-05,0.00010697821221220335,5.576926422794226e-05,2.7750258910128095e-05,0.03561653048433277,0.11332287515141147,3.281642513960169e-05,2.4140534674604232e-05,0.033465956803917334,0.012477740132292596,3.267146951412744e-05,0.00022734837596447103,0.03803348859543007,0.0010718661110815698,0.21674757534024647,0.058059079885718345,0.06588576187023366,4.951585487596563e-05
Z_T_1861_SCH_0586,0.22437722156899464,0.028952957471210107,1.4180925579883396e-05,1.7639470014008716e-05,1.1184750810740547e-05,0.20747569455162712,2.6057967703959467e-05,0.07626105918619736,0.002343957047446569,0.0013632156928894009,0.02590974895040526,2.525902945964176e-05,2.8150968017958397e-05,0.004421949584687679,0.0013374854350276361,1.2776478283636916e-05,0.14889086641295365,0.11820261655943903,1.5108988514326699e-05,1.1114527544566293e-05,0.00010360359716154308,6.036348921362101e-05,1.5042249591026536e-05,0.13303462615218623,0.00045745955046632146,5.622758297523681e-05,9.514265304567683e-05,0.019734629122181022,0.006721862474498323,2.2797561873831603e-05
Z_T_1863_CAU_0278,0.013795436148392137,0.00019423586931433532,2.956520233051115e-05,3.6775772993756893e-05,2.331860631191691e-05,0.3915331543266094,0.003700905375732172,0.016776853746564277,0.08693482568935364,0.0010188206959437739,0.009347538717502712,5.266146503906771e-05,5.8690743461156505e-05,0.00010268706358487704,0.03378438093518951,2.6637130517274264e-05,0.09891463110590577,0.0768696675277609,3.1500080859962524e-05,2.317220084204431e-05,0.0002159986874619067,0.001037493804271626,3.1360939746811995e-05,0.0667682817518501,0.0018653823175742727,0.00011722647142134917,0.027547695618783473,0.168774118534872,0.00033945381276073147,4.752965704850137e-05
Z_T_1863_HOL_0280,0.18694440494692485,0.022612655517249985,1.1245332263986642e-05,1.3987923436362057e-05,8.8693956151278e-06,0.3184833336095444,0.0027946669745265423,0.040015983708585966,0.0035924865552619924,4.0765195843832843e-05,0.042391447705803914,2.0030157928650114e-05,0.0045300787444551805,3.905774553192788e-05,2.036135850164582e-05,1.0131619593781712e-05,0.1315922350093529,0.06356620811848906,1.1981276896155794e-05,8.81370926684655e-06,8.215661715893125e-05,4.7867643687777085e-05,1.192835359695199e-05,0.053482567773777925,1.6010443456482558e-05,4.458791137402018e-05,7.54471730317503e-05,0.12660949433279353,0.0029031169073170265,1.8078238732435285e-05
Z_T_1863_MHL_0526,0.07071468447671497,0.00023492839623969085,3.575912931286959e-05,4.448031869909932e-05,2.820386781670022e-05,0.15600080539457914,6.570870367434281e-05,0.01036790270839939,0.0003974328437465011,0.00012962959879028827,0.012408488105432675,6.369407241275004e-05,7.098648815029658e-05,0.00012420006277788915,6.474725997895283e-05,3.2217624761796354e-05,0.07001874552255216,0.00035259907000111373,3.809936601295614e-05,2.8026790316240066e-05,0.0002612505373720839,0.0001522147341093113,0.13455935496109447,0.47219156619999514,5.091174760129138e-05,0.011168131705154218,0.017882069070277253,0.03432666215941051,0.008129011936934914,5.748714768103262e-05
Z_T_1863_WOL_0279,0.12032257830011775,0.028743165551234993,0.000594813860149198,0.0005971286386614211,7.485871971403252e-06,0.04872227475473215,1.7440407333839014e-05,0.09347686313947015,0.03639549220355672,3.4406294432917286e-05,7.418683143583169e-05,0.003821503040775722,0.030748281428055052,0.017885306630961623,1.718522090131927e-05,8.55120353552046e-06,0.0021953440829058893,0.08876997141326241,1.0112335585254154e-05,0.4231957295011314,0.00036200246552192027,0.0070642728857869255,1.0067667711665539e-05,0.04513990269793937,1.3512998531286331e-05,0.0003302940454851049,0.05127941193382603,3.8482954755661855e-05,0.00010897339869033688,1.5258241541131657e-05
Z_T_1864_HEG_0210,0.005020705436340361,2.4800719359517222e-05,3.7749890810318827e-06,4.695660119148567e-06,0.009431538242441678,0.010881263858098329,6.936680049704997e-06,0.024607710966153527,0.01494141001749799,0.006997803767536289,0.02994481710474149,0.00012312598687323395,0.016303771836985285,0.034235295237916685,0.00012323716887456036,3.401122567287806e-06,0.16709520321327054,0.013307049244508538,0.012109828552727431,2.958708152384991e-06,0.08372060718220298,0.030746193096064082,4.004275154002211e-06,0.0007262761475617956,5.374607687160803e-06,0.19219464625922042,0.009803093951107967,0.009560268887755102,0.3280641383260707,6.068753880913512e-06
Z_T_1864_JTT_0722,5.603932548966366e-05,0.001782235952843943,1.3719009841390959e-05,1.7064898998017035e-05,0.010163453687668158,0.00020307532790193433,0.0034094202667292097,0.13426977845046234,0.0022676072602294543,4.973246764426923e-05,0.02041249963312918,0.5728021625774433,2.723400564423729e-05,4.7649423134528274e-05,2.4840322287563867e-05,1.2360309651450408e-05,0.008249569673897022,0.006903697001302333,1.4616842952448193e-05,1.0752493686492475e-05,0.022097600973123674,0.07620314670311701,1.4552277918212516e-05,0.00644665957396864,0.07489520259876066,5.4396080132397346e-05,0.027165732256658817,0.010631284707052392,0.02173186092216305,2.2054976168162555e-05
Z_T_1864_ON_0211,0.0343841948853784,0.0069521914026110096,1.3098420369457163e-05,0.0016318548635350899,1.0330959500593552e-05,0.023215646252070232,0.0024474116865566067,0.1621227866094217,0.0025689208596504282,4.748278299573104e-05,0.2460716828045365,0.002042783258563229,2.600205542503068e-05,0.010546646366965236,2.3716652090565045e-05,0.0012234726127983075,0.14641082792965066,0.0732333318992142,0.006072312793437272,1.0266096748519635e-05,0.019886328355523477,0.0162113747017363,1.3893994953690516e-05,0.09541483560373024,1.8648761439093962e-05,0.012572540218684368,0.0021073322947678403,0.012169823130859955,0.12252920444364052,2.1057303145695746e-05
A_L_1865_BEE_0913,5.1149254085378044e-05,0.008962853012750516,0.00039863436996679947,0.004262813296819675,9.876223463614146e-06,0.02103542971104752,2.300939166251345e-05,0.1055642562131097,0.0429976576694924,4.539274164352253e-05,0.0850426259068777,2.2303922871297102e-05,0.017013807548410493,4.349146656626372e-05,2.267272036462388e-05,1.1281731416496069e-05,0.09672168807740826,0.1371934082235622,1.3341356405846477e-05,9.814215763950798e-06,0.04410830785021849,0.0321006389780372,1.3282425408510313e-05,0.003953552369985704,1.7827902169352293e-05,4.964940065978791e-05,0.054139761781974174,0.033642558682256775,0.09010798285435123,0.22242093070124994
A_L_1865_STO_0931,2.8114324324966503e-05,4.521745312392807e-05,6.882679060250544e-06,8.561275511632256e-06,5.428492644260619e-06,0.04169852336027571,1.264717367413203e-05,0.04486555413854246,0.03212288829789737,2.495024186345323e-05,0.004722808607555032,1.2259410866011856e-05,1.366300648089137e-05,0.0008728162756592836,0.16639903276802087,6.201033850094902e-06,0.09242547177458373,0.3394200680431341,0.02398907097329178,0.00021762217862820007,0.001960333681685272,0.0036371693458890496,7.300720654375788e-06,0.18553787277652958,0.00022202692279639388,2.7289925877697504e-05,0.008323060242706874,0.03525771609460657,0.018118384036935224,1.1064743330743657e-05
