,0 Literaturvermittlung (Unterstufe),1 Bildung (Weltmodell Religion),2 Literaturvermittlung (Methode Sprache),3 Mittelalterlive Literatur (Nibelungen),4 Literaturvermittlung (Patriotisch),5 Literaturvermittlung (Oberstufe),6 Lyrik (Poetologie),7 Lesebuch (Sprache),8 _Rauschen_ (Nathan),9 Literaturvermittlung (Praxis Methode [Rhetorik]),10 Schiller (Drama),11 _Rauschen_ (Wackernagel),12 Deklamation,13 Handlung (Drama) ,14 Handlung (Religion Welt),15 Allgemeiner Diskurs der Literaturvermittlung,16 Literaturgeschichte (Lyrik Form),19 Lyrik (Patriotisch),18 Handlung (Maria Stuart),19 Handlung (Hermann und Dorothea),20 Mittelalterlive Literatur,21 Drama (Historisch),22 Drama (Handlung Poetologie),23 Prosa (Unterstufe Jugendliteratur),24 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen Verfächerung),25 Literaturvermittlung (idealistische Poetologie),26 Lesebuch (Form),27 Kanon (Poetologie),28 _Rauschen_,29 Handlung (Ballade)
A_L_1859_DEI_0918,9.61983858401836e-06,0.0024736299841766926,0.2878685955676359,0.0042046935263075425,0.062147483615682036,0.11170539661845065,3.5432480410399e-05,1.5358398177567504e-05,1.0936024279341877e-05,1.6817954189504704e-05,0.023073703606915394,1.2680298960694319e-05,2.9453158027419503e-05,9.642162263156623e-06,3.47935362960716e-05,0.000281760783700193,3.136415514587687e-05,3.622178525921285e-05,1.1368517857147731e-05,0.012892749812999281,6.711400753163628e-06,1.1256354685563021e-05,0.01551192529960876,0.0039492664635622145,0.06604443818751246,0.1836455327046969,0.029173475062848068,0.19670384649674805,1.6503423514754392e-05,3.534278075197529e-05
A_L_1859_HAU_0921,0.0008984973215273504,0.12270913596398322,0.0037632620745464557,0.00030608138085901586,0.2972780814139427,0.12213216582707945,2.0138722627019772e-05,0.011618115385373159,6.215696927031472e-06,0.0013491033589854856,0.02338421889672105,7.207088542470866e-06,1.6740261283821956e-05,5.480305897112379e-06,0.015201280529802035,0.019360282718173295,1.7826412760204405e-05,0.0018066467464499202,0.00045297636471765886,0.014174400077789398,3.814551977204124e-06,6.397762792169011e-06,0.0021187743287776305,1.2066278673827913e-05,0.0722169298995928,0.28224017279254604,0.0003579252126366426,0.0007670040854129872,0.00015821831788525188,0.007610840221717635
A_L_1859_HEI_0922,6.8297696013797464e-06,0.04804989736586896,0.13279863847746004,1.049871040814134e-05,0.22669461964563808,0.1467955725028177,2.515589793891749e-05,0.036265007370331545,7.764218238244137e-06,0.00875010871002562,0.011547691658742016,9.00259600218589e-06,2.0910775331978238e-05,6.8456186807419265e-06,0.00021062074762742404,0.005405758319959368,0.0076449251609829886,0.00058347171557545,8.071274480892289e-06,4.342366042698871e-05,4.764874217617808e-06,7.991642311080598e-06,4.376748512620594e-05,0.008939159353547095,0.14765719868981877,0.057502255852697276,0.08448224791732878,0.0738381321792675,1.1716888932733274e-05,0.002627950920614248
A_L_1859_SCH_0930,1.0010430558148129e-05,0.07941955371156528,0.2597716019641694,1.5388017111085907e-05,0.11154114018603575,0.16038622382911513,0.0011268780521250714,1.5981991495818517e-05,1.1380057022208854e-05,0.04143776359096674,3.040746465072575e-05,0.0011032020693672072,3.064903746321357e-05,1.0033660640219073e-05,0.0035787287245463077,0.0035632217944052843,0.0008501428128106213,3.769248962575023e-05,1.1830111031915746e-05,0.0115087189066115,6.983902131067123e-06,1.1713393726264097e-05,6.415024168196752e-05,2.2091640079305462e-05,0.12704139447037147,0.11425656022374604,0.012917887954202914,0.07089221624078752,1.7173508019211323e-05,0.0003092795239369754
A_L_1862_KHN_0923,4.192233635977982e-06,0.11474156180905233,0.014982164423792292,6.444294533524347e-06,0.213783693372037,0.09295872573281153,0.0007001614825595101,6.693043014433448e-06,4.765814771974909e-06,0.00023556921907213528,0.0292274690222591,5.525952993181524e-06,1.2835404533029668e-05,0.0003465621353455169,0.0005857629790717613,8.668596588324582e-06,0.010740953627727068,1.578510753508021e-05,4.954291336148692e-06,0.04327815610141713,2.924764250065802e-06,0.0010319859314899987,0.0101835503982865,0.3432823854073861,0.01554360771196564,0.0631411979366004,0.04489537765917622,0.000245731466875523,7.1920341035954435e-06,1.540204577897762e-05
A_L_1862_LAN_0924,9.574706823047894e-06,0.1890806612401946,0.0005953641454785045,1.4718223314257545e-05,0.34699668245355003,0.14480395881518782,0.054509141946650116,1.52863437923109e-05,0.00027152527117643813,1.6739052253483248e-05,0.03182723145686346,1.2620808958161549e-05,0.0005505960848193754,9.596925769976564e-06,0.003944238605118395,1.9798340957950603e-05,0.0002918575628548943,3.605184966830198e-05,1.13151821149691e-05,0.018566355269746235,6.679914015426469e-06,0.0005324846523256551,0.0821631323544287,0.0005424111650356258,5.316922392876817e-05,0.11996958077173887,0.00036614593632599017,0.004470838177080195,1.6425997208818277e-05,0.0002958175226197442
EM_UM_1875_GUD_1045,0.0033155435424022284,0.19280471743597719,0.004516225819583949,0.015154257083592616,0.04424857709267885,0.008897181841192241,0.052767905156282074,1.322484278076042e-06,0.0060440959150780725,0.0015347858053867977,0.010938821405200862,0.0034285524879921338,0.006316279387974265,0.002030247735881289,0.023408944122810013,0.0008585779881682558,0.0006340750343732763,0.14591823483352623,0.001286276651572072,0.09849966100271852,5.779067502554071e-07,0.0017597977355809677,0.05249957346312179,0.0006106532878883479,0.0016055847777911084,0.009229057097192328,0.0021287415015787264,3.4561315584649454e-06,1.4210803679104711e-06,0.30955685419150114
EM_UM_1875_GUD_1046,6.22761880808915e-07,0.23015723128416782,4.818538377055761e-06,0.0017470839993432544,0.016330907356953712,0.03244014457396006,0.017378797277912243,9.942604391682895e-07,7.07968121220807e-07,1.0887480793923197e-06,0.00017141855103820834,8.208876646953781e-07,0.00039181850173903015,0.08003425631743413,0.008817649323506553,1.2877315493556411e-06,0.0002224153512477736,0.060421718938406525,7.359665654358286e-07,0.3290047429048746,4.344776182467567e-07,0.06694688697780687,0.09734631571154502,6.918509488387075e-05,5.4316312718407355e-05,0.006955474765320677,6.862322973118794e-06,2.5983635027721344e-06,1.068386228944536e-06,0.05148759634414108
V_X_1886_BET_0977,1.0502694995654497e-05,0.0012711360639780145,0.018378993949968545,1.6144725181086083e-05,0.00037815926234959104,0.1019439667783768,3.868428055624154e-05,1.676790834606997e-05,1.1939673048341537e-05,0.00030426345703866525,3.1902756326277154e-05,1.3844027763536223e-05,0.017472180805666055,1.0527067420526526e-05,3.798669762972573e-05,0.004310247850495333,0.0026073609697339823,0.0031844684918449473,0.008303571093241632,0.0003526781547553491,7.327336575188103e-06,1.2289401635260242e-05,0.0026404232227098152,2.317799982318088e-05,0.8214548907486431,0.0026553064061677033,0.011837714793668607,4.3820632248732085e-05,1.8018017874804595e-05,0.002611704731937246
V_X_1886_ON_0978,7.381453761234434e-06,0.011743934136669767,0.030398494834508502,1.1346758375953173e-05,0.016541616650803167,0.24304643689843064,0.001433742024030337,0.0004136573476582871,0.00020932768712781435,1.2904681312909543e-05,0.01268140885262873,0.0020190928266284147,2.2599872357828425e-05,0.0018158253131186244,2.6697628771646588e-05,0.00021619949008992457,2.4066210565538045e-05,0.00042966615338832785,8.723242927975495e-06,4.693126712804623e-05,5.14976357450456e-06,8.637178358644633e-06,0.0008510480781006365,1.628985075197339e-05,0.5761253715602934,0.07500700413767734,0.019773095267703378,0.007063568423588335,1.2663336968939325e-05,2.7119072699157264e-05
V_X_1886_ON_0982,0.0008405958891440908,0.010206849119896498,0.006504000447450201,0.001292162594857524,0.007383918100779791,0.08168061260771957,0.025978658716682625,0.11575461762580844,0.000955606164542813,0.0014695780009237951,0.002553375665134512,0.0011080234960684024,0.0025736610176901966,0.0008425465656289718,0.0030403112613399423,0.0017381633013624348,0.002740646805228272,0.0031651137927551152,0.0009933981004895136,0.005344506854102601,0.0005864522397371998,0.0009835971147324233,0.005386824186255331,0.09338514148278468,0.5996133105899258,0.006578017764404005,0.009262674320544471,0.003507237270359643,0.0014420938399479478,0.0030883050637032007
V_X_1886_ON_0983,5.272744856841322e-05,0.0006402376206751161,0.1382001273667365,8.105254575031421e-05,0.0004631656743987526,0.17736371509662094,0.0001942095256769078,8.41811578155017e-05,5.9941614684666584e-05,9.218115322914514e-05,0.00016016374312311174,6.95021860754371e-05,0.00016143616771783714,5.2849807237255754e-05,0.0001907073990422408,0.00010902850853744909,0.00017191056408091593,0.0001985357968983161,6.231216203644985e-05,0.0003352410045214029,3.678596422837541e-05,6.169738271251939e-05,0.00464390027713965,0.00011636220932828315,0.5844741269034026,0.024813308778055095,0.013499027645006576,0.05332738925103131,9.045717420067813e-05,0.00019371787146828132
V_X_1886_RAU_0976,4.07852017303164e-05,0.012707933365893457,0.03473318839674409,6.269494388474157e-05,0.0003582632192111709,0.250437650169422,0.00015022298437984363,6.511495618723356e-05,4.6365430403540466e-05,7.130303157578015e-05,0.0001238882356441559,5.376062670862505e-05,0.00012487246862321155,4.087984736798121e-05,0.0001475140548723845,0.0011945803770549508,0.0001329745175611034,0.00015356939785699607,4.819907217037662e-05,0.0002593122248261064,0.002248945806128496,4.772353429727817e-05,0.0013716111859819297,9.000731706336297e-05,0.675255899909046,0.002539652924447578,0.017103105578042597,0.00017016902108973138,6.996951678672997e-05,0.00014984268499831043
Z_A_1864_CS_0527,0.0005270374062365956,0.006399497493945536,0.03277167445419217,0.0008101610193729149,0.004629574203201167,0.094252855840308,0.0019412220287198564,0.0008414330727858069,0.0005991466302043907,0.015268292878788385,0.0016009172838929477,0.0006947093567299069,0.0016136358086128687,0.00052826044276137,0.0019062165090529574,0.0010897948583813099,0.0017183326760125577,0.0019844652886369116,0.04366352891218536,0.01769779851699718,0.00036769424084080266,0.0006166964159891523,0.003377434845496743,0.001163098891628841,0.44768045748221286,0.032818081884025845,0.13492958051079218,0.14566792833306372,0.0009041650176636265,0.0019363076972679259
Z_B_1860_KNI_0533,0.0003202686580114407,0.01260711188120267,0.21171682020020238,0.0004923164454313218,0.0028132870640267442,0.04855703652002783,0.009897919168508998,0.09641242884871816,0.000364087795167798,0.0005599120579547844,0.0009728410621950146,0.0004221590929885488,0.000980569820715251,0.00032101186952138925,0.0011583644652341434,0.0006622435763978132,0.0010441917284267645,0.0012059144708539264,0.00037848659578723496,0.01947283272690226,0.00022343943651649377,0.00037475240127575737,0.002052390423693632,0.0007067887720086038,0.42897433076001573,0.0025062374786607626,0.06455707532384128,0.0885190906195258,0.0005494405395165159,0.0011766501966709196
Z_E_1853_BEC_0651,2.220055530868846e-05,0.1652540088571338,0.00017177388508094602,3.412665648907965e-05,0.0001950129477293792,0.0027615641953217312,0.1813833540840889,0.00668316866343037,0.0006295766452032485,3.881228555990243e-05,0.027867012042631478,0.16803539740594445,0.18257823229382614,0.006065638187118959,0.020627808917622815,4.5905756863408435e-05,7.238184455434689e-05,0.03876126335494299,0.004256606417103451,0.004975859973653726,0.07555781491362049,2.59772887651375e-05,0.020085442879119106,0.0012576707874163721,0.00012328171696174297,0.050333833461056195,0.000848970444806695,9.262787982533897e-05,3.808641520562497e-05,0.04117658924361547
Z_E_1853_HOF_0892,2.0699420242483654e-05,0.16591300359199757,0.021008735686801616,3.1819114176026145e-05,0.00018182675620713524,0.01497128646806255,0.2581478118599669,3.304732562321943e-05,2.3531513586535034e-05,3.618791504108382e-05,0.10092490902721815,2.7284744405565745e-05,6.337562633230496e-05,2.0747455062590613e-05,0.0028922419691112906,4.280174705779041e-05,6.748760098672802e-05,0.10544777324814456,0.014111338234976135,0.00013160686935377182,1.444120952676373e-05,2.4220782292751437e-05,0.10493900715225155,4.568076659550132e-05,0.0018053709092150632,0.11680131586419057,0.0024819907384955146,0.0006498397042378893,3.551112586640631e-05,0.08910510557297396
Z_E_1853_JOS_0717,0.0014526175271303524,0.07068228844654259,0.24840109942205585,7.912191606945489e-05,0.006056717384168606,0.12830233060894433,0.0001895835553127876,8.217600621485526e-05,5.8513836453180225e-05,0.0491300961140688,0.0015574947447658902,0.05471254142453688,0.00015759084177433916,5.159095218791211e-05,0.05763315163025805,0.00010643150590546936,0.0015689617625295202,0.00019380677699330635,0.0028631199567764843,0.07038455669189639,3.590974160364612e-05,6.0227782995527584e-05,0.008736723033844752,0.10379839593448378,0.007291556093835162,0.1839529147845918,0.0019683196418886755,0.00021475573898009116,8.83025311386764e-05,0.0001891036120528933
Z_E_1853_RNN_0894,1.7528876186943592e-05,0.3275495380126539,0.014927810410503756,2.694535915672878e-05,0.04643919409809175,0.040830988973710666,0.024877257730496507,2.7985444634342847e-05,1.9927175897572933e-05,3.064498786863996e-05,0.03918095528059589,2.310552183949369e-05,5.366833922087096e-05,1.7569553481498386e-05,6.33993579531566e-05,3.624577480779062e-05,5.71504799647599e-05,6.600185476434277e-05,0.13887636885156013,0.00011144855707208577,1.2229239796040706e-05,0.00526935000850827,0.1322876438772499,3.868381299558244e-05,9.733945492302557e-05,0.01254351791489036,0.00019315377748293299,7.313612719777405e-05,3.0071862944916863e-05,0.2162211392835505
Z_E_1853_RNN_0898,1.1159970625415175e-05,0.278714840211256,0.0006939373181611915,1.715508817983088e-05,0.03594575286177905,0.014147566096944675,0.0012562822235357817,1.781727115461506e-05,1.2686877087422197e-05,1.9510501459583782e-05,0.007932549900501809,1.4710409398960982e-05,3.4168596025902456e-05,1.1185868316032158e-05,0.0003441582211133717,2.307631007466699e-05,3.63855429653935e-05,4.202087758150894e-05,0.15950517224773406,0.038652825396169245,7.785893142232834e-06,0.29864281070794324,0.13799410844766033,2.462851651786518e-05,0.0009733551026452186,0.02439087184574532,0.00042676793864612994,4.656299824809829e-05,1.9145614558379745e-05,4.10011448287499e-05
Z_E_1853_RNN_0899,0.00028840650471907594,0.3253249423109946,7.9070405227197e-05,1.5709073334222445e-05,0.014277315758584366,0.021300673956382413,3.764041774161393e-05,1.6315440424995443e-05,1.161749100088546e-05,1.786594711745033e-05,0.03118801009327302,1.3470458303816853e-05,0.000587662932494352,1.0243003349297666e-05,3.696165850437548e-05,0.0014120672717600523,3.3318579115254823e-05,3.8478907282586496e-05,0.11879801822043298,0.017868956046901616,7.129614552932074e-06,0.2317419088147796,0.21287870901077574,2.2552560968303168e-05,0.00033493586166397164,0.02344769640274276,0.00011260814293149859,4.263816929840219e-05,1.7531816798233988e-05,3.7545128544379026e-05
Z_E_1854_BEC_0649,2.9728289763857007e-05,0.27712684461258186,0.00023001874315960592,0.01704009392102166,0.003498165417596832,0.002079437800130229,0.19675893267795685,4.746222167281936e-05,3.3795712454152997e-05,5.197270318147311e-05,0.05592903054563059,3.9186063103191056e-05,0.02679649827704645,2.9797276867561656e-05,0.00010752283626019295,6.147141920051349e-05,0.0114265220789326,0.10531533817323421,0.06477568708518344,0.04712591465641919,2.074031331906969e-05,0.06963088207862919,0.04065335575656739,6.560623679686401e-05,0.0009743408512661478,0.040695483190585774,0.00032758126674847673,0.00012403601681899008,5.100070568308131e-05,0.03895355307218768
Z_E_1854_DEI_0905,1.3457622407843977e-05,0.011886301353992395,0.004500211672713713,2.0687034656853552e-05,0.016969873227247814,0.10608103690552816,4.9568081436278724e-05,2.1485550059685705e-05,1.5298893438700567e-05,2.3527388238174624e-05,0.6942559814765118,1.7739037296852307e-05,4.120333995105358e-05,1.3488852000936704e-05,4.867423394027006e-05,2.782733736269498e-05,4.3876719282532405e-05,5.067227528810323e-05,1.590392804641198e-05,0.000451903957999009,9.388878656846223e-06,1.5747017969587932e-05,0.14662241049581756,2.9699117218818627e-05,7.473140980453449e-05,0.015491609372753339,0.0023463344563825466,0.0007888303902139143,2.308737721101392e-05,4.944259657261539e-05
Z_E_1854_DEI_0906,4.653157814193257e-06,0.15788387391912764,0.00016267043221371638,7.152826409360262e-06,0.000294208491382189,7.214514526086125e-05,1.7138845070831483e-05,7.428924079055349e-06,5.289802566559335e-06,8.13491767789611e-06,0.457662850380807,6.1335158256485764e-06,1.4246620796282412e-05,4.663955875004415e-06,1.6829785020348454e-05,9.621684155883572e-06,1.5170978424218443e-05,1.7520635263355136e-05,0.01989225472258238,0.056523171083043826,3.2463337701578053e-06,5.444747778977753e-06,0.25336428680023526,1.0268877753683933e-05,2.5839411521530317e-05,0.017643158435577105,5.127396642262263e-05,1.9414475756502723e-05,7.982777820845978e-06,0.036243924349967024
Z_E_1854_GUD_0703,7.109577330928065e-05,0.3530975977829693,0.0005500942217148006,0.00010928830382011891,0.0006245157443749373,0.045615437330388545,0.023486106245587886,0.0001135068105030404,8.082309243323116e-05,0.00012429371326139616,0.009892726125341082,9.371421906196402e-05,0.00021767465514843822,7.126075728667086e-05,0.0060632032152481315,0.00014701007421533054,0.00023179795012287234,0.0002676984453694161,8.401945223665737e-05,0.1301207067340752,0.0019849542880558953,8.31905061632914e-05,0.0507747951200289,0.00015689856954555169,0.01587762879875234,0.0044270613099987215,0.0007834168620568186,0.00029663450551636845,0.00012196916266155416,0.35443088023075237
Z_E_1854_HIE_0900,1.1982670868889924e-05,0.271861450803224,9.27143443114665e-05,0.023177882675935745,0.00010525754582808383,0.002795302940198014,4.413543399070724e-05,1.9130739962819213e-05,1.3622139125208085e-05,2.0948793265169684e-05,3.639829862967018e-05,1.5794843919476413e-05,3.6687465762502185e-05,1.201047770757648e-05,0.003631425358648026,2.4777469204395525e-05,3.9067843489412706e-05,0.01537603069179517,0.39209408265154816,0.09238784791407348,8.359860260855517e-06,0.0068640031439939405,0.10869793208611903,2.6444102527520626e-05,6.654086881899178e-05,9.376945909267108e-05,0.00013203916314867605,4.9995569110640285e-05,2.0557007319825003e-05,0.08224380763811995
Z_E_1854_KRI_0746,4.328411391286761e-05,0.26327991340231627,0.00033490515465573454,6.653626751221526e-05,0.001558484617092859,0.01716688915497194,0.1026689680702962,6.910455413892436e-05,0.0012274768287977716,7.567177334235833e-05,0.004844561217399027,5.7054544093466895e-05,0.09203762905978302,4.338455849541811e-05,0.28176322211608046,8.950181568451767e-05,0.006032474801656832,0.0025195197760954136,0.0012294228179248064,0.12635015292034488,3.0197703649357357e-05,0.0024071887290205824,0.004990461655574281,9.552207171912331e-05,0.00024036064891843592,0.026260669342155315,0.0004769552832770464,0.00018059528899704093,7.425655400826253e-05,0.06378563515808566
Z_E_1854_LBE_0757,0.03535157620561084,0.16838996393175187,0.00017313409613097097,3.439689230073971e-05,0.011769915752370125,0.0027834319555581593,0.0841415488742433,0.0006448487408593251,2.5437884097957794e-05,3.911962505839736e-05,0.006159211273567796,2.9495177319504655e-05,0.18036925398401357,2.242827922092371e-05,0.03236451114158773,0.02928422776559054,7.295500842461515e-05,0.0006933782986691275,0.0018538162976850885,0.05922730993671051,1.5611142599273478e-05,0.03779187938712491,0.04643682956529311,4.9381525837213684e-05,0.00012425793726204292,0.00017510440984364303,0.0008556931138528453,9.336136422909125e-05,3.838800681714448e-05,0.3009895324263696
Z_E_1854_RNN_0902,8.343807095800711e-06,0.2742511745450223,0.00029169238628479573,1.282608631226883e-05,0.0180168218115271,0.01852716215061351,3.0732509582984353e-05,1.3321170680245572e-05,9.485406245112467e-06,1.4587122671306233e-05,0.04545199960127865,1.0998310160930006e-05,2.5546319389516017e-05,8.36316963195674e-06,3.0178318742006843e-05,0.0006986529366076988,2.7203830706133022e-05,3.1417116433792025e-05,0.4149823506271998,0.018450845034960195,5.821161419489993e-06,9.763246158234195e-06,0.17699028975753894,1.8413631879354844e-05,4.633392500616034e-05,0.01891735548735798,9.194188161037035e-05,0.0004890796017143246,1.4314313179451704e-05,0.012522984732989536
Z_E_1854_RNN_0903,9.263251918126666e-06,0.2010857490747681,0.005871403727319415,1.4239455355335097e-05,0.023784616285121622,0.04553281806279448,3.411907479101498e-05,1.4789095485870135e-05,1.0530649448795377e-05,1.6194548904771782e-05,0.034826521034089286,1.2210267630187822e-05,2.8361392991109342e-05,9.28474810663244e-06,3.3503814956774943e-05,0.0012799653071294507,3.020155356849092e-05,0.008608393819051196,0.4803799323538148,0.006867275054155794,6.462623604032509e-06,1.0839105897824776e-05,0.18943317199718468,2.0442719836123368e-05,5.1439686315814035e-05,0.0005768132515151475,0.0008585599971615847,3.8649275819162725e-05,1.589167720367787e-05,0.0005383570940607104
Z_E_1854_RNN_0907,4.621546295970169e-06,0.27708249675466395,0.00028737203260013216,7.10423323641943e-06,0.015514821935014895,0.00824909131098004,1.702241125643845e-05,7.3784552193518e-06,5.253865962449483e-06,8.079652606586098e-06,0.14343369013285526,6.0918474028191e-06,0.0001399565476153524,4.632270999480815e-06,0.0017780094206057957,9.556318643649545e-06,0.00014087462556201238,1.7401607733444537e-05,0.3616997590095413,0.025945566479610986,3.2242795989408847e-06,0.0035279956981070604,0.10973306941451973,1.0199115491322857e-05,2.5663869865561717e-05,0.020668466340024356,0.0014347994669288457,1.9282582302922365e-05,7.92854632115671e-06,0.030210590228433806
Z_E_1854_SAN_0786,3.6454537706110405e-05,0.1502886084528859,0.00028206220446016215,5.603785438996423e-05,0.004289651511437971,0.013465857235599054,0.663028995611666,5.820090436857619e-05,4.144224520653833e-05,6.373191605932737e-05,0.00011073350543896738,4.805220301256787e-05,0.08942377659503659,3.653913365808791e-05,0.00013185068229120322,7.53797876330474e-05,0.034851362960754015,0.00013726305540181285,4.30811867856587e-05,0.00023177787228037671,0.0010177903350745805,4.265614258849674e-05,0.00023361306895514804,8.04501386411739e-05,0.004171864869601084,0.00028527215005547666,0.008340557944579103,0.002136814834915995,6.253999685587395e-05,0.026927581062661226
Z_E_1854_WER_0901,0.000568790500383091,0.277854633677598,0.00015594133495178562,0.03514369731916578,0.1631219868007162,0.17313288341862418,7.423380434063104e-05,3.217703960020934e-05,2.2911822068736558e-05,3.523492304950179e-05,0.0192634869351962,2.6566213291481204e-05,6.1706658548789e-05,2.020108043730729e-05,0.0033647123054358413,4.167458286152528e-05,6.571034625407987e-05,0.0006245236492254374,0.05982516261701134,0.05554039623227378,1.4060906958568251e-05,2.3582939202630357e-05,0.09065412698850278,4.447778475238e-05,0.007244189199920451,0.05886178829795737,0.0007707200919125774,8.409028663996367e-05,3.457595680446046e-05,0.05329175628631486
Z_E_1855_DEI_0909,1.3457622407843977e-05,0.010054599235529633,0.00010412658840308628,2.0687034656853552e-05,0.030158128480179697,0.11670490919261217,0.00041590850512883095,2.1485550059685705e-05,1.5298893438700567e-05,2.3527388238174624e-05,0.6880281942737384,1.7739037296852307e-05,0.0004075437636436058,1.3488852000936704e-05,4.867423394027006e-05,2.782733736269498e-05,4.3876719282532405e-05,0.0004170126989806555,1.590392804641198e-05,0.000451903957999009,9.388878656846223e-06,1.5747017969587932e-05,0.13892926159827396,2.9699117218818627e-05,0.0004410718334970868,0.01256088598321292,0.0008809727616123376,5.6149542828809674e-05,2.308737721101392e-05,4.944259657261539e-05
Z_E_1855_DEI_0910,8.016077855552362e-06,0.2200549298148431,6.202335109251435e-05,1.2322301472301096e-05,0.01338134032151491,0.018235873444521267,0.07247587626419681,1.2797939846151545e-05,9.112837111326743e-06,1.4014167595093761e-05,0.49601999864515905,1.0566316972248625e-05,2.4542907427980935e-05,8.034679867263035e-06,2.899297045198369e-05,0.0008894230475405242,2.61353147796739e-05,3.0183110472074318e-05,9.473228001614419e-06,0.03649235354121145,5.592517014427872e-06,0.0013186511652628,0.00048779355208398246,1.7690378630958094e-05,4.451401451858025e-05,0.13120808122152008,8.833057532521724e-05,0.0013427170644994765,1.3752073553209669e-05,0.007666867155658332
Z_E_1855_JDE_0911,6.369897187800772e-05,0.35624332250870805,0.045576845229343015,9.791795303145222e-05,0.08552550871427797,0.028731613676152977,0.0037026193043989473,0.00010169756644663573,7.241426110665792e-05,0.0035793608763171024,0.00019349060206920937,8.396419543295492e-05,0.02967301653906905,6.384679092894317e-05,0.2239163043844946,0.08509768271507592,0.04702566382722855,0.0002398471097457897,7.52780717630906e-05,0.033350985348554775,4.444038474284173e-05,7.453536920627303e-05,0.005610202677908429,0.0001405748486018241,0.0003537262249807434,0.007434468703189784,0.012839905569007921,0.0002657726633443529,0.0018432788338460153,0.027978016079148193
Z_E_1855_KEL_0731,4.645911565773583e-05,0.13588700161959202,0.0888884559970238,7.141687488409218e-05,0.0029375032772196883,0.03360252226471809,0.00017112155168195743,0.0038682728955271527,0.015229213023058305,8.122249370324889e-05,0.00014112319234028264,6.123964252043425e-05,0.20502360890039095,4.656692811029754e-05,0.1746966055672707,0.01147836503607579,0.00015147353031996395,0.029263028475278476,5.490438133335456e-05,0.0040894863009129446,3.241278334281552e-05,5.4362688069410434e-05,0.012944723616969587,0.1923368956025563,0.001522691505586217,0.05853975213123622,0.0017766409685183594,0.0001938424207007149,7.970346436938803e-05,0.026729383751031843
Z_E_1855_KEL_0732,3.749641328487568e-05,0.11171367579097713,0.0400981676033458,5.763942378705802e-05,0.04422029435041741,0.008747117854519091,0.28389801303282153,0.008225616914175605,4.262667013486919e-05,6.555338277124789e-05,0.03583906599704365,4.942554142185659e-05,0.05931650964755288,3.7583427000510975e-05,0.0001356189924815617,7.753415207734594e-05,0.18283096675292212,0.03994923007517959,4.4312452884218475e-05,0.00023840211496790976,2.615984188956418e-05,4.387526086687322e-05,0.00024028976180987539,8.274941439757637e-05,0.00020822101723993642,0.14727697242910312,0.00041317958954092043,0.00015644713455763979,6.432739835703933e-05,0.035862927562471225
Z_E_1855_KEL_0733,8.589002581635394e-05,0.15067998633445942,0.06613078335487757,0.00013203000402993326,0.0030925499425945835,0.08784062099435153,0.3814232830542424,0.00013712633579534485,9.764149361522745e-05,0.0001501578749891486,0.00026089766156310595,0.0001132151226427525,0.21536626644445786,8.608934115421074e-05,0.0026487308514074387,0.00017760126209880598,0.07743664963774768,0.0003234035627371898,0.00010150298091968857,0.0005460885992934789,5.992225118109332e-05,0.00010050154023865057,0.0005504124804806425,0.00018954744510891078,0.0004769551799627524,0.0006721257180788421,0.007960675254528787,0.0026964402055536553,0.00014734961084434057,0.0003155554352286106
Z_E_1855_KRI_0745,0.0001526176347757371,0.19296122643314462,0.005335382465790825,0.00023460357291734283,0.0013406157827707316,0.002366268643775537,0.10027069701728474,0.0500979416155548,0.00017349876973361974,0.0002668149125114268,0.0004635879853083066,0.004355695019944751,0.12510297694991407,0.03754368359109405,0.31214126040662726,0.004470102487199846,0.021270206383950087,0.0753560780522911,0.00018036023069514597,0.0009703425934504384,0.00010647560247856842,0.0001785807748543128,0.0009780256802066024,0.0003368060781837338,0.000847499704047025,0.0053488209657785385,0.022454338291070575,0.0006367700148339036,0.00026182491946470795,0.03379689742034754
Z_E_1855_KRI_0747,4.675476939082489e-05,0.1380244991702667,0.12254556706704017,7.18713533081024e-05,0.03095665282349352,0.001997659935573978,0.00017221052474678027,7.464557318015632e-05,5.3151753926780394e-05,8.173937253605055e-05,0.00014202126364556161,6.162935568367203e-05,0.351421598045947,4.686326793380442e-05,0.13253489728504475,9.66783508798067e-05,0.0014251854702643466,0.00017604673944654256,5.5253778541509304e-05,0.028297722762306632,3.261904986897387e-05,5.470863808246887e-05,0.009208856467217407,0.09555928146329097,0.0015323815184415221,0.010547859826375143,0.0005151990479519665,0.001467823985247946,8.021067649444311e-05,0.0727184106638725
Z_E_1855_MOR_0760,4.681435226412364e-05,0.16878527233105653,0.024575249029137075,7.196294400128219e-05,0.0004112241655277597,0.05679811369779313,0.20789473242002385,7.47406992557857e-05,5.321948892496536e-05,8.18435387364359e-05,0.00014220225127672257,6.170789428281449e-05,0.07150804938148514,4.692298907438635e-05,0.00016932060246674914,9.680155486533067e-05,0.0001526317302147888,0.04223047955662991,0.012799023728208278,0.030882524437132283,3.2660618606041584e-05,5.477835712704306e-05,0.0003000022820680612,0.00010331282103775566,0.0002599643858149049,0.0003663420732833082,0.004338965462912267,0.004018434443214222,8.031289457052485e-05,0.3735623898690086
