,0 Literaturvermittlung (Unterstufe),1 Bildung (Weltmodell Religion),2 Literaturvermittlung (Methode Sprache),3 Mittelalterlive Literatur (Nibelungen),4 Literaturvermittlung (Patriotisch),5 Literaturvermittlung (Oberstufe),6 Lyrik (Poetologie),7 Lesebuch (Sprache),8 _Rauschen_ (Nathan),9 Literaturvermittlung (Praxis Methode [Rhetorik]),10 Schiller (Drama),11 _Rauschen_ (Wackernagel),12 Deklamation,13 Handlung (Drama) ,14 Handlung (Religion Welt),15 Allgemeiner Diskurs der Literaturvermittlung,16 Literaturgeschichte (Lyrik Form),19 Lyrik (Patriotisch),18 Handlung (Maria Stuart),19 Handlung (Hermann und Dorothea),20 Mittelalterlive Literatur,21 Drama (Historisch),22 Drama (Handlung Poetologie),23 Prosa (Unterstufe Jugendliteratur),24 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen Verfächerung),25 Literaturvermittlung (idealistische Poetologie),26 Lesebuch (Form),27 Kanon (Poetologie),28 _Rauschen_,29 Handlung (Ballade)
M_X_1787_TRA_0955,2.0411880609243327e-05,0.09470795882221127,0.19796851683441352,3.13771087327322e-05,0.01351484585910385,0.006984249589830204,7.518250472808941e-05,0.0005882359627492676,2.3204632799199024e-05,0.0578230464264185,6.200268155051483e-05,2.6905726766060538e-05,0.0011737906710831603,2.0459248168412803e-05,0.010631133133355909,0.28897901320312064,0.0017334932293968089,7.68572933638417e-05,2.4122320471121473e-05,0.008464494251351033,1.4240603903889814e-05,2.3884326741066095e-05,0.037359202429891006,0.1133971778000542,0.03956433601880079,0.11962398792103449,0.006892694558251256,8.51649518578576e-05,3.501783397764989e-05,7.49921752644042e-05
M_X_1788_TRA_0954,0.0025456272600094987,0.09315858419480944,0.1904055761441891,6.523203945085899e-06,0.013552816666408013,0.004455457362730745,1.5630210406610887e-05,6.774998313508871e-06,4.824171452804987e-06,0.024497116253630304,1.2890165895823907e-05,0.00012111105804729286,0.029816492245828007,4.253414471756547e-06,0.022310214390130992,0.4804458101800457,1.383556382385714e-05,1.5978393788610246e-05,5.014955883991166e-06,0.008228718871533473,2.960577545800244e-06,4.965477722952593e-06,0.00037374654093829535,9.364967083050878e-06,0.009380477603932501,0.11994031104121784,4.676061194642754e-05,0.00036425785210478635,7.280099473061875e-06,0.0002466255226907984
M_X_1793_MOR_0945,1.27566319166582e-05,0.15155947801707395,0.04663130363363292,1.9609473246241187e-05,0.00011205613366763852,0.022769569914907774,0.18860819711977989,2.036639499400657e-05,1.4501993473670884e-05,2.230187641018757e-05,3.874926575983988e-05,0.0014058478950396455,0.01115132000387036,1.2786234799836045e-05,0.04518970686030985,0.268109720156291,4.159123659700576e-05,4.803282070487726e-05,1.507551259566048e-05,0.007026270946812412,8.899823869760642e-06,1.4926775765825499e-05,0.0007762652643080929,2.8152127852043928e-05,7.083874540377436e-05,0.25394558150823504,0.00048782579182972684,5.3224784322843405e-05,2.188478499963587e-05,0.001783158271529905
M_X_1794_RAM_0947,5.308030115547305e-06,0.25870875335017746,0.05104746030004634,8.159495015698062e-06,0.06232355042424294,0.001671732902257745,1.9550917766894085e-05,8.474449892384969e-06,6.0342744539956e-06,0.014603176124372947,1.6123556041464728e-05,6.996729536535868e-06,1.6251650008685654e-05,5.320347864969065e-06,0.0036315489360647414,0.32382208131888457,1.7306099120996923e-05,0.0020429027618030096,6.27291556171524e-06,0.014916632811352738,3.703213625068806e-06,6.211026218414196e-06,0.03615752140712137,1.171409063392756e-05,0.04164375459664153,0.18614983917967104,0.0022259004645342703,2.2146814294315158e-05,9.106251447033707e-06,0.0008864655612316366
M_X_1796_NIE_0946,0.006015838535441546,0.06962977757663259,0.00024299747080295812,4.827678671819002e-05,0.17467934353581951,0.2013928909383882,0.00011567572323548615,5.014026103595291e-05,3.5702623784205534e-05,5.4905244896184905e-05,9.539726106272811e-05,4.1397123095283224e-05,0.0009510741235807117,3.147857785923474e-05,0.0001135897749282887,0.03853629387647569,0.00010239394160800857,0.00011825255128089227,3.711457707756606e-05,0.01644313791972843,2.1910578290125606e-05,3.674840017312221e-05,0.03183326052892423,0.0034889839529130555,0.1942410064409843,0.13275820424542428,0.12858391143857972,0.00013103470596121747,5.3878402776748926e-05,0.00011538288252148711
M_X_1810_GLE_0959,0.0006153161771507969,0.007471413389380884,0.28951094554148,0.0009458629983719747,0.00540502792940447,0.07654020811618473,0.002266376738308024,0.0009823731210501325,0.0006995036968678622,0.0010757310727204105,0.0018690709452555095,0.0008110731810600161,0.0018839198229955963,0.0006167440723059317,0.0022255077937402756,0.11852234264001522,0.002006153416751408,0.0023168632447017577,0.0007271673933647951,0.00391217893008151,0.00042928302992778587,0.0007199930719503724,0.003943155216527487,0.0013579179678265762,0.0704169111633631,0.3733151313103921,0.023530278470468048,0.0025672976247312672,0.0010556126673341136,0.002260639256287827
M_X_1829_ARN_0935,1.2025820544901308e-05,0.06823778207481505,0.2056777844857169,1.848607122789168e-05,0.025640046498623666,0.15797601374088452,0.007573671649986566,1.9199629882294252e-05,1.3671192537111503e-05,0.0052588519058394834,0.002982807436796692,0.001980037099692912,0.013458752996888316,1.2053727516195475e-05,4.3495617932113596e-05,0.04290958078891566,0.00036657275678838355,4.528108091822988e-05,1.4211855471119168e-05,0.025938234290568886,8.389964172220796e-06,1.4071639586887433e-05,7.706554577229939e-05,0.00035390355765289085,0.11300743974307165,0.32352996610621654,0.0007872430965161406,5.017560348133554e-05,2.063103323736206e-05,0.00397255298874581
M_X_1829_KLU_0940,8.222414146299992e-06,0.06859143460334896,0.22366853223850927,1.2639481273331543e-05,0.14354644996033727,0.09480704237682427,3.0285386352425105e-05,1.3127362724103901e-05,9.347404320081596e-06,0.004043292236860555,0.0009202911896670739,1.0838297196268951e-05,2.5174649356403497e-05,8.241494979469987e-06,2.973925836093586e-05,0.12401812468896888,2.6808045759379194e-05,3.0960032948409804e-05,9.71707178188731e-06,0.014377317523674068,5.736470109382006e-06,9.62120197693402e-06,0.008110526705374677,1.8145734376549402e-05,0.2357373242272096,0.08153800563330836,0.0003144329724237676,3.430656480559167e-05,1.4106056124011725e-05,3.0208716901695793e-05
M_X_1832_REI_0949,2.3517056484253173e-06,0.1498937839742028,0.1293977889494235,3.6150379894249765e-06,0.0709521713222745,0.021098256350380498,0.07919844745412552,3.7545777332433526e-06,2.6734658637381996e-06,0.01325575697696827,0.010954155064023755,3.0998784885151456e-06,7.200241198653539e-06,2.3571629876378803e-06,0.007498566323160808,0.13514604077310785,0.0026323894848869415,0.020302437788119583,0.003715800664732694,0.042394610983208396,1.6406968705568364e-06,0.0007709631137212698,0.022677305016615093,0.0035261585251860003,0.12145446834049241,0.13234280615621333,0.016670492861284233,0.0005859705786684402,4.034495377342502e-06,0.015500902037046627
M_X_1833_TIT_0953,1.4892475676138209e-05,0.025721010340703118,0.013088018411874158,2.289268870101824e-05,0.0293195948274392,0.05009506214735139,5.485303605132753e-05,2.3776341909089244e-05,1.6930063238724813e-05,0.01543122380956854,0.00045063674031981806,1.9630375519192846e-05,4.559644485485502e-05,1.4927034972083238e-05,5.386388643120389e-05,0.12408309708362124,4.855486020197706e-05,5.607495918021938e-05,1.7599606706768038e-05,9.4686328298274e-05,1.0389921992594862e-05,1.7425966859280487e-05,0.0013116350932471262,3.286564055521699e-05,0.27007888771173877,0.46956937204593907,0.00016410281539106224,6.213621362395588e-05,2.5548956057828388e-05,5.471417197688742e-05
M_X_1841_GNT_0939,6.961568294711422e-07,0.10067418573148823,0.223073221481074,1.0701311139091495e-06,0.129021986444869,0.030407599942989905,0.010918125513981521,1.111437961008344e-06,0.0010430759116513443,0.25801400903543403,0.01014070028671833,0.0025592523307573414,0.002257256090401512,6.977723224500828e-07,0.00261770447692178,0.02450460071669731,0.0011393073668601332,2.6212542927414723e-06,8.227031335397012e-07,0.01531653309825929,4.856825225107862e-07,3.871584103366516e-05,0.020490089422888907,0.0016123396506616478,0.07868687076398055,0.07270005440586579,0.01126434374709838,0.0029402518370341265,1.1942997680374574e-06,0.0005710764653895301
M_X_1842_HIE_0933,1.6891574469405645e-06,0.06513083946945575,0.15078762397838882,2.596570002244549e-06,0.08586299058627098,0.19526521304111094,0.02230742896269651,2.6967970853290393e-06,9.388400945450659e-05,2.953082041179177e-06,0.07031141139666369,2.226546862696156e-06,5.171710604436268e-06,0.0003695480436629301,0.00019003691635947778,0.04828445713492532,5.507264572991098e-06,0.021204002658420627,1.996209856471042e-06,0.019461071006648418,1.178461827877508e-06,0.0003698314813866807,0.031094569354024763,0.00023363709158337405,0.13938043043247136,0.09478185408337832,0.038275529627059164,0.01564088378094493,2.8978532733671706e-06,0.0009258432915198411
M_X_1843_WAC_0956,2.715962048545645e-06,0.0934107599180627,0.21442763888307514,4.174972318454584e-06,0.09635897179040763,0.002925509217999819,0.01627533375967657,0.09767025024332716,3.087559801056386e-06,0.008581013180122445,8.249946843359575e-06,0.2640933947275403,0.02832477658424212,7.665558346389718e-05,0.003632555854434451,0.04192580775121777,0.0025225878579339884,0.008438624812097076,3.209665399118278e-06,0.019609597559471652,1.8948249057375536e-06,3.1779984522555026e-06,0.0014221378649522355,5.993753784814546e-06,0.014136345874366713,0.08534030343026003,0.0007692608525770737,1.1331869980045542e-05,4.659399588223191e-06,9.97830164966635e-06
M_X_1844_DIE_0937,3.851183724173683e-06,0.040303814408146656,0.4419138432422913,5.9200331795202335e-06,0.05853235777053345,0.03245405726825133,0.0043124639253614835,6.148545276954082e-06,0.0027301159851250457,0.005982388987963685,0.01437424019168343,5.076401287669385e-06,0.02045482532872414,3.860120733772138e-06,0.0037880277699100496,0.007660996668070874,1.255625266113392e-05,1.4500944962064505e-05,4.551245902624769e-06,0.0032744040625779895,2.68682651182221e-06,4.506342760322947e-06,2.4679694368021776e-05,0.01405653273461122,0.060302127612401515,0.1427120316904358,0.1462887578861748,1.606838109353291e-05,0.00011144301445895877,0.0006431654808167494
M_X_1844_DIE_0938,4.812882041465949e-06,0.20719348933037546,0.032004950653246794,0.00013841356573939488,0.43226145985277814,0.009114671193001165,1.7727152816795945e-05,7.683929218656516e-06,5.4713802523175135e-06,0.004331916136739038,0.006303349657815419,6.344054800434327e-06,0.00027676607312401033,0.007472691107112328,0.015608217654262558,0.00511954520703157,1.5691737208368793e-05,0.02713827083194243,0.019395939064464535,0.0363218138833214,3.3577673758107437e-06,5.631644111837829e-06,0.0021270859683182905,0.012850112095573376,0.03605590954141429,0.11926150531282353,0.02691115235642481,2.0080896768197865e-05,8.256794535910967e-06,1.7682275361588922e-05
M_X_1846_SEI_0957,5.154372832897658e-05,0.16478996653123992,0.04810462028924198,7.923293297807803e-05,0.27686582852221353,0.044295634114879516,0.00159296154613285,8.229130835396121e-05,5.8595937918329405e-05,9.011170553663311e-05,0.0001565681004454129,6.794187647244464e-05,0.02541382766888286,5.16633400711858e-05,0.0029926500253734446,0.00010658084122686577,0.008586723110889047,0.00019407870960465927,6.091326697575109e-05,0.09012688188093282,3.596012699242757e-05,6.031228931961003e-05,0.0017334217153249201,0.036594661482365405,0.2416214882684686,0.05512471880851963,0.0005679694309046197,0.00021505706533105719,8.84264294783224e-05,0.00018936894559715622
M_X_1848_SCH_0951,4.411745992428094e-06,0.05169466625855156,0.1377837593952392,6.781728560715081e-06,0.10476209449530509,0.09962763352222742,0.005420550517613082,0.00048742580040792976,5.015360794892812e-06,0.0066129694717732305,0.028355956633354128,5.815301123198817e-06,1.3507487756363308e-05,4.42198383593392e-06,0.00842264685749805,0.08179420881505835,1.4383888519771363e-05,1.6611642135181414e-05,5.213706306823309e-06,0.015880665721375163,3.0779097921184014e-06,5.162267250084981e-06,0.00038855869178505795,9.736115147086117e-06,0.20490754913141346,0.23938500399300988,0.007854826157296567,1.840722774383125e-05,7.568621023799738e-06,0.006501369552109692
M_X_1849_SCH_0952,2.6245090267453448e-05,0.0024619924540278094,0.17023932345006454,4.034390886302492e-05,0.06238665094456479,0.16472766958755394,9.666780150714875e-05,0.017188414335968665,2.9835941827050758e-05,4.588317381444802e-05,0.03222943368700916,3.4594716734083136e-05,8.035486087837259e-05,2.630599430123409e-05,9.492461779258627e-05,0.027202914782917264,8.556849221290241e-05,9.882120323262814e-05,3.101588189470074e-05,0.00016686622743750123,1.8310215608031275e-05,3.070987545423769e-05,0.0001681874594546564,5.791929574552919e-05,0.2351958592956311,0.2866950362994971,0.000289199277322473,0.00010950298465495766,4.502506316335882e-05,9.642308059923237e-05
