,0 Oberstufe (Rhetorik),1 Kanon (Poetologie),2 Literaturvermittlung (Lesebuch Methode),3 Handlung (Ballade Drama),4 Unterstufe,5 Literaturvermittlung (patriotisch),6 Handlung (Hermann und Dorothea),7 _rauschen (Wackernagel),8 Schiller (Drama),9 Mittelalterlive Literatur,10 Literaturvermittlung (idealistische Poetologie),11 Literaturvermittlung (Sprache),12 Handlung (Religion Welt) ,13 Lyrik (Poetologie),14 _rauschen (Handlung Methode),15 Literaturvermittlung (Praxis Methode [Rhetorik]),16 Prosa (Unterstufe Fabel Volkslied),17 Oberstufe,18 Literaturvermittlung (Ästhetik),19 Literaturvermittlung (Methode),20 Deklamation,21 Lesebuch (Form),22 Prosa (Unterstufe Jugendliteratur),23 _rauschen (Nathan Religion Nation),24 Drama (Handlung Poetologie),25 Handlung (13),26 Lyrik (patriotisch),27 Handlung (Welt),28 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen),29 Mittelalterliche Literatur (Nibelungen
Z_R_1858_SAC_0577,4.9151139639252775e-05,0.00031974592682411205,0.3422207191934714,0.0002901503205123496,8.519315741602593e-05,0.10425650023462191,0.00024267488919361052,8.892177692559365e-05,0.0004687963100385167,7.101984039430087e-05,0.017135724869352713,0.016967123359849835,0.005010276392430574,0.0004712466953186129,0.00014071037168451455,0.0004411859240313811,0.00017831290557191918,0.06666489339116083,0.029222284290917885,0.09752017362301862,0.02838406734277326,0.28559377386774104,0.00010762195456105821,0.00010252180316020715,0.0004159926538723054,5.450114493110809e-05,0.002570315335825749,0.0006551384643733214,0.000155415043523026,0.00011584777686494214
Z_R_1859_DEU_0274,2.460043450120247e-05,0.00016003471715193027,0.04523190129100643,0.00014522194210867486,4.2639676401111394e-05,0.2689425899496373,0.00012146020947856787,4.4505872397750565e-05,0.0803421825215855,3.554584786291666e-05,0.0957523912912054,0.0014238320546676407,0.00015156847560922562,0.007304174732123188,7.042636870011298e-05,0.00022081615007597572,8.924665809249964e-05,0.22421062197996053,0.054679698781359504,0.01111175124569216,6.976668449179484e-05,0.17357071999752316,5.3865421300553804e-05,5.13127655248441e-05,0.00020820677017210695,2.7278143619024542e-05,0.00010840577955788671,0.001505952819872914,0.03424129892457126,5.7982493748729966e-05
Z_R_1859_H_0275,0.046006206439696176,0.000249783351713017,0.011759484184766137,0.020452499821639384,6.655231737821443e-05,0.09247674600795071,0.002028288375379417,6.946508967718633e-05,0.09597926509826805,5.548021814698608e-05,0.09428965759933197,0.0003836150414785368,0.000236569180272072,0.01691654629049231,0.00010992198902810856,0.0003446514547588996,0.00013929683373868688,0.04104588867690937,0.04305408686019228,0.0302142890194964,0.00010889234911273057,0.39410417404594994,8.407354174977391e-05,0.018467213298995894,0.00032497064279844864,4.257592516753991e-05,0.00016920053001577605,0.08325384755406469,0.0074762587634287095,9.049949840250735e-05
Z_R_1859_ON_0276,1.585765740674685e-05,0.0008625426251910081,0.03219441449462043,0.009206205339484545,2.748591209924857e-05,0.1786784492263245,7.829432404410129e-05,0.0007880717112476193,0.10646484457523937,2.291316755461879e-05,0.1323454407734974,0.0009178147209782109,9.770237837695434e-05,0.0001520385631599118,4.539745943076908e-05,0.008495551201038684,5.7529184236918796e-05,0.06555233306588724,0.1218166598209133,0.04741002315164925,4.497222116224831e-05,0.24629598087563817,3.4722126432869075e-05,0.012942584818250233,0.023675079737806345,1.758373235974287e-05,0.0008292621559130921,0.010083344484376986,0.0008095244679750641,3.7376027704358524e-05
Z_R_1860_BCH_0580,0.00011235567733426515,0.04377433253624597,0.3626165840636825,0.0006632610358414626,0.00019474492302672854,0.001583439689640946,0.0005547358972240581,0.00020326825684144792,0.00107163185498383,0.00016234582413020092,0.0015079415563488405,0.0011225316362775961,0.01145310163375845,0.0010772332448986074,0.0003216529511747895,0.017149798506341365,0.0004076094151634694,0.0017387905709716279,0.007615165970543611,0.09379326730249403,0.027220776431893603,0.39996504286034656,0.00024601540654997173,0.00023435685764641197,0.006331354090485681,0.00012458537277408883,0.0004951134008864777,0.017638877350981373,0.00035526668580068243,0.0002648189957112308
Z_R_1860_BRE_0582,4.024658463214525e-05,0.004116431483831345,0.12410986168743342,0.00023758471352347825,6.975898514641004e-05,0.054531779780411294,0.005980629612706308,7.281210256656121e-05,0.0003838659796228765,5.815340270783863e-05,0.035231671296861895,0.03894822768989618,0.0002479677129635156,0.00038587243642694205,0.00011521832299690543,0.025416241564694787,0.05218328274987795,0.052660121093244965,0.0008004989327370529,0.0008331906304640507,0.00011413907229020477,0.5229496297943845,8.812442873774977e-05,0.04055738376301642,0.03117753183705678,4.462734655020915e-05,0.00017735306184843633,0.0005364491209297909,0.007836484807356438,9.48600050835292e-05
Z_R_1860_HAN_0277,1.2277501145016689e-05,7.986958209942207e-05,0.040212331368956425,0.008891550862459494,0.006488601390411211,0.073665311287459,6.061794806405523e-05,2.2211839359855215e-05,0.00423266885435231,1.7740100802537303e-05,0.00016477809242884596,0.0024744160550344294,7.564427907766188e-05,0.04774071262063518,0.004150716014329282,0.02891917920593371,0.12997889770041862,0.007833201236232778,0.046691320791155844,0.1484146136362411,0.003562448515397483,0.34531792137375084,2.6882971179311068e-05,2.560900042047844e-05,0.0042194789882820626,1.3613883100322201e-05,0.014164621171160808,0.07012830119501053,0.012385524829413463,2.8937705687928338e-05
Z_R_1860_HLS_0585,8.563272092151508e-05,0.012859270638130419,0.588026649168251,0.0005055093656847693,0.00014842630154608067,0.04221415988609732,0.00042279611853353907,0.00015492242424493952,0.009018218137442498,0.00012373308568249032,0.0011492889502735864,0.029560676521009938,0.0005276012897946928,0.009022487278715331,0.012547349046061088,0.0007686485274678845,0.008512128462012993,0.009526698149240856,0.00170322282826186,0.030477911632213108,0.0002428538822114397,0.19821729617104994,0.0001875024845323237,0.00017861683417361325,0.0007247559892995618,9.495367489020397e-05,0.0003773543864319161,0.04214873309978648,0.000270769165205357,0.00020183378083325266
Z_R_1860_SAC_0584,0.00010448522515187204,0.0006797141511024228,0.5273496876981164,0.0006167999722718449,0.00018110315039172653,0.001472520627456433,0.0005158769587480814,0.00018902942945305104,0.000996564644568756,0.0001509735902018111,0.04143056203794633,0.006047430292466141,0.05568260059742931,0.006005305027997572,0.0002991213423445986,0.17606146850701831,0.0003790566042397,0.05165230294403889,0.04710997880717393,0.012170131016027059,0.0002963194709779816,0.06673230249715469,0.00022878216529930416,0.00021794029120772183,0.0008843149196618177,0.00011585823728518148,0.00046043098483957047,0.0013926897821313433,0.0003303804537122678,0.00024626857358584186
Z_R_1861_HW_0587,4.136264348789771e-05,0.0002690789445575963,0.4147604851663514,0.0002441730619744796,7.169343831436337e-05,0.040197961219116604,0.008127227271326944,7.483122027848904e-05,0.012279020800368377,5.976602700074284e-05,0.061958435682989116,0.042009034097488476,0.0775041590928932,0.0003965728810435791,0.029829688427960965,0.016217288898557346,0.006092312426854442,0.002620870408304425,0.15334057572866902,0.040471328830135336,0.00011730420850191476,0.08980141944750306,9.05681652684351e-05,8.62761845396865e-05,0.0003500744023840132,4.586488622671412e-05,0.0001822711550749773,0.0025320768051862183,0.00013078795497073763,9.749052267148963e-05
Z_R_1861_HW_0588,0.00017422407515683296,0.001133390574358251,0.29530986629218536,0.0010284842145827258,0.0003019807713399186,0.0024553571482959077,0.000860199955562749,0.017001492077620098,0.001661723495179535,0.0002517411824282791,0.002338286139861224,0.15191730268813156,0.0010734313446641587,0.001670409277693146,0.0004987704161416969,0.034936443302494874,0.0006320586112511062,0.1028140193472827,0.0034652924588476066,0.0036068120648924816,0.0004940984307308629,0.2864789903878456,0.00038148322984146623,0.00036340492753769867,0.0014745524910486237,0.00019318802453621348,0.0007677464674132129,0.0023222430627825195,0.08398236656774635,0.0004106409725472753
Z_R_1862_LAA_0590,0.07179575852263735,0.04351967708188951,0.12334376371758862,0.00044206211229051815,0.00012979708950010998,0.06201810192814129,0.0003697303312550671,0.00013547787390667758,0.0007142404209090189,0.00010820315691467187,0.24485601050142408,0.0007481650201511579,0.03273577440817932,0.0007179737357333215,0.0002143810284896545,0.0006721742755471308,0.00027167083443710086,0.02984724980715671,0.1270009776939497,0.019480494973987045,0.00021237292013950184,0.22712939553249617,0.00016396876101355403,0.00015619836221723182,0.0006337907569545581,8.303589397369576e-05,0.00032999206042842917,0.011756275371001915,0.0002367845132833051,0.0001765013144036738
Z_R_1862_SAC_0589,3.839653728055331e-05,0.003927208143906267,0.43834076007918304,0.00022666346457651113,6.655231737821443e-05,0.37012231781854105,0.005705713167572666,6.946508967718633e-05,0.0022049328973401923,5.548021814698608e-05,0.0005153253984041101,0.01325460181415491,0.013107555952948444,0.00036813472562268644,0.00010992198902810856,0.0058607886430487735,0.00013929683373868688,0.000594215962783625,0.03386052487970915,0.055956262564849146,0.001947604745209355,0.04107139399539801,0.0019227859378463984,0.00559622652631952,0.00032497064279844864,0.0037200007173607895,0.00016920053001577605,0.0005117897297165723,0.00012140917904220955,9.049949840250735e-05
Z_R_1863_BAU_0203,8.705095950297274e-06,0.0429937122397965,0.06728011521969189,5.138815495648005e-05,1.5088451967917787e-05,0.12768333447889227,4.297984157972729e-05,1.5748823036242233e-05,0.00633600109093268,1.2578233781449425e-05,0.02971423867852655,0.049693892028124693,5.363393574020442e-05,8.346190401926955e-05,0.00044178591341752596,0.08761976228053373,3.1580772359960106e-05,0.11268823514662654,0.04894633387751689,0.1377456239324053,0.008778850039986907,0.00014050051379629297,0.0004359256658623886,1.8157506419126058e-05,0.0009074056870821152,9.65262859637666e-06,3.836040833230207e-05,0.005952139035246249,0.2722402907621159,2.0517652706318434e-05
Z_R_1863_DNT_0592,1.4906781287474914e-05,0.07076790587437662,0.003137717623783867,0.0015156937029355833,2.5837768444659132e-05,0.0523209719053632,0.017205946665807232,2.6968601136256577e-05,0.013705286815694055,2.1539220363951538e-05,0.011621630783325725,0.00014893180288948598,9.184382966375097e-05,0.06724461473326429,0.0007565230785282148,0.00013380487461568658,0.001481775142826711,0.02949845357734442,0.11379829347003369,0.5057128424212906,4.227554219908671e-05,0.09161311388347253,3.264007610295661e-05,3.109327897834265e-05,0.010120033299002365,1.65293552370895e-05,6.568913431543849e-05,0.008764866935193252,4.7134981601341435e-05,3.513484092211666e-05
Z_R_1863_FUN_0189,1.841701593560681e-05,0.10948086477805237,0.0003488083971749574,0.00010871982045213478,3.192202152892872e-05,0.11844004821750272,9.093069528506029e-05,3.331914162481115e-05,0.00017565877771912207,2.661125544363829e-05,0.00024717739532304666,0.0010659461172996744,0.01687040704030608,0.00017657694126696925,0.0009346684119270776,0.00016531311894470017,0.00183070214100178,0.034680833316359204,0.008303807826960274,0.11238815915388828,5.223054657823351e-05,0.507415048570753,4.0326130110506096e-05,3.841509467342606e-05,0.00015587315760514254,2.0421672052206633e-05,0.0009631015444783904,0.011710753441676278,0.03180821811763868,0.04237672014043771
Z_R_1863_HLS_0591,1.951873979890374e-05,0.004800490185443944,0.32003801351127426,0.014135764732834734,3.3831628004052856e-05,0.009622106991102662,9.637025820079012e-05,3.53123251872825e-05,0.01701081628116816,2.8203166709668294e-05,0.0002619637882895903,0.0712324179873218,0.00012025908066739044,0.04224876350611091,0.006598797662969059,0.05625736705758888,0.019699568699093437,0.0003020675191927491,0.03497222659517246,0.059290352765263066,0.005663571503494238,0.2564235853975585,4.27384785611183e-05,4.071312311953815e-05,0.008577522353968347,2.1643316400401016e-05,0.07112342115180584,0.0002601664439972409,6.171791371727717e-05,0.0009807078359836945
Z_R_1863_HOL_0281,0.05522822343908826,0.00017854413608318377,0.20423696262541888,0.00016201813366221042,4.757132903028427e-05,0.05558757258407741,0.00013550814820540244,4.96533669650001e-05,0.029176466049054026,3.965703699156499e-05,0.00036835252401246993,0.027874595364408433,0.01594074948473131,0.0002631412225745113,7.857179605035332e-05,0.04493269936659385,0.02244274076284474,0.05168260823462751,0.07414692794008629,0.016339835450590055,7.783581357631263e-05,0.22518899797203537,6.009542980435795e-05,5.7247536995204816e-05,0.0028608961738366767,3.043310022404726e-05,0.00012094385894538067,0.020080388723860632,0.1525460737178283,6.468867779787699e-05
Z_R_1863_SOR_0282,5.69218834499853e-05,0.00037029742369909226,0.006529758022986217,0.0003360227829588313,9.866210657094342e-05,0.014431425994489846,0.00028104153556360545,0.00010298021692831665,0.0659631697303932,8.22480029401493e-05,0.0034898007598017527,0.014197919730123203,0.005802395853999403,0.0005457503053641222,0.0001629565343960723,0.0005109369575518988,0.00020650398959390888,0.1235438922267008,0.047471517150913516,0.11293801115770398,0.0001614301195834459,0.5787976596534051,0.00012463687310500989,0.00011873039309768412,0.0004817606577093281,6.311771898736903e-05,0.0002508354536988851,0.003484559221496378,0.019260894353469386,0.00013416318931860254
Z_R_1864_BUD_0283,7.796007788359553e-05,0.09757320833165102,0.06867609500592924,0.004193525623950627,0.00013512738943694138,0.43416261381437704,0.004118223436649758,0.00014104146324067572,0.004476881317415148,0.000112646671655168,0.0645125766780633,0.0007788894684035033,0.00048032851462910135,0.0007474583364509877,0.011423113715610214,0.0006997780570516884,0.00028282737914250264,0.0012064922000596496,0.04635033034792849,0.005347250445498108,0.0002210943126388562,0.14312404319688388,0.00017070236867639863,0.00016261286753061152,0.004393127874921846,8.644587968375557e-05,0.00034354364826164497,0.0010391345161464862,0.10477917747124124,0.0001837495889885655
Z_R_1864_ECK_0191,4.926710074333458e-05,0.21501461621844303,0.13069327239909967,0.00029083486519968036,8.539415158760944e-05,0.0006943261307432281,0.007321075423687851,8.913156793969606e-05,0.00046990232992128107,7.118739579920666e-05,0.0077390487771616,0.01936642948591822,0.000303545018970635,0.016987290490392555,0.00014104234628726142,0.031112814792354247,0.00017873359493037386,0.04087013828346512,0.03636905572233838,0.019894142656102166,0.00013972120180306914,0.354686572379309,0.00010787586445543583,0.00010276368038979269,0.00041697409535640937,5.462972817427029e-05,0.00021710341995695502,0.010093788113431864,0.10632320167229366,0.00011612109374445459
Z_R_1864_GOR_0287,3.956037985385861e-05,0.0002573545682709678,0.046215952840674424,0.004022425597711991,6.856959356515124e-05,0.14453541320131422,0.00019532224212814262,7.157065529457668e-05,0.0022717669130863363,5.7161886454311035e-05,0.05168098353407818,0.007973026261405025,0.0002437398603133688,0.00037929330649317405,0.00011325384912889176,0.00035509823106763636,0.09107692003628085,0.08017895316014768,0.057620226014282246,0.04628568519844882,0.00011219299966042476,0.3075387339677472,8.662190611039308e-05,8.251693665880532e-05,0.0003348208713854618,0.022777216689125006,0.11194663453360855,0.0024217485098992826,0.0001250892288948022,0.020932147026910125
Z_R_1864_G_0187,2.157576647154817e-05,0.17061976314096133,0.2514783025929895,0.00012736664099686132,0.005203439626095923,0.07676149952734132,0.0001065264564805474,3.903379468437645e-05,0.00020578647376950828,3.117542141322675e-05,0.033352243917841654,0.00021556080667998464,0.00013293285669541117,0.005372904689173509,6.176731896497658e-05,0.13761039890504373,7.82736196499194e-05,0.05819357843248967,0.07585336057224186,0.04694104782283296,6.118874412627018e-05,0.060274327400678535,4.724257007799995e-05,0.04447296991490604,0.00018260737024011105,2.3924246397869813e-05,9.507709239008632e-05,0.02921742309616256,0.0031678477411994626,5.0853441003224955e-05
Z_R_1864_HW_0284,0.00011675294234739614,0.01753252340094674,0.018984241381150863,0.000689219088132864,0.00020236665658597398,0.17496644504503944,0.0005764466003257273,0.00021122356818214537,0.012295574529765128,0.022532703975068343,0.0015669578767066622,0.0011664641656116592,0.0063103406557211365,0.0011193929307387958,0.0003342414852135575,0.03459399361904496,0.00042356202799841055,0.012988843841582371,0.0023221996747608145,0.11423705844646588,0.00033111064326288016,0.5665755076801665,0.0002556437134195479,0.0002435288837973469,0.0009881432392201588,0.00012946127147226978,0.0005144906578876818,0.007147208019757808,0.00036917076083157465,0.00027518321879529517
Z_R_1864_H_0593,0.004443396329550118,0.00019981630916650255,0.34771261892119987,0.0001813213595060046,5.323909033085283e-05,0.0372052176101231,0.00015165291132146667,5.5569187217741e-05,0.03412351318212398,4.4381870712584635e-05,0.0004122389199387969,0.013544918186047371,0.011956394038420876,0.0002944924937770178,8.793302673379419e-05,0.0017466004169355437,0.00011143168271768313,0.009300709483795912,0.03444148167577539,0.08006413203229937,0.0015580029222684957,0.40499148158685333,0.004479936036396985,6.406814472991266e-05,0.00025996301989756644,3.405897217722251e-05,0.003077140527417148,0.00040941053180670444,0.00892248369001027,7.239584074836656e-05
Z_R_1864_KMM_0164,5.264189433715872e-06,0.1555729283549924,0.05480293299601514,3.1075703689494454e-05,9.124364610585347e-06,0.20880357195443197,0.0015385227485081436,9.523707526511105e-06,0.012906729041682,7.606372835540419e-06,0.0005748286906780873,0.017194620504234714,0.0005366110376811209,0.007108953060512863,1.5070373897176139e-05,0.07718637181386653,0.02195080823841235,0.06108691513275434,0.1311907900654504,0.017755183907595732,1.4929209616567687e-05,0.07193022289184882,1.1526535502418419e-05,1.098029866413217e-05,4.4553679713036776e-05,5.837186144156681e-06,0.0007794633803858373,0.02048934548655308,0.1384133015345582,1.2407538204971185e-05
Z_R_1864_ON_0285,2.8035239908095246e-05,0.03374578560005995,0.015298871139238656,0.004193107125027578,4.8593188768689164e-05,0.07826220587207192,0.00013841894182205236,0.0013932561993810057,0.028460657212513795,4.0508893146778066e-05,0.0030613374484589765,0.028473357839786904,0.008227948533347055,0.0002687936486543535,8.02595638002706e-05,0.0002516473334102837,0.25115598623115193,0.012516693155981144,0.02606580573269885,0.16705488451405193,7.950777199582596e-05,0.2582194494907534,6.138631449122717e-05,5.8477247292787704e-05,0.00023727738434779877,3.1086820867714744e-05,0.00012354180318160178,0.0017162196299153167,0.016199081929588532,0.06450781819428549
Z_R_1864_ON_0286,5.9013068947643234e-05,0.054077627721842415,0.08024527262438924,0.003174353124036329,0.00010228673657129861,0.01778759061990711,0.04833312156962838,0.00010676348485857379,0.12773220988945883,8.526961467425316e-05,0.16752517314791177,0.006241563450175402,0.00601556318659857,0.025999670368776418,0.00016894320104910188,0.0005297076638443005,0.00021409049450333837,0.02634714304681669,0.08312734404853006,0.06904535148538396,0.0001673607090948542,0.21855336385221083,0.0001292157592154746,0.00012309228805141068,0.0004994594905603017,6.543652593105721e-05,0.00026005059963716816,0.014916516701760465,0.04257638227621402,0.005791063249420779
Z_R_1864_ON_0288,7.154930123125548e-05,0.00046545406278911583,0.06988138217094987,0.00042237174635324554,0.00012401565716561833,0.01813992059106033,0.0003532617732897627,0.00012944340761911427,0.06920870347404051,0.00010338356325128677,0.0009602733677030442,0.06581480316071954,0.00044083036492695266,0.0006859936922125392,0.00020483205158435482,0.12056321864757119,0.0002595700504164264,0.0011072804978994556,0.018554674784438587,0.04602330393270335,0.00020291338855683185,0.48083874555058953,0.00015666525135535407,0.0001492409622832635,0.0006055603984028286,7.933730254771052e-05,0.0003152935276983495,0.0009536848927546356,0.10301565284913522,0.00016863957875071206
Z_R_1864_ON_0289,0.00017718056221861572,0.001152623591184544,0.05426406042903875,0.0010459370279836547,0.00030710521951144695,0.002497023213301321,0.0008747970773260763,0.00032054618763249765,0.0016899220320886058,0.0002560130923127031,0.12116412881724481,0.07813272253414241,0.001091646886226683,0.0016987552075707249,0.0005072342767235109,0.0015903918126120577,0.0006427842994475861,0.019711457442962634,0.13927971170763218,0.012152743634655313,0.0005024830102810081,0.3422487375089364,0.00038795679115782346,0.11067100900725202,0.0014995748386075385,0.00019646631942466986,0.0007807747041571493,0.053270005930385,0.05146859751320652,0.00041760932477575484
Z_R_1864_ON_0290,2.3466976290123226e-05,0.0518462530829334,0.11956446810188363,0.00013853088131851254,4.0675065112142524e-05,0.22283792242942568,0.006858506388431864,4.245527664473614e-05,0.06090760637407972,3.390808276051462e-05,0.09808326878795764,0.03619521524667678,0.00014458500004453005,0.00022499447839881121,6.718149325387909e-05,0.00021064210707562596,0.016941740704243743,0.07453223618667044,0.14768111447374982,0.047684313717091066,6.655220381288104e-05,0.11163235771619805,5.138358692224755e-05,4.894854405491537e-05,0.00019861370086098043,2.6021310701440467e-05,0.0034747322255122733,0.00031279272307896785,7.420216841870904e-05,5.531096639683964e-05
Z_R_1864_SIE_0120,2.7811214526264634e-05,0.038803361084141064,0.0018585377207221009,0.11469968490789999,4.8204887912197144e-05,0.0003919462010539288,0.1266590960582991,5.031465459977542e-05,0.02690142414081831,4.018519267963414e-05,0.00037325827329508004,0.0002778583947845974,0.00017135076985656648,0.013584728201323797,7.961822170778783e-05,0.0029132529459012613,0.00010089488272418017,0.02173933185474486,0.0005531611626148909,0.01788925897043917,7.88724373584818e-05,0.047062162397473364,6.089578569289502e-05,0.029357791337369307,0.12542535629366694,0.13587527932174326,0.12531252955640867,0.16951034434959203,8.793857370859002e-05,6.555020694186946e-05
Z_R_1864_SIE_0121,3.723271301424025e-05,0.030552869119197277,0.00962006667914769,0.00021979314607791208,6.453507292259622e-05,0.0005247243124560759,0.010881708700336189,6.735955717988825e-05,0.01105299901080474,0.04284531415033704,0.020112483518516626,0.00037198741758804786,0.09829328847021071,0.249974150502204,0.02506830759952974,0.007466124105116548,0.12672664156175895,0.014840043411313715,0.01500439197296111,0.032864433703778485,0.0001055917504835564,0.039826493065038396,8.152521747437559e-05,0.016124480117853,0.03597471688085765,4.1285420909078874e-05,0.04652154715602463,0.15739850081833082,0.00011772918707600602,0.007219675661500829
Z_T_1853_BEC_0560,8.774594535645817e-06,5.7081908637276786e-05,0.4775054209123438,5.179842086205288e-05,1.520891314064431e-05,0.10559210131365765,0.0004635159666945283,1.5874556391528917e-05,0.061011674101938106,1.267865420863198e-05,0.05306208161971211,0.18119084387803905,5.406213121121374e-05,8.412823604972087e-05,2.5119996556612972e-05,0.013945130322349862,3.183290272311327e-05,0.05308011013905646,0.052278456015930556,0.0006018459166992484,2.4884697401661978e-05,0.0005618152114621592,1.921296273775149e-05,1.8302469899918393e-05,7.426413495856481e-05,9.729691966633958e-06,3.866666504994301e-05,0.00011695709258775043,2.7745114389275073e-05,2.068145880861799e-05
Z_T_1853_DEI_0897,3.855768219688465e-06,2.5083165763234116e-05,0.2679899053924596,2.2761473955132642e-05,6.683162818005072e-06,0.05378542990306592,0.0003883230034839546,0.00019161858407732108,0.5807387641152143,5.571306089126835e-06,0.024978543227958082,0.03807496434740686,2.3756202815528e-05,0.003360540562007131,1.1038331629820798e-05,0.0013271102419449897,0.00407613241906231,0.013907890098898049,0.00026133361155858994,0.004141966947485743,0.0018573641513075086,0.0002468751380925104,0.00019308556024834296,8.042546182074501e-06,3.263344993009572e-05,4.275461039242677e-06,0.0027866348877983067,0.001528537136625126,1.2191871644803499e-05,9.087931218601448e-06
Z_T_1853_EIC_0261,1.6910674852938803e-05,0.0001100100515218964,0.39550714761445266,0.0009096367043139971,2.93110962498844e-05,0.069072102142073,8.349340780795958e-05,3.059394488044329e-05,0.005020146459649207,2.443470157213814e-05,0.05205474661095235,0.06252425752705308,0.00010419024139016383,0.00016213458525162554,4.8412048254781156e-05,0.07627385277649373,6.134937237144694e-05,0.07071510234700472,0.017342343247270672,0.030313026043588823,4.7958572315080124e-05,0.018088740256400285,3.7027826698983896e-05,3.527309623548769e-05,0.00014312417906232327,1.8751368692717338e-05,7.451961428539705e-05,0.005084258331855634,0.1960272871988869,3.985795856164253e-05
Z_T_1853_KAP_0553,3.7899875485591792e-06,0.00020614809146933758,0.1532517480470409,0.004559694474371775,6.569145867196194e-06,0.23236426418386671,0.0060079765207164786,6.8566554065129786e-06,0.17535824409336828,0.00018696911052424448,0.2822722519818583,0.07172754212988934,2.3350914199705783e-05,0.02181547961724808,1.0850014069898617e-05,3.401933649862224e-05,1.3749501981542586e-05,0.019296895364927964,0.015865260510479644,7.846087174594142e-05,1.074838192452392e-05,6.117051447731982e-05,8.298604482657186e-06,7.905337704981998e-06,3.2076712565358826e-05,4.202520270886218e-06,1.67011909767756e-05,0.015114423747367562,1.1983874313682265e-05,0.0016423685628371384
Z_T_1853_LWF_0895,6.699788939884904e-06,4.358454839160269e-05,0.41721347169084316,0.0010020578683152433,1.1612674253313436e-05,0.00041525662090926337,3.30789998063179e-05,1.2120922158338426e-05,0.1781277882224907,9.680710247583625e-06,0.005864963793718911,0.10850944789418174,0.000362114647237834,0.003593429758520609,1.9180222449738022e-05,6.0138027235034126e-05,0.0003451416533790598,0.08608768730061486,0.024195945245644796,0.14836485427380897,1.9000561193653682e-05,0.021283299693532515,1.4669942266834799e-05,1.397474093075282e-05,0.004227569746910153,7.429047845085802e-06,2.9523699789368727e-05,8.930188536658491e-05,2.1184615399146223e-05,1.5791203619013244e-05
Z_T_1853_LWF_0896,6.642250001180493e-06,0.0003612906753021178,0.4009071531621232,0.011808186932205122,0.001601915135119565,0.020450757951295407,3.279491167170098e-05,1.2016825595988872e-05,0.15624084810373226,9.597570644448537e-06,0.023945179471419862,0.12220925028052834,4.092430592008828e-05,6.368394274293873e-05,1.9015499403418982e-05,0.0016500237440313043,0.000660257956052507,0.022050344186979622,0.02812319201057645,0.184942243592053,0.0016092395736173304,0.00010720611734295902,1.4543954281771023e-05,1.3854723454226396e-05,0.008644388790483145,7.365245905588007e-06,2.92701451822385e-05,0.014402154678003763,2.100267828174369e-05,1.5655586048779917e-05
Z_T_1854_KEL_0735,6.98734428217626e-05,0.0004545519981716488,0.09501308046547437,0.013796723768564011,0.00012111090927300025,0.011022917096494412,0.00034498752457828266,0.013510656522969835,0.08431797379165219,0.00010096206910813612,0.10466568013932405,0.030812648137790156,0.027198995035801084,0.13451237599725607,0.0671212593591602,0.0006271915496330466,0.0002534902894074841,0.0010813452993421056,0.29249710162050624,0.058329571370297296,0.00019816066417294772,0.05466473947286475,0.0001529957706694338,0.00014574537647908014,0.0005913767031234131,7.74790302323552e-05,0.0003079085875136209,0.0009313472763135824,0.006913061100770833,0.0001646896302346634
Z_T_1856_GIE_1050,0.0023010427543109988,2.0810328223227215e-05,0.21621109356105703,0.00813793223651882,5.544707279964229e-06,0.09686090206402279,1.579424058912984e-05,5.78738056929847e-06,0.022089811633964018,4.622251809886573e-06,0.04063817410509473,0.07279701410799998,0.0018579844523538122,3.067059681134289e-05,9.157986931223127e-06,0.06590023650291131,1.1605308402975195e-05,0.026091735996719823,0.04755239862304086,0.05490809725512983,9.07220401397182e-06,0.025634292173583227,7.004462013593898e-06,0.00276408508874841,0.0029376765971555674,3.5471498443260436e-06,1.4096690355960225e-05,0.010153151737066225,0.3030191179724486,7.539831029080787e-06
Z_T_1856_LWF_0852,1.1845699657814984e-05,7.70605573699308e-05,0.39844114659813995,6.992785065889267e-05,2.053202760013437e-05,0.0001669426186088249,5.84860060820503e-05,2.1430645763879558e-05,0.22815166024386183,0.0017188973558386993,0.02795474204651788,0.1510096132715044,7.298385886525629e-05,0.0006808334825505316,3.39119868623175e-05,0.023364004361033766,4.29744079185178e-05,0.05747662094186295,0.02122424382309404,0.07512360317727568,3.35943330826512e-05,0.0018929711302405766,2.5937493203091234e-05,2.470832817971062e-05,0.00010025655709706814,1.3135080866881132e-05,0.00742658508483102,0.004695975173979912,3.745589504927292e-05,2.7919962402494034e-05
Z_T_1857_EIS_0863,9.740518348800258e-06,6.336559213160406e-05,0.1890961713429652,0.012651613231672194,1.688313880600887e-05,0.28513738099030816,0.021971177199153542,1.7622057313599984e-05,0.07612402870674416,1.4074344228167115e-05,0.13959886630414578,0.015490120775006338,6.001339194635697e-05,9.338922995992237e-05,2.7885252861257044e-05,0.001953226422487483,3.5337128320908475e-05,0.00015074201734267698,0.0981479477736612,0.02772211821091288,2.7624051534295825e-05,0.002023006743373652,2.1327961687760206e-05,2.0317240091755225e-05,8.243927013186353e-05,1.0800754695179455e-05,0.012170587287435168,0.09435245321514182,0.022886781735033772,2.295811255858485e-05
