,0 Oberstufe (Rhetorik),1 Kanon (Poetologie),2 Literaturvermittlung (Lesebuch Methode),3 Handlung (Ballade Drama),4 Unterstufe,5 Literaturvermittlung (patriotisch),6 Handlung (Hermann und Dorothea),7 _rauschen (Wackernagel),8 Schiller (Drama),9 Mittelalterlive Literatur,10 Literaturvermittlung (idealistische Poetologie),11 Literaturvermittlung (Sprache),12 Handlung (Religion Welt) ,13 Lyrik (Poetologie),14 _rauschen (Handlung Methode),15 Literaturvermittlung (Praxis Methode [Rhetorik]),16 Prosa (Unterstufe Fabel Volkslied),17 Oberstufe,18 Literaturvermittlung (Ästhetik),19 Literaturvermittlung (Methode),20 Deklamation,21 Lesebuch (Form),22 Prosa (Unterstufe Jugendliteratur),23 _rauschen (Nathan Religion Nation),24 Drama (Handlung Poetologie),25 Handlung (13),26 Lyrik (patriotisch),27 Handlung (Welt),28 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen),29 Mittelalterliche Literatur (Nibelungen
V_X_1886_BET_0977,5.854534009994004e-06,3.808585959325025e-05,0.22748180815376284,0.0003149193671132332,1.0147602704059686e-05,0.018305825688513095,2.8905706003628245e-05,1.059172932837214e-05,0.012671982330439265,8.459378033235395e-06,0.0006392919863295381,0.02865508192932658,3.6071021235571414e-05,5.613155310516508e-05,1.6760418224931546e-05,0.0006132683790341802,2.1239364493960707e-05,0.04803194548842036,0.00011644586166772021,0.016382007493886866,1.6603423289201216e-05,0.002337362161658821,1.2819161423808716e-05,0.0005729291187818792,4.955008485821756e-05,6.4917885714284415e-06,2.579894770844548e-05,0.0017601877854254496,0.6417596347202126,1.3798962844319335e-05
V_X_1886_ON_0978,4.056501362145015e-06,2.6389007400888195e-05,0.3598380521429932,0.000606713009057677,7.031091479058076e-06,0.04201636112896681,2.0028244020330047e-05,7.3388188324926814e-06,0.03830702787255726,5.861350955710673e-06,0.021616805671426664,0.06084250595536938,2.4992962125811798e-05,3.88925440080671e-05,1.1612992467631866e-05,0.0019789667993777116,0.0002089718944324223,0.12963120973243888,0.017757935620304408,0.0010552558824465624,1.150421349913449e-05,0.00395058246790485,8.882166486430598e-06,8.461244992920083e-06,3.433236298203116e-05,4.4980435911386705e-06,1.7875627051199634e-05,0.0006368359098409663,0.32131145768835245,9.56105327573751e-06
V_X_1886_ON_0982,0.000445642576629185,0.002899066018456828,0.43525399512171364,0.002630729162984533,0.0007724276275322338,0.2410280551201858,0.0022002798652724516,0.0008062342008428271,0.004250473072509919,0.0006439212782735563,0.005981032525648614,0.004452359708092492,0.002745698089314295,0.004272690177097342,0.0012757900031652384,0.004000135773064682,0.001616723910544807,0.0068966618212003145,0.008863768447296394,0.03056644543084481,0.0012638396707293576,0.007192684761133065,0.0009757846000005419,0.0009295426485797637,0.025112402126699553,0.0004941498983462612,0.0019637958395129426,0.005939996416259148,0.19347530778578725,0.0010503663222820963
V_X_1886_ON_0983,2.9049230683469345e-05,0.0071444441714686845,0.6070670237015486,0.00017148419457429183,5.0350728398062384e-05,0.0004093936853844502,0.00014342533843591108,5.255441134538141e-05,0.021143472553560017,4.1974036448783026e-05,0.0017809675500267358,0.0837558483886583,0.0001789784490228811,0.000278515494485106,8.316242668269323e-05,0.014171685878505823,0.0001053862182202926,0.0533111192476337,0.007533253557960018,0.0033835687564317896,8.238344374461793e-05,0.006033230209941919,6.36065614672605e-05,6.059227785855201e-05,0.00024585933619562615,3.2211182553182884e-05,0.00012801011696132638,0.00038719892398986905,0.19206278175354408,6.846817426852136e-05
V_X_1886_RAU_0976,2.2337379090801732e-05,0.00014531272382758777,0.4742913883364283,0.001201542816940755,3.8717146074561466e-05,0.0035238435080257305,0.00011028678145657726,4.041166604056565e-05,0.00021305062243839694,3.227589654073481e-05,0.006717874371794242,0.04835877916320228,0.0001376253129891961,0.00342320484407307,6.394767115052794e-05,0.00020050272093272736,8.103663511723292e-05,0.16079771872903995,0.0025836477502559413,0.00046243166066604863,6.334867294012245e-05,0.00036052597892537186,4.8910206663927166e-05,4.659237606839175e-05,0.0012587335133633357,2.4768759059182545e-05,9.843326114829546e-05,0.00029773625480670666,0.29530236670160437,5.2648539335031444e-05
Z_A_1864_CS_0527,0.0002789556320445865,0.0018147072024281199,0.36596209161352833,0.0016467383389381837,0.00048351088595883384,0.0039313493533055825,0.0013772931328390001,0.0005046725399831199,0.016019112491817155,0.00040307070416483706,0.03046085304196193,0.0027870111196629612,0.0017187045988776878,0.0026745446943114834,0.02751554671214377,0.08265478506086062,0.014370483746152636,0.017675527954818186,0.00554838846013103,0.005774979940759709,0.000791116497032302,0.04457777702729789,0.0006108047662129482,0.0005818590292882383,0.015719427125654314,0.0003093194062843097,0.0012292629527489952,0.003718216215276306,0.3482023996127958,0.0006574901427211638
Z_B_1860_KNI_0533,0.00017718056221861572,0.001152623591184544,0.5718323431316565,0.0010459370279836547,0.008791831165456,0.01946647510519043,0.00935952302327063,0.00032054618763249765,0.0016899220320886058,0.0002560130923127031,0.00237796557402107,0.001770189020641428,0.001091646886226683,0.018668207099459832,0.0005072342767235109,0.0015903918126120577,0.0006427842994475861,0.0027420055510735245,0.003524096572519347,0.00366801768871076,0.0005024830102810081,0.0537680553468216,0.00038795679115782346,0.0003695717099728251,0.0014995748386075385,0.00019646631942466986,0.0007807747041571493,0.002361650254717681,0.289040923999654,0.00041760932477575484
Z_E_1853_BEC_0651,1.225588403539316e-05,7.972895498878813e-05,0.002579732176336137,0.021787763135026627,2.1242995901278393e-05,0.00017272338767130533,6.051121748321665e-05,0.056364868185020275,0.05117746256709633,0.18137075985901385,0.08291782191455135,0.001296253172543285,0.03822421113864623,0.2466167984299607,0.0017957954997257248,0.0024576224459164388,4.4462494842300175e-05,0.002537281547656586,0.04308769248564975,0.03194648928131494,0.13795698086089925,0.0007847134192957132,2.6835638083746654e-05,2.55639104169916e-05,0.00010372816913003583,0.02877184071778463,5.400752832080716e-05,0.06765721333701191,3.875289087402216e-05,2.8886754802343347e-05
Z_E_1853_HOF_0892,1.1191787885209803e-05,0.0006087528476294752,0.0028916975691085714,0.07777826994798291,1.9398609148626973e-05,0.00015772697522672824,5.525743461607702e-05,2.024762137829277e-05,0.1555311501933091,1.6171323700085702e-05,0.1159145906762046,0.02262155711662386,6.895497024738049e-05,0.3934918310140072,3.2039961732331044e-05,0.0011723511389874087,4.0602114844202286e-05,0.006068609979595911,0.10205238540068752,0.047394961610241135,3.1739843223027544e-05,0.0012525282427055156,2.4505679747802537e-05,2.3344367658607435e-05,0.036003119067134076,1.2409992078452491e-05,4.93184171313469e-05,0.03498568047992772,0.0016432269054681417,2.637871176867098e-05
Z_E_1853_JOS_0717,2.7663842790682297e-05,0.00017996329520626582,0.254876127854425,0.002812807909918673,4.794945002082194e-05,0.00038986927658701386,0.012059344119250703,5.00480370463927e-05,0.05192914214261484,3.997225118496064e-05,0.02951580209200763,0.05061692353112203,0.030639715484307786,0.006888987737544342,0.1126830302263003,0.09165613174144867,0.0014251112274230085,0.00042811925612067184,0.1555460954478778,0.04826373641937948,7.845449200150535e-05,0.015018756123174548,0.09809214614265953,5.7702569382058846e-05,0.00023413404985653193,3.0674997901417665e-05,0.00012190518192449616,0.012291491890073536,0.023932990354312785,6.520285613647111e-05
Z_E_1853_RNN_0894,9.33137336325336e-06,6.070395613355175e-05,0.00375157687231138,0.3745201690483779,1.6173972072226003e-05,0.009962333559055533,4.6071973377871896e-05,1.6881852724203823e-05,0.02421920952712667,1.348315932818438e-05,0.1936137595304616,9.322859386096619e-05,5.749256322849548e-05,0.022432251899704183,2.6713948525046247e-05,0.00902087358519087,3.385281215431476e-05,0.018465494237852636,0.14898855068490433,0.04353818318189972,2.6463718812666254e-05,0.00015060865031790575,2.0432092672990755e-05,0.005828588038119122,0.11313347073961098,1.0347075079227696e-05,4.1120200691566406e-05,0.03185113374376781,2.9505639299998007e-05,2.1993769974894408e-05
Z_E_1853_RNN_0898,5.958099124788583e-06,0.0008947141736239579,0.00011284319963632306,0.2981926859695353,1.0327111036771003e-05,0.014349877839956282,0.0023119626014967637,0.0002960972893169806,0.028873965182258376,8.609022130546507e-06,0.07597460441438586,5.952662934651147e-05,0.0043164820354436115,5.712450501747968e-05,1.7056905466188855e-05,5.348053955886619e-05,2.161508307689592e-05,0.0012334789497663499,0.10540091977749057,0.014959891581141487,1.6897133332732226e-05,9.616390135865791e-05,1.3045928903878124e-05,1.242768876090833e-05,0.4231773100593893,6.606626546145888e-06,2.62553240786986e-05,0.029467189960893297,1.8839405181442055e-05,1.4043062745110505e-05
Z_E_1853_RNN_0899,5.376687786626571e-06,3.4977297214200104e-05,0.00010183158094235482,0.2443763563023633,9.319356831699805e-06,0.004195388381032682,2.6546426439443554e-05,0.0007821548940588809,0.043564706909292004,7.76892481555512e-06,0.12906758053869316,0.004430807894988114,3.312690967331884e-05,0.006745923158486901,1.539243530141097e-05,0.004167875916245245,1.950581062052888e-05,0.0003406842678898039,0.08301417709039546,0.015559862173212941,1.5248254269741745e-05,0.000601731678086869,1.1772863313207979e-05,1.1214953121335178e-05,0.432090043726884,5.961929722464282e-06,2.3693241309218804e-05,0.03071129671082349,1.7000992703350356e-05,1.2672693482780125e-05
Z_E_1854_BEC_0649,1.6303354970438768e-05,0.00869404691138531,0.0010895029470312132,0.2319719101706435,0.0015897107432512022,0.0033526694128977563,0.013352839495233394,2.9495212205870316e-05,0.06417504362848311,2.3557168285219346e-05,0.10561684045488436,0.00016288479733279874,0.02508368534670789,0.26013812109848744,4.667340685144472e-05,0.00014634067043483892,5.914610763221608e-05,0.0002523069645467485,0.05731728069733814,0.009706228267740096,0.05313561469611722,0.000263136645825457,3.5698031433234904e-05,3.4006319312186724e-05,0.06806115951012037,1.8077943230385958e-05,0.028177984909226083,0.06345612687107224,5.1550923150489204e-05,0.003942057294169314
Z_E_1854_DEI_0905,7.258714292922508e-06,4.7220559811565355e-05,0.019603151397107693,0.0028236605852965443,1.258145373502281e-05,0.00010229777951480755,3.583859295332152e-05,1.3132101877174017e-05,0.7915574920294693,1.0488316941068268e-05,0.09360218168000091,7.252091417031524e-05,4.4722472694837363e-05,6.95944213686134e-05,0.0007159830068069453,6.515500141211975e-05,2.633351832301702e-05,0.000807536876979916,0.03142849573912097,0.05715689131388512,2.0585670137885274e-05,0.00011715586978926757,1.589377226119769e-05,1.5140574224669127e-05,0.0014518397959384802,8.04881112819889e-06,3.1986694441261834e-05,9.675183464906179e-05,2.2951927585720427e-05,1.7108574081999392e-05
Z_E_1854_DEI_0906,2.5024145770135972e-06,1.6279111208774104e-05,0.00016722865086932513,0.25454274450749703,4.337409072188063e-06,3.526677650111917e-05,1.2355220746667566e-05,4.527242957655656e-06,0.42160080087793306,3.6158079988433693e-06,0.04545077050691163,0.0001448355755116994,0.00025508642874421815,0.006974379603994752,7.163937353735865e-06,2.2461942806869285e-05,9.07838185335723e-06,0.0008775666243404774,0.06452060555526919,0.03144838195626286,0.0001269310945688098,4.038904749691323e-05,0.00036498210405803625,5.219656280053679e-06,0.14406196204037328,2.774797502978285e-06,0.0004903643405885207,0.028793577678751223,7.912591106811932e-06,5.898116862989934e-06
Z_E_1854_GUD_0703,3.750016113578544e-05,0.00024395210093642398,0.007893381825448404,0.22828634953900662,6.4998637960694e-05,0.0005284934853240804,0.014551448084394663,6.784341090897286e-05,0.00933660712340787,5.4185019476072004e-05,0.08131372013533968,0.007557808358945139,0.005618408092679533,0.1889171991684586,0.00010735583448062194,0.0003366054859245723,0.0001360449165698881,0.0005803438521298012,0.0995141703337452,0.03130471659951145,0.00010635023174992812,0.0006052537429919663,8.211082525062725e-05,7.821963369835494e-05,0.09190253260655383,4.158198023488231e-05,0.0019610377291490078,0.2285648194647885,0.00011857485335668984,8.838676644210345e-05
Z_E_1854_HIE_0900,6.433519574973798e-06,4.185236994175904e-05,0.00012184740779866113,0.5083780138744349,0.0009354057620687317,9.06682286181964e-05,3.176434282990362e-05,1.163920097664204e-05,0.0012937014390827337,9.295970281497944e-06,0.010561230759906877,0.002220870585458689,0.013595372549649775,0.01916294463105981,1.8417943862103404e-05,5.7747964732683945e-05,2.33398366118706e-05,0.0016399880159348572,0.12859935255552685,0.009375733752315667,1.824542287401645e-05,0.00010383720190602365,1.408691551095914e-05,1.3419343525578331e-05,0.19291557891557504,7.1337955812675914e-06,0.006806217478915013,0.10267801444485138,0.0012526821559622388,1.5163614631278822e-05
Z_E_1854_KRI_0746,2.3572938888670315e-05,0.00015335048685029086,0.003833002859954185,0.00013915640256087668,4.0858728978422935e-05,0.00033221576268685526,0.00011638713516638997,4.264697886404614e-05,0.010384467357184657,3.4061191048375556e-05,0.04095490436356989,0.0013643623250137952,0.2462341054402754,0.21357828552240993,6.748484403548153e-05,0.0013404412552070499,0.01814708732223176,0.0037513534193459965,0.08061707162035713,0.09644009179550331,0.010226484860997767,0.00038046795169830285,5.1615603962945004e-05,4.916956592236995e-05,0.027291862913968217,2.613880712132164e-05,0.00010387795453660866,0.24414537665426297,7.453722030124682e-05,5.5560717095655774e-05
Z_E_1854_LBE_0757,1.2170171502072254e-05,7.917136398259202e-05,0.00023049651636424556,0.11837994338739814,2.1094431261733334e-05,0.0030855080458946126,6.0088027305352625e-05,2.201766395237826e-05,0.0350839886595426,1.7585017234436197e-05,0.002494531696752526,0.0275131212403434,7.498299846621678e-05,0.278111579353694,0.03966514043094354,0.00010924077039048195,4.415154272659022e-05,0.0013539398150270079,0.12554374538517657,0.045710233424753506,0.0769639195282409,0.0001964269387486489,2.6647960840979142e-05,2.538512710628946e-05,0.0100105776233594,1.349487083593826e-05,0.11369934174659611,0.12138430965931024,3.8481869343406425e-05,2.8684732906054302e-05
Z_E_1854_RNN_0902,0.0002164326578274234,2.8800286297197824e-05,8.384806485406316e-05,0.19570720754376447,7.673553025410311e-06,0.0026064583817028697,2.1858312177222372e-05,8.00939877154843e-06,0.0604637920344098,6.396928200002693e-06,0.10606216567364743,4.4231222564372054e-05,2.7276678266200144e-05,4.244632567047587e-05,1.2674122325030782e-05,3.9738679546611085e-05,1.6061073183838937e-05,6.851373293363333e-05,0.08870635304182317,0.051396981825298914,1.2555403746940843e-05,7.145452330071146e-05,9.69376884330886e-06,0.23448731319804514,0.22221922949272943,4.909049485419802e-06,0.00044351999361812335,0.037159971737897195,1.3998607559485178e-05,1.0434688484521525e-05
Z_E_1854_RNN_0903,4.920591654807043e-06,3.201022704126232e-05,0.004098981639528306,0.17039286633782152,8.528810166045073e-06,0.015149961066165615,2.4294534030370192e-05,8.902087656198677e-06,0.07898452434509079,7.109898906409928e-06,0.06156667170604602,0.0035836800866623506,3.0316805021396084e-05,4.7177188023700036e-05,1.4086718756418756e-05,4.4167760746557355e-05,1.7851162791775312e-05,0.0014899575688441277,0.09953567292909879,0.048406960700626084,1.3954768379278077e-05,0.0003150531035746472,0.0002464087938611891,0.29855930736062697,0.18454354085881144,5.456188419917513e-06,2.1683380193927704e-05,0.03281879686829773,1.555882471502549e-05,1.1597688441273523e-05
Z_E_1854_RNN_0907,2.4836640102809152e-06,1.615713199562823e-05,0.00016597560830533726,0.5083486000100501,4.30490891054336e-06,0.0115718279844644,1.2262643204466751e-05,4.493320372656214e-06,0.10623384487378972,3.5887147866323894e-06,0.1340745943836109,0.00014375032403145125,0.007984037491445849,0.007635738719016682,7.110258044698157e-06,2.2293635700039478e-05,9.010357631339912e-06,0.0009899273715989882,0.05535480013788257,0.020984213886204636,7.0436562159267854e-06,4.0086412778702734e-05,5.438262006155426e-06,0.0010756076501297325,0.10611224029892466,2.754005973777969e-06,1.0944665761135607e-05,0.0389252897087472,0.0002457259920719099,5.853922333892908e-06
Z_E_1854_SAN_0786,1.9833899402835463e-05,0.00012902668368713004,0.013672772523036664,0.0001170840047856497,0.000984172827531794,0.013576650222308166,0.001997516175266878,3.5882496137589304e-05,0.010636917106375914,2.8658549533632096e-05,0.000266193590244655,0.00019815802884791308,0.0020217907189380505,0.49883250335836954,0.002906165494611917,0.00017803121757521166,7.195438920232755e-05,0.004106124603297704,0.06118136942905464,0.1495284093191765,0.23845477792503636,0.0003201197405052391,4.3428556000273625e-05,4.137049812885601e-05,0.00016786500800955364,2.199278051001031e-05,8.74012744096851e-05,0.0002643672251076639,6.271444287044114e-05,4.6747912037148507e-05
Z_E_1854_WER_0901,1.0831859641143498e-05,7.046516165456656e-05,0.03236518049475751,0.09861887628581141,1.877474927924713e-05,0.09715145730667556,0.027026409484634976,1.9596457249383647e-05,0.026038821456981037,1.5651253430411307e-05,0.2252655921390518,0.002701770644115189,0.02340869527794807,0.01410902743084024,3.1009555573408975e-05,0.0011346482901474567,3.9296349576745356e-05,0.07019350506871316,0.18280142598015997,0.01163586659185809,3.071908888463437e-05,0.0001748265445480839,2.3717576330212395e-05,2.2593612073674966e-05,0.08049175309807749,1.2010886349905132e-05,4.773233531311714e-05,0.08521284729878127,3.4250150656104256e-05,0.02129264757088609
Z_E_1855_DEI_0909,7.258714292922508e-06,4.7220559811565355e-05,0.02099355677169652,0.0007380525234133094,1.258145373502281e-05,0.0032307098723396606,3.583859295332152e-05,1.3132101877174017e-05,0.8002475256206495,1.0488316941068268e-05,0.09985900586565062,7.252091417031524e-05,4.4722472694837363e-05,6.95944213686134e-05,2.078031951253352e-05,6.515500141211975e-05,2.633351832301702e-05,0.00011233418968550417,0.02100045542970479,0.04881445906635218,2.0585670137885274e-05,0.00011715586978926757,1.589377226119769e-05,1.5140574224669127e-05,0.003885049201468921,8.04881112819889e-06,3.1986694441261834e-05,0.0004443531782962677,2.2951927585720427e-05,1.7108574081999392e-05
Z_E_1855_DEI_0910,4.354234995604284e-06,2.8325872288983636e-05,0.004044218170979959,2.570403634245985e-05,7.5471500789096286e-06,0.005065682093046966,0.0014810908333046143,7.877463590926082e-06,0.369526966814742,6.291554513216915e-06,0.4181274572693144,4.35026217661564e-05,2.6827361959636342e-05,0.13077953993216165,1.2465347276381358e-05,3.908408236482261e-05,1.579650643520534e-05,6.738513739387565e-05,0.03428277421542395,0.011141342990954107,1.2348584295395556e-05,7.027748545968752e-05,9.53408780110674e-06,9.082272077698144e-06,3.6852243604104335e-05,4.828184947516705e-06,1.9187638293691168e-05,0.025079624997108217,1.3768014868385473e-05,1.0262802610286659e-05
Z_E_1855_JDE_0911,0.044276670095522025,0.00021465590034114114,0.019586515357375014,0.0017749185919525283,5.7192953448007995e-05,0.0004650267182828349,0.006483440352689277,5.969609769696063e-05,0.014535899010844481,4.7677942087777626e-05,0.0036031167045200052,0.005070060186099249,0.1803382557510382,0.009797150463823625,0.02379643132957619,0.03347893753878496,0.01434088799900996,0.0005106503760704797,0.21555414297001438,0.10181150005060163,9.35786355605898e-05,0.000532568838874828,7.225013867177505e-05,0.0016489574304705474,0.0050196630474896985,3.6588401456777546e-05,0.00014540557591069403,0.3164660539367956,0.00010433520271970216,7.777240227095373e-05
Z_E_1855_KEL_0731,2.4953188392475326e-05,0.00016232950870170287,0.0004725999954616042,0.00014730432830289156,4.3251101039662886e-05,0.0003516677556594039,0.025217039527756425,4.514405704737666e-05,0.012187446329737419,3.605555171191266e-05,0.0756164132759221,0.02175830791835873,0.00015374186687850728,0.024138136852753588,0.2044069714637915,0.000223982507003183,0.14945860770272065,0.00038616979330231496,0.13672000557484112,0.2036571751013856,7.076709240875595e-05,0.00040274522073231733,5.463781566488478e-05,5.204855650081144e-05,0.0002111923169665741,2.766929408052718e-05,0.06224708207007477,0.08158883876352419,7.890154508152473e-05,5.881392419743073e-05
Z_E_1855_KEL_0732,2.025718314239429e-05,0.00013178029738984725,0.0013537250935287475,0.00011958274466436001,0.02040647482320857,0.11572321162321708,0.0001000161890555493,0.001976778114048199,0.08846911747667772,2.9270163910137076e-05,0.030343886971677683,0.06034641186427984,0.029226756299104605,0.23300980002772473,0.0019981222996849624,0.00018183065801820764,7.34899986314486e-05,0.007103949917896113,0.04502589872267545,0.09451566410106219,0.25324439261236864,0.00032695155295500315,4.435538340894787e-05,4.225340364328502e-05,0.00017144748702128032,2.2462137855658783e-05,0.006879720962117781,0.009000593453138715,6.405285864856864e-05,4.774557924427483e-05
Z_E_1855_KEL_0733,4.611215315341779e-05,0.0002999762214286497,0.020747081768185346,0.006896791273119365,7.992571385371729e-05,0.0006498631418570603,0.00022767044140005585,8.342379497936222e-05,0.03356271479986762,6.66287248114574e-05,0.0006188777785201868,0.03358360469672179,0.0002841067201549245,0.24555159860122477,0.0177975590744288,0.0004139076539706552,0.004583675107809071,0.0007136210560310524,0.12236781188083956,0.17098552713661935,0.32915161913704233,0.0029524451494163714,0.00010096775146646696,9.618293947171424e-05,0.0025984656620458746,5.113137071785875e-05,0.00020320063490929713,0.005031018818581442,0.00014580582142912477,0.00010868497594332474
Z_E_1855_KRI_0745,8.528299812131607e-05,0.0005547967244865651,0.030203113499152858,0.0005034448727083504,0.0001478201306660563,0.009369872964824437,0.0004210694252684454,0.0001542897232932762,0.0008134166394051598,0.00012322776154077812,0.017480537720564165,0.004936037468661563,0.19655675597165465,0.3152845605047564,0.14726763106416393,0.0007655093779406694,0.00030939382692872145,0.0013198200261511095,0.005780252503193442,0.11611713814120667,0.00024186207045055888,0.001376470187410629,0.004270722339540206,0.0001778873655927056,0.0007217960962667203,9.456588544810245e-05,0.028963712563746018,0.11548833930444988,0.0002696633478303613,0.00020100949457622187
Z_E_1855_KRI_0747,2.5042963257403222e-05,0.00016291352664314968,0.006470518983871059,0.09608733350010015,4.340670687618955e-05,0.01954083280380643,0.02530776365815126,4.530647323083111e-05,0.00023885608459269617,3.6185269895975015e-05,0.0003361051785359025,0.020637344721929275,0.1416650563241571,0.007435567019487927,0.1199960672574477,0.0002247883358614497,9.08520855331742e-05,0.0027860466086844613,0.012490538433808372,0.3291112278520458,0.02645438397625101,0.00040419418978680907,0.07680643375617326,5.2235813217510676e-05,0.006208170830809858,2.776884076368686e-05,0.00011035585384581767,0.10706649201871345,7.918541163360159e-05,5.902552088870952e-05
Z_E_1855_MOR_0760,2.620576598759292e-05,0.00017047797864582894,0.044418782208566966,0.042822230241673115,4.542218071390547e-05,0.001624247857654705,0.03150257129117304,4.741015761620443e-05,0.006524583734671865,3.7865435705236915e-05,0.0016066387215567853,0.0027716733613214646,0.005181168869652754,0.5850474224649891,0.033958061978359246,0.0002352257784263675,9.507055808434775e-05,0.004170336601151854,0.031894414062934986,0.009327007380231936,0.02391794003062631,0.0066975988706609365,5.738047534714958e-05,0.0038194434485258884,0.00022179355799167193,2.9058212293818093e-05,0.00011547993148892157,0.16223493305614872,8.286217352045726e-05,0.0013166936142788685
Z_E_1855_OTT_0765,3.588893869502418e-05,0.00023347051665532247,0.05051998390970425,0.00021186054161993875,6.220592291816453e-05,0.0383156438438416,0.00017719516342884291,6.49284680713003e-05,0.09486694708624006,5.185691963093238e-05,0.015949339527893076,0.0003585619350390018,0.0002211193354723827,0.2529826857415369,0.00010274321084320601,0.0003221429797331663,0.00013019964508598182,0.0022740388302010146,0.08492669034352851,0.023085166520979493,0.055097937143266974,0.012609657760619156,0.024139401266094422,7.485886869613076e-05,0.00030374748097357747,3.979537938687157e-05,0.07062197568881479,0.2720218876718533,0.0001134801961911781,8.458916298535609e-05
Z_E_1855_WID_0842,2.4953188392475326e-05,0.00016232950870170287,0.048270386013646645,0.00014730432830289156,0.02155225480922293,0.009911224959296413,0.0013181465186639081,0.004824922658865881,0.00023799982519115846,3.605555171191266e-05,0.06008213282001196,0.0002493042101754657,0.32398374214008213,0.18187083071276422,0.03233494179832536,0.022927930865641075,9.052639589240266e-05,0.00038616979330231496,0.15105934138029664,0.0017115291745538213,0.052648331712412295,0.00040274522073231733,5.463781566488478e-05,5.204855650081144e-05,0.012160638821512833,0.001222613944535153,0.00010996024643421944,0.07202928155988718,7.890154508152473e-05,5.881392419743073e-05
Z_E_1856_BEC_0650,1.2134810753171953e-05,7.894132953144185e-05,0.00022982680275863515,0.07096646728810391,2.1033140844674397e-05,0.021090803802762795,0.01400643791521732,2.195369105879507e-05,0.06287510017114942,1.753392351084089e-05,0.07628764245166264,0.00012123738910096769,0.1116469609352879,0.3452928257645612,3.473965698318094e-05,0.0018522389279034344,4.4023259274245284e-05,0.0007689007213155552,0.07520392874106334,0.0560373145125897,0.011656517979773916,0.00426359252046075,2.6570534499711687e-05,2.5311369961186383e-05,0.021603595359838298,1.3455661138770858e-05,0.07036720156202464,0.0553667383289247,3.837005927410423e-05,2.8601388670733506e-05
Z_E_1856_DEI_0849,5.96661103825236e-06,3.8814961167276444e-05,0.030114214359638014,0.007178367483604971,1.0341864647551006e-05,0.018084814009719796,2.9459066121285107e-05,1.0794493467279594e-05,0.7126570763941144,8.621321229612865e-06,0.08408346659399663,0.0017739665250426802,3.6761551491169175e-05,5.720611474453959e-05,1.7081273456758862e-05,0.007768153787421382,2.1645963012393706e-05,0.01580725739452905,0.03326286890640676,0.08784134502130936,1.6921273068191766e-05,9.63012839012374e-05,0.000298790375734252,1.244544331803671e-05,0.0006219502713846855,6.616064964720416e-06,2.6292833197268227e-05,7.952931349717501e-05,1.8866319702878312e-05,1.4063125072431555e-05
Z_E_1856_DEI_0850,5.716699523027507e-06,0.010440000148792958,0.00010827122074118834,0.0676520181636216,9.908695626183589e-06,0.008840827867235997,0.0008494997219479577,1.0342366086896043e-05,0.6127253384925813,8.260217172733732e-06,0.1481799016184671,0.0011521475676936456,0.0049628690870528545,0.0022448755001674378,1.6365824283990426e-05,5.1313710729556325e-05,0.0013895302365915859,0.0006359866903646282,0.03241716994190346,0.04337214084954382,1.621252551201724e-05,9.226770443316698e-05,1.2517357294705502e-05,0.00877218602051166,0.049324856449306696,6.3389510704915006e-06,2.519155782641579e-05,0.006646394619001741,1.8076103864534704e-05,1.3474091050753915e-05
Z_E_1856_MER_0223,9.606095844258075e-06,0.09206478486259566,0.07976391838246015,0.017997154240399507,0.00047666161436884814,0.16665953132498992,4.742836609075969e-05,1.7378866859616415e-05,0.034592481674838596,1.3880113435390871e-05,0.053950266617608954,9.597331209364613e-05,0.047900377929956536,0.116935013473,2.7500426777554432e-05,0.004226328569264797,0.028095549053710273,0.001988707600387698,0.13635445863263929,0.04435996778293909,2.724283011877437e-05,0.11653794425738731,2.1033628478357488e-05,0.027160713507732064,0.015261680046517054,1.065170056427167e-05,0.008322537245951325,0.007028212253306074,3.0374306978010578e-05,2.2641282706294043e-05
Z_E_1856_SAN_0787,1.987164738297094e-05,0.00012927224794022252,0.003231166110032076,0.00011730683967036226,3.444331903672091e-05,0.022166912695263604,9.811267576196297e-05,3.59507878902045e-05,0.00494754579421382,0.0009803156839546785,0.0002667002112651947,0.00019853516423539856,0.00012243341887045698,0.5016850891466736,5.6888749879736466e-05,0.00017837004751117288,7.209133316877127e-05,0.0003075290356390862,0.057491399763148966,0.14505497960613975,0.25508585034666686,0.0003207289940544347,4.3511209453128e-05,4.1449234675303335e-05,0.00016818448956278169,2.2034637283857673e-05,0.0019907727996102053,0.005022883326785845,6.283380132313868e-05,4.68368829056153e-05
Z_E_1857_BRE_0657,0.03462158826553264,0.007227804437801064,0.0009115856249415824,0.0002841314207830984,8.342590425152855e-05,0.053690956266307356,0.00023764082332635835,8.707717700195092e-05,0.0004590715646769319,6.954659956738772e-05,0.0029508774357537896,0.025834744555627925,0.0026014457333047,0.3554156267855846,0.009357379924189915,0.0004320339305611932,0.03244317357551245,0.0007448726951789666,0.11620218542148059,0.042484574283205644,0.00013650077185406063,0.014606227286826137,0.00010538943676812518,0.00010039508328551014,0.0004073632714634172,5.3370569145803144e-05,0.05783452727744916,0.20577739143348572,0.03472564782312727,0.00011344462200515945
