_id;author_prename;author_surname;title;source;year;editor_prename;editor_surname;volume;title_addition;year_first;edition;issue;pages;pages_exzerpt;archive;author_address;address;genre;textclass;note;female_education;author_address_geo;address_geo
Z_R_1856_SAC_0569;[unknown];Sachse;Sparschuh, Deutsches Sprach- und Uebungsbuch für die mittleren Klassen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1856;;;19;;;;;465-467;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/R3AMt0gpfM0C?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_M_1856_HFE_0570;[unknown];Hüfer;Die Kunst zu interpretiren;Archiv für das Studium der neueren Sprachen und Literatur;1856;;;20;;;;;333-351;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/QHAhAQAAMAAJ?hl=de&gbpv=0;Halle;Braunschweig;Methodik;Zeitschriftenartikel;;;Halle;Braunschweig
Z_R_1856_ON_0571;[unknown];[unknown];Hopf, Paulsiek, Deutsches Lesebuch für Gymnasien, Real- und höhere Bürgerschulen;Archiv für das Studium der neueren Sprachen und Literatur;1856;;;20;;;;;413-417;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/QHAhAQAAMAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1857_RIE_0572;C.;Riemeyer;Gleim’s preußische Kriegslieder;Archiv für das Studium der neueren Sprachen und Literatur;1857;;;21;;;;;112-152;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/QHAhAQAAMAAJ?hl=de&gbpv=0;Crefeld;Braunschweig;Rezension;Zeitschriftenartikel;;;Krefeld;Braunschweig
Z_R_1857_PRH_0573;Heinrich;Pröhle;Gödeke, Grundriß zur Geschichte der deutschen Dichtung;Archiv für das Studium der neueren Sprachen und Literatur;1857;;;21;;;;;309;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/QHAhAQAAMAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1857_DNT_0574;H.;Düntzer;Düntzer, Erläuterungen zu Goethe’s Werken;Archiv für das Studium der neueren Sprachen und Literatur;1857;;;22;;;;;434-435;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/cvENAAAAYAAJ?hl=de&gbpv=0;Köln;Braunschweig;Rezension;Zeitschriftenartikel;;;Köln;Braunschweig
Z_R_1858_SAC_0575;[unknown];Sachse;Eckhardt, Anleitung, dichterische Meisterwerke auf eine geist- und herzbildende Weise zu lesen und sich dauernd anzueignen;Archiv für das Studium der neueren Sprachen und Literatur;1858;;;23;;;;;185-186;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/p4Y0AAAAIAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1858_SAC_0576;[unknown];Sachse;Pröhle, Märchen für die Jugend;Archiv für das Studium der neueren Sprachen und Literatur;1858;;;24;;;;;186-187;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2LQ-AQAAMAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1858_SAC_0577;[unknown];Sachse;Reichel, Mittelhochdeutsches Lesebuch für Gymnasien;Archiv für das Studium der neueren Sprachen und Literatur;1858;;;24;;;;;406-408;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2LQ-AQAAMAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1858_NIE_0578;Eduard;Niemeyer;Masius, Deutsches Lesebuch für höhere Unterrichts-Anstalten;Archiv für das Studium der neueren Sprachen und Literatur;1858;;;24;;;;;405;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2LQ-AQAAMAAJ?hl=de&gbpv=0;Krefeld;Braunschweig;Rezension;Zeitschriftenartikel;;;Krefeld;Braunschweig
Z_M_1860_SCH_0579;[unknown];Schroeder;Das Lesen und Declamiren;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;27;;;;;353-390;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/Jn80AAAAIAAJ?hl=de&gbpv=0;Hildesheim;Braunschweig;Methodik;Zeitschriftenartikel;nicht gescannt ;;Hildesheim;Braunschweig
Z_R_1860_BCH_0580;[unknown];Büchsenschütz;Wahlenberg, Kurzgefasste Laut- und Formenlehre der mittelhochdeutschen Sprache für die obern Klassen der Gymnasien;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;27;;;;;107;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/Jn80AAAAIAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1860_BCH_0581;[unknown];Büchsenschütz;Viehoff, Hülfsbuch für den deutschen Unterricht in den obern Klassen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;27;;;;;107-108;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/Jn80AAAAIAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;Sammelrezension, wie: Z_R_1860_BCH_0580;;Berlin;Braunschweig
Z_R_1860_BRE_0582;[unknown];Breysig;Hopf & Paulsiek, Deutsches Lesebuch für Gymnasien, Real- und höhere Bürgerschulen;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;27;;;;;462-464;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/Jn80AAAAIAAJ?hl=de&gbpv=0;Posen;Braunschweig;Rezension;Zeitschriftenartikel;;;Posen;Braunschweig
Z_E_1860_FOS_0583;R.;Foss;Erklärung Uhlandischer Gedichte;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;28;;;;;187-208;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2H80AAAAIAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Erläuterung;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1860_SAC_0584;[unknown];Sachse;Venn, Deutsche Aufsätze verbunden mit einer Anleitung zur Anfertigung von Aufsätzen und Dispositionen vorzugsweise für die oberen Klassen der Gymnasien und höheren Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;28;;;;;98;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2H80AAAAIAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1860_HLS_0585;[unknown];Hülsen;Rudolph, Praktisches Handbuch für den Unterricht in deutschen Stilübungen;Archiv für das Studium der neueren Sprachen und Literatur;1860;;;28;;;;;425-426;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2H80AAAAIAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_T_1861_SCH_0586;[unknown];Schmidt;Ueber die Nothwendigkeit einer grösseren Ausbildung in unsrer Muttersprache;Archiv für das Studium der neueren Sprachen und Literatur;1861;;;29;;;;;145-164;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/b9kNAAAAYAAJ?hl=de&gbpv=0;Liesegar;Braunschweig;Theorie;Zeitschriftenartikel;;;Sorau;Braunschweig
Z_R_1861_HW_0587;W.;H.;Götzinger, Stilschule zu Uebungen in der Muttersprache;Archiv für das Studium der neueren Sprachen und Literatur;1861;;;30;;;;;434;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/9D1UAAAAcAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1861_HW_0588;W.;H.;Rudolph, Praktisches Handbuch für den Unterricht in deutschen Stilübungen;Archiv für das Studium der neueren Sprachen und Literatur;1861;;;30;;;;;434-436;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/9D1UAAAAcAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;Sammelrezension, wie: Z_R_1861_HW_0587;;;Braunschweig
Z_R_1862_SAC_0589;[unknown];Sachse;Frauer, Die Verwendung des deutschen Lesebuchs für den deutschen Unterricht in Gymnasien und Realschulen;Archiv für das Studium der neueren Sprachen und Literatur;1862;;;31;;;;;435-437;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/nbU-AQAAMAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1862_LAA_0590;[unknown];Laas;Bomhard, Dreissig Themata zu Aufsätzen für die höheren Unterrichtsanstalten;Archiv für das Studium der neueren Sprachen und Literatur;1862;;;32;;;;;224-225;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/FlYoAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1863_HLS_0591;[unknown];Hölscher;Wagler, Schulbuch für den deutschen Unterricht in den mittleren Classen der Gymnasien, Real- und höheren Bürgerschulen;Archiv für das Studium der neueren Sprachen und Literatur;1863;;;33;;;;;97-101;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/alYoAAAAYAAJ?hl=de&gbpv=0;Herford;Braunschweig;Rezension;Zeitschriftenartikel;;;Herford;Braunschweig
Z_R_1863_DNT_0592;H.;Düntzer;Düntzer, Letztes Wort über meine Erläuterungen zu den deutschen Classikern;Archiv für das Studium der neueren Sprachen und Literatur;1863;;;33;;;;;348-355;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/alYoAAAAYAAJ?hl=de&gbpv=0;Köln;Braunschweig;Rezension;Zeitschriftenartikel;;;Köln;Braunschweig
Z_R_1864_H_0593;[unknown];H.;Dielitz & Heinrichs, deutsches Lesebuch für die unteren Classen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1864;;;35;;;;;323-326;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/CT5UAAAAcAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1864_H_0594;[unknown];H.;Dielitz & Heinrichs, Handbuch der deutschen Literatur für die oberen Classen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1864;;;35;;;;;323-326;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/CT5UAAAAcAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;Sammelrezension, wie: H_DH_1864_0613;;;Braunschweig
Z_R_1865_JEN_0595;W.;Jensch;Hopf & Paulsiek, Deutsches Lesebuch für Gymnasien, Real- und höhere Bürgerschulen;Archiv für das Studium der neueren Sprachen und Literatur;1865;;;37;;;;;228-230;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/1mshAQAAMAAJ?hl=de&gbpv=0;Magdeburg;Braunschweig;Rezension;Zeitschriftenartikel;;;Magdeburg;Braunschweig
Z_R_1865_ON_0596;[unknown];[unknown];Reuter, Zeugnisse aus dem deutschen Unterrichte in der obersten Klasse des Gymnasiums zu Aurich;Archiv für das Studium der neueren Sprachen und Literatur;1865;;;37;;;;;435;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/1mshAQAAMAAJ?hl=de&gbpv=0;Herford;Braunschweig;Rezension;Zeitschriftenartikel;;;Herford;Braunschweig
Z_R_1865_RUD_0597;L.;Rudolph;Rochholz, Der deutsche Aufsatz;Archiv für das Studium der neueren Sprachen und Literatur;1865;;;38;;;;;439-441;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/1mshAQAAMAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_X_1868_VOI_0598;A.;Voigt;Ueber das Gemeinsame und Verschiedene bei dem Unterricht in unserer Muttersprache auf Realschulen und Gymnasien;Archiv für das Studium der neueren Sprachen und Literatur;1868;;;43;;;;;1-12;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/fj5UAAAAcAAJ?hl=de&gbpv=0;Neustadt;Braunschweig;Theorie;Zeitschriftenartikel;;;Neustadt;Braunschweig
Z_R_1869_ON_0599;[unknown];[unknown];Serno, Zum deutschen Unterricht;Archiv für das Studium der neueren Sprachen und Literatur;1869;;;44;;;;;451;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/gz5UAAAAcAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1869_JEN_0600;W.;Jensch;Hopf & Paulsiek, Deutsches Lesebuch für Gymnasien, Real- und höhere Bürgerschulen;Archiv für das Studium der neueren Sprachen und Literatur;1869;;;45;;;;;211-213;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/noU0AAAAIAAJ?hl=de&gbpv=0;Magdeburg;Braunschweig;Rezension;Zeitschriftenartikel;;;Magdeburg;Braunschweig
Z_R_1870_BUR_0601;C.;Burmann;Bonnell, Auswahl deutscher Gedichte systematisch geordnet im Anschluss an ein Lehrbuch der Poetik;Archiv für das Studium der neueren Sprachen und Literatur;1870;;;46;;;;;465-466;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/pz5UAAAAcAAJ?hl=de&gbpv=0;Landsberg a. d. W.;Braunschweig;Rezension;Zeitschriftenartikel;;;Landsberg a. d. W.;Braunschweig
Z_R_1871_NIE_0602;Eduard;Niemeyer;Kluge, Geschichte der deutschen National-Literatur;Archiv für das Studium der neueren Sprachen und Literatur;1871;;;47;;;;;167-168;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/BD9UAAAAcAAJ?hl=de&gbpv=0;Dresden;Braunschweig;Rezension;Zeitschriftenartikel;;;Dresden;Braunschweig
Z_T_1871_HAR_0603;[unknown];Hartung;Die deutsche Novelle und der deutsche Roman;Archiv für das Studium der neueren Sprachen und Literatur;1871;;;48;;;;;391-434;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/9D5UAAAAcAAJ?hl=de&gbpv=0;Sprottau;Braunschweig;Theorie;Zeitschriftenartikel;;;Sprottau;Braunschweig
Z_R_1871_HLS_0604;[unknown];Hölscher;Niemeyer, Deutsche Gedichte zur deutschen Sage und Geschichte;Archiv für das Studium der neueren Sprachen und Literatur;1871;;;48;;;;;184-188;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/9D5UAAAAcAAJ?hl=de&gbpv=0;Herford;Braunschweig;Rezension;Zeitschriftenartikel;;;Herford;Braunschweig
Z_R_1872_SCH_0605;Anton;Schoenbach;Viehoff, Goethe’s Gedichte, erläutert und auf ihre Veranlassung, Quellen und Vorbilder zurückgeführt nebst Variantensammlung;Archiv für das Studium der neueren Sprachen und Literatur;1872;;;50;;;;;205-210;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/RIA0AAAAIAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1874_NIE_0606;Eduard;Niemeyer;Kluge, Geschichte der deutschen Nationalliteratur. Zum Gebrauche an höheren Unterrichtsanstalten und zum Selbststudium;Archiv für das Studium der neueren Sprachen und Literatur;1874;;;52;;;;;415-416;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yIIeAQAAMAAJ?hl=de&gbpv=0;Dresden;Braunschweig;Rezension;Zeitschriftenartikel;;;Dresden;Braunschweig
Z_R_1875_WEI_0607;[unknown];Weigand;Gerber, Die Sprache als Kunst;Archiv für das Studium der neueren Sprachen und Literatur;1875;;;54;;;;;97-99;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/XDVKAAAAYAAJ?hl=de&gbpv=0;Bromberg;Braunschweig;Rezension;Zeitschriftenartikel;;;Bromberg;Braunschweig
Z_R_1875_MRK_0608;[unknown];Märkel;Weismann, Ludwig der Baier. Ein Schauspiel in fünf Aufzügen von Ludwig Uhland. Schulausgabe mit Anmerkungen;Archiv für das Studium der neueren Sprachen und Literatur;1875;;;54;;;;;419;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/XDVKAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_T_1876_EYA_0609;Adolf;Ey;Die neueren Sprachen auf dem Gymnasium im Dienste der Geschichte;Archiv für das Studium der neueren Sprachen und Literatur;1876;;;55;;;;;309-314;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/5LQzAQAAMAAJ?hl=de&gbpv=0;;Braunschweig;Theorie;Zeitschriftenartikel;;;;Braunschweig
Z_R_1877_HLS_0610;[unknown];Hölscher;Richter, Iwein und Parzival. Zwei Rittersagen des Mittelalters;Archiv für das Studium der neueren Sprachen und Literatur;1877;;;58;;;;;221-222;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/uLo-AQAAMAAJ?hl=de&gbpv=0;Herford;Braunschweig;Rezension;Zeitschriftenartikel;;;Herford;Braunschweig
Z_R_1878_NIE_0611;Eduard;Niemeyer;Kluge, Auswahl deutscher Gedichte. Im Anschluss an die Geschichte der deutschen Nationalliteratur;Archiv für das Studium der neueren Sprachen und Literatur;1878;;;59;;;;;460-461;;https://www.google.de/books/edition/ASNS/hN8ZtkUP444C?hl=de&gbpv=0;Dresden;Braunschweig;Rezension;Zeitschriftenartikel;;;Dresden;Braunschweig
Z_R_1878_LSC_0612;Hans;Löschhorn;Buschmann, Deutsches Lesebuch für die Oberklassen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1878;;;60;;;;;226-228;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/7KUzAQAAMAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1878_HEN_0613;Emil;Henrici;Wirth, Leitfaden für den Unterricht in der Geschichte der deutschen Nationalliteratur für höhere Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1878;;;60;;;;;231-233;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/7KUzAQAAMAAJ?hl=de&gbpv=0;Berlin;Braunschweig;Rezension;Zeitschriftenartikel;;;Berlin;Braunschweig
Z_R_1879_ON_0614;[unknown];[unknown];Büchmann, Geflügelte Worte. Der Citatenschatz des deutschen Volkes;Archiv für das Studium der neueren Sprachen und Literatur;1879;;;61;;;;;478;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/1WgVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1879_ON_0615;[unknown];[unknown];Strzemcha, Geschichte der deutschen Nationalliteratur. Zum Gebrauche an höheren Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1879;;;62;;;;;110;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2s1DAQAAIAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1879_ON_0616;[unknown];[unknown];Gerling, Der deutsche Aufsatz, ein Hand- und Hilfsbuch für den Unterricht an Bürger-, Mittel-, Fortbildungs- und höheren Töchterschulen, sowie zum Selbstgebrauch;Archiv für das Studium der neueren Sprachen und Literatur;1879;;;62;;;;;111;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2s1DAQAAIAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;1;;Braunschweig
Z_R_1879_RIF_0617;Julius;Riffert;Pröhle, Deutsche Sagen;Archiv für das Studium der neueren Sprachen und Literatur;1879;;;62;;;;;444-449;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/2s1DAQAAIAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0618;[unknown];[unknown];Buschmann, Abriss der Poetik und Stilistik für höhere Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;103;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0619;[unknown];[unknown];Fischer, Geschichte der deutschen National-Literatur. Zum Gebrauche an höheren Lehranstalten und zum Selbstunterrichte;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;103;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0620;[unknown];[unknown];Leuchtenberger, Dispositionen über Themata zu deutschen Arbeiten für die oberen Classen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;104-105;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0621;[unknown];[unknown];Köpert, Lehrbuch der Poetik für Unterricht und Selbststudium;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;200-201;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0622;[unknown];[unknown];Imelmann, Deutsche Dichtung im Liede. Geschichte literaturgeschichtlichen Inhalts;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;222;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0623;[unknown];[unknown];Bechstein, Ausgewählte Gedichte Walther’s von der Vogelweide und seiner Schüler;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;417-418;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0624;[unknown];[unknown];Beck, Lehrbuch des deutschen Prosastils für höhere Unterrichtsanstalten wie auch zum Privatgebrauche;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;419;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1880_ON_0625;[unknown];[unknown];Kohts et al., Deutsches Lesebuch für höhere Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1880;;;64;;;;;419;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/yFwVAAAAYAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1882_KHN_0626;[unknown];Kühne;Hornemann, Ausgewählte Gedichte Walthers von der Vogelweide nebst einigen Proben aus der ältesten deutschen Literatur;Archiv für das Studium der neueren Sprachen und Literatur;1882;;;68;;;;;414;;https://www.google.de/books/edition/ASNS/MOuZXISWC24C?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1884_H_0627;[unknown];H.;Colshorn, Des Mägdleins Dichterwald. Stufenmässig geordnete Auswahl deutscher Gedichte für Mädchen;Archiv für das Studium der neueren Sprachen und Literatur;1884;;;72;;;;;450;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/dNFDAQAAIAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;1;;Braunschweig
Z_R_1884_ON_0628;[unknown];[unknown];Hense, Auswahl deutscher Poesie und Prosa mit litterarhistorischen Darstellungen und Übersichten;Archiv für das Studium der neueren Sprachen und Literatur;1884;;;72;;;;;222-223;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/dNFDAQAAIAAJ?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1887_ON_0629;[unknown];[unknown];Menge, Geschichte der deutschen Litteratur mit besonderer Berücksichtigung der neueren und neuesten Zeit im Umrisse;Archiv für das Studium der neueren Sprachen und Literatur;1887;;;77;;;;;420-423;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/qdSkPKd05PUC?hl=de&gbpv=0;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1887_ON_0630;[unknown];[unknown];Kern, Deutsche Dramen als Schullektüre;Archiv für das Studium der neueren Sprachen und Literatur;1887;;;78;;;;;327-329;;https://www.google.de/books/edition/_/E7o-AQAAMAAJ?hl=de&sa=X&ved=2ahUKEwiIopTq1K-KAxUshP0HHa-CNiYQre8FegQIAxAa;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1887_ON_0631;[unknown];[unknown];Egelhaaf, Grundriss der deutschen Litteraturgeschichte;Archiv für das Studium der neueren Sprachen und Literatur;1887;;;78;;;;;335;;https://www.google.de/books/edition/_/E7o-AQAAMAAJ?hl=de&sa=X&ved=2ahUKEwiIopTq1K-KAxUshP0HHa-CNiYQre8FegQIAxAa;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1887_ON_0632;[unknown];[unknown];Werther, Litterarische und dramaturgische Abhandlungen;Archiv für das Studium der neueren Sprachen und Literatur;1887;;;78;;;;;335-336;;https://www.google.de/books/edition/_/E7o-AQAAMAAJ?hl=de&sa=X&ved=2ahUKEwiIopTq1K-KAxUshP0HHa-CNiYQre8FegQIAxAa;;Braunschweig;Rezension;Zeitschriftenartikel;;;;Braunschweig
Z_R_1888_HLS_0633;[unknown];Hölscher;Schultz, Meditationen. Eine Sammlung von Entwürfen zu Besprechungen und Aufgaben für den deutschen Unterricht in den oberen Klassen höherer Lehranstalten;Archiv für das Studium der neueren Sprachen und Literatur;1888;;;80;;;;;221-224;;https://www.google.de/books/edition/Archiv_f%C3%BCr_das_Studium_der_neueren_Spra/vbk-AQAAMAAJ?hl=de&gbpv=0;Herford;Braunschweig;Rezension;Zeitschriftenartikel;;;Herford;Braunschweig
