_id;author_prename;author_surname;title;source;year;editor_prename;editor_surname;volume;title_addition;year_first;edition;issue;pages;pages_exzerpt;archive;author_address;address;genre;textclass;note;female_education;author_address_geo;address_geo
Z_E_1864_OLA_0148;Eduard;Olawsky;Die prosodische und metrische Messung der Nibelungen-Strophe im MHD. und NHD.;Neue Jahrbücher für Philologie und Pädagogik;1864;;;90;;;;5 u. 6;258-277;;https://www.digitale-sammlungen.de/de/view/bsb10765194?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1879_NAS_0149;[unknown];Nasemann;Herbst, Hilfsbuch für die deutsche Litteraturgeschichte zum Gebrauche in den obersten Classen der Gymnasien und Realschulen.;Neue Jahrbücher für Philologie und Pädagogik;1879;;;120;;;;10;509-511;;https://www.digitale-sammlungen.de/de/view/bsb11392727?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1879_NAS_0150;[unknown];Nasemann;Herbst, Die neuhochdeutsche Litteratur auf der obersten Stufe der Gymnasial- und Realbildung.;Neue Jahrbücher für Philologie und Pädagogik;1879;;;120;;;;10;509-511;;https://www.digitale-sammlungen.de/de/view/bsb11392727?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1874_MLL_0151;[unknown];Müller;Traut, Skizzen und Studien zur deutschen Litteraturgeschichte.;Neue Jahrbücher für Philologie und Pädagogik;1874;;;110;;;;5 u. 6;286-301;;https://www.digitale-sammlungen.de/de/view/bsb11189755?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1874_MLL_0152;[unknown];Müller;Traut, Lesebuch der deutschen Litteraturgeschichte.;Neue Jahrbücher für Philologie und Pädagogik;1874;;;110;;;;5 u. 6;286-301;;https://www.digitale-sammlungen.de/de/view/bsb11189755?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;Sammelrezension, wie: Z_R_1874_MLL_0151;;;Leipzig
Z_R_1874_MLL_0153;[unknown];Müller;Kluge, Geschichte der deutschen Nationallitteratur.;Neue Jahrbücher für Philologie und Pädagogik;1874;;;110;;;;5 u. 6;286-301;;https://www.digitale-sammlungen.de/de/view/bsb11189755?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;Sammelrezension, wie: Z_R_1874_MLL_0151;;;Leipzig
Z_R_1850_MIN_0154;Johannes;Minckwitz;Gödeke, Anthologien aus Deutschlands Dichtern.;Neue Jahrbücher für Philologie und Pädagogik;1850;;;58;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;3;283-297;;https://www.digitale-sammlungen.de/de/view/bsb10765304?page=1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1868_MAA_0155;M.;Maasz;Noch einmal Marias Abschied von Leicester.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;4;213-218;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1852_LBK_0156;G.;Löbker;Hüppe, Geschichte der deutschen National-Literatur.;Neue Jahrbücher für Philologie und Pädagogik;1852;;;66;;;;1;75-80;;https://www.digitale-sammlungen.de/de/view/bsb10765170?page=1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_T_1869_LAN_0157;Carl;Lang;Zum deutschen Aufsatz.;Neue Jahrbücher für Philologie und Pädagogik;1869;;;100;;;;7;342-349;;https://www.digitale-sammlungen.de/de/view/bsb10765346?page=,1;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_M_1872_LAN_0158;Carl;Lang;Über die Repetition der Autorenlectüre in der Schule.;Neue Jahrbücher für Philologie und Pädagogik;1872;;;106;;;;4;183-193;;https://www.digitale-sammlungen.de/de/view/bsb11045989?page=,1;;Leipzig;Methodik;Zeitschriftenartikel;;;;Leipzig
Z_R_1836_KRG_0159;J. C.;Kröger;Deutsche Chrestomathieen.;Neue Jahrbücher für Philologie und Pädagogik;1836;;;16;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;2;188-204;;https://www.digitale-sammlungen.de/de/view/bsb10765279?page=1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1869_KRA_0160;Hermann;Kraffert;Über Veranlassung und Tendenz von Goethes ‚Hermann und Dorothea‘.;Neue Jahrbücher für Philologie und Pädagogik;1869;;;100;;;;11;551-558;;https://www.digitale-sammlungen.de/de/view/bsb10765346?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1878_KRA_0161;[unknown];Kraut;Mönnich, Auswahl deutscher Aufsätze und Reden.;Neue Jahrbücher für Philologie und Pädagogik;1878;;;118;;;;4;206-209;;https://www.digitale-sammlungen.de/de/view/bsb11378227?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1876_KOL_0162;[unknown];Kolbe;Goebel, Themata, Inventionen und Dispositionen zu deutschen Aufsätzen.;Neue Jahrbücher für Philologie und Pädagogik;1876;;;114;;;;5;250-252;;https://www.digitale-sammlungen.de/de/view/bsb11337361?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1833_KAN_0163;K. L.;Kannegiesser;Pischon, Leitfaden zur Geschichte der deutschen Literatur. Herzog, Geschichte der deutschen Nationalliteratur. Heydenreich, Geschichte der deutschen Dichtkunst für die obern Klassen der Gymnasien.;Neue Jahrbücher für Philologie und Pädagogik;1833;;;9;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;2;155-163;;https://www.digitale-sammlungen.de/de/view/bsb10765113?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1864_KMM_0164;H.;Kämmel;Masius, Das Verhältnis der Gymnasien zur Entwickelung unserer Litteratur während der zweiten Hälfte des vorigen Jahrhunderts.;Neue Jahrbücher für Philologie und Pädagogik;1864;;;90;;;;11;533-555;;https://www.digitale-sammlungen.de/de/view/bsb10765194?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1867_JEE_0165;Christian;Jeep;Zur Kritik und Erklärung der Iphigenie von Goethe.;Neue Jahrbücher für Philologie und Pädagogik;1867;;;96;;;;1;1-15;;https://www.digitale-sammlungen.de/de/view/bsb10765342?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_M_1868_JEE_0166;Christian;Jeep;Wie ich in der Schule disponieren lasse.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;5;229-257;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Methodik;Zeitschriftenartikel;;;;Leipzig
Z_R_1866_JEE_0167;Christian;Jeep;Schulausgabe deutscher Classiker mit Anmerkungen.;Neue Jahrbücher für Philologie und Pädagogik;1866;;;94;;;;5;245-265;;https://www.digitale-sammlungen.de/de/view/bsb10765340?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1868_JEE_0168;Christian;Jeep;Marias Abschied von Leicester zum letzten Male.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;8;410-415;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_E_1868_JEE_0169;Christian;Jeep;Marias Abschied von Leicester.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;1;1-21;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_E_1869_JEE_0170;Christian;Jeep;Der Eroberer von Schiller.;Neue Jahrbücher für Philologie und Pädagogik;1869;;;100;;;;9;421-436;;https://www.digitale-sammlungen.de/de/view/bsb10765346?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1842_JAC_0171;K. G.;Jacob;Viehoff, Schiller’s Jungfrau von Orleans.;Neue Jahrbücher für Philologie und Pädagogik;1842;;;35;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;3;315-326;;https://www.digitale-sammlungen.de/de/view/bsb10765139?page=1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1841_JAC_0172;K. G.;Jacob;Meyer, Schiller’s Wilhelm Tell.;Neue Jahrbücher für Philologie und Pädagogik;1841;;;32;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;4;435-449;;https://www.digitale-sammlungen.de/de/view/bsb10765136?page=1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1879_HUM_0173;C;Humbert;Schröter & Thiele, Lessings Hamburgische Dramaturgie.;Neue Jahrbücher für Philologie und Pädagogik;1879;;;120;;;;2;84-95;;https://www.digitale-sammlungen.de/de/view/bsb11392727?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1879_HUM_0174;C;Humbert;Schröter & Thiele, Lessings Hamburgische Dramaturgie.;Neue Jahrbücher für Philologie und Pädagogik;1879;;;120;;;;1;21-31;;https://www.digitale-sammlungen.de/de/view/bsb11392727?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_M_1871_HLS_0175;[unknown];Hülsmann;Correctur, namentlich der deutschen Aufsätze.;Neue Jahrbücher für Philologie und Pädagogik;1871;;;104;;;;12;545-551;;https://www.digitale-sammlungen.de/de/view/bsb10765350?page=,1;;Leipzig;Methodik;Zeitschriftenartikel;;;;Leipzig
Z_R_1870_HOL_0176;[unknown];Holstein;Gude, Erläuterungen deutscher Dichtungen.;Neue Jahrbücher für Philologie und Pädagogik;1870;;;102;;;;6;290-292;;https://www.digitale-sammlungen.de/de/view/bsb10765206?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_T_1872_HER_0177;Conrad;Hermann;Das wissenschaftliche Princip der philologischen Hermeneutik.;Neue Jahrbücher für Philologie und Pädagogik;1872;;;106;;;;4;161-183;;https://www.digitale-sammlungen.de/de/view/bsb11045989?page=,1;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_R_1846_HEN_0178;August;Henneberger;Echtermeyer, Auswahl deutscher Gedichte für gelehrte Schulen.;Neue Jahrbücher für Philologie und Pädagogik;1846;;;46;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;3;316-320;;https://www.digitale-sammlungen.de/de/view/bsb10765150?page=129;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_M_1874_HEI_0179;[unknown];Heidelberger;Bemerkungen zur Zurückgabe der deutschen Aufsätze.;Neue Jahrbücher für Philologie und Pädagogik;1874;;;110;;;;10 u. 11;488-493;;https://www.digitale-sammlungen.de/de/view/bsb11189755?page=,1;;Leipzig;Methodik;Zeitschriftenartikel;;;;Leipzig
Z_R_1854_HEF_0180;M. W.;Heffter;Fuchs, Lehrbuch der deutschen Metrik für höhere Lehranstalten sowie zum Selbstunterricht.;Neue Jahrbücher für Philologie und Pädagogik;1854;;;70;;;;1;95-99;;https://www.digitale-sammlungen.de/de/view/bsb10765174?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1866_HAN_0181;Th.;Hansen;Deutsche Art und Kunst.;Neue Jahrbücher für Philologie und Pädagogik;1866;;;94;;;;6;357-365;;https://www.digitale-sammlungen.de/de/view/bsb10765340?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1866_GS_0182;[unknown];Gs.;Gude, Erläuterungen deutscher Dichter.;Neue Jahrbücher für Philologie und Pädagogik;1866;;;94;;;;6;352-353;;https://www.digitale-sammlungen.de/de/view/bsb10765340?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1869_GRO_0183;[unknown];Gross;Zur Aufsatzlitteratur.;Neue Jahrbücher für Philologie und Pädagogik;1869;;;100;;;;6;311-317;;https://www.digitale-sammlungen.de/de/view/bsb10765346?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1868_GRO_0184;[unknown];Gross;Masius, Deutsches Lesebuch für höhere Unterrichtsanstalten.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;3;155-157;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1871_GRO_0185;[unknown];Grosz;Aufsatzlitteratur.;Neue Jahrbücher für Philologie und Pädagogik;1871;;;104;;;;2;95-99;;https://www.digitale-sammlungen.de/de/view/bsb10765350?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1869_GTZ_0186;[unknown];Götzinger;Zum deutschen Hexameter.;Neue Jahrbücher für Philologie und Pädagogik;1869;;;100;;;;3;145-151;;https://www.digitale-sammlungen.de/de/view/bsb10765346?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1864_G_0187;[unknown];G.;Hartung, Themata zu deutschen Ausarbeitungen für reifere Gymnasialschüler.;Neue Jahrbücher für Philologie und Pädagogik;1864;;;90;;;;11;565-570;;https://www.digitale-sammlungen.de/de/view/bsb10765194?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1866_G_0188;[unknown];G.;Cholevius, Dispositionen und Materialien zu deutschen Aufsätzen über Themata für die beiden ersten Classen höherer Lehranstalten.;Neue Jahrbücher für Philologie und Pädagogik;1866;;;94;;;;4;222-227;;https://www.digitale-sammlungen.de/de/view/bsb10765340?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1863_FUN_0189;H.;Funkhaenel;Buchner, Lehrbuch der Geschichte der deutschen Nationallitteratur.;Neue Jahrbücher für Philologie und Pädagogik;1863;;;88;;;;4;178-184;;https://www.digitale-sammlungen.de/de/view/bsb10765334?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1871_FAH_0190;[unknown];Fahle;Über die deutsche Ballade.;Neue Jahrbücher für Philologie und Pädagogik;1871;;;104;;;;9;401-423;;https://www.digitale-sammlungen.de/de/view/bsb10765350?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1864_ECK_0191;Fr. A.;Eckstein;Hiecke, Gesammelte Aufsätze zur deutschen Litteratur.;Neue Jahrbücher für Philologie und Pädagogik;1864;;;90;;;;1;33-35;;https://www.digitale-sammlungen.de/de/view/bsb10765194?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_E_1870_DNT_0192;Heinrich;Düntzer;Zu Schillers lyrischen Gedichten;Neue Jahrbücher für Philologie und Pädagogik;1870;;;101;;;;;270-290;;https://www.digitale-sammlungen.de/de/view/bsb10765347?page=1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_R_1871_DUN_0193;H.;Dunger;Wustmann, Goethes Götz von Berlichingen.;Neue Jahrbücher für Philologie und Pädagogik;1871;;;104;;;;10;487-495;;https://www.digitale-sammlungen.de/de/view/bsb10765350?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1873_CRO_0194;H.;Cron;Luthardt, Lessings Prosa für Schule und Haus.;Neue Jahrbücher für Philologie und Pädagogik;1873;;;108;;;;6;294-298;;https://www.digitale-sammlungen.de/de/view/bsb11045986?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1855_CRE_0195;W.;Crecelsius;Vilmar, Reste der Allitteration im Nibelungenliede.;Neue Jahrbücher für Philologie und Pädagogik;1855;;;72;;;;11;558-565;;https://www.digitale-sammlungen.de/de/view/bsb10765318?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1832_COM_0196;J;Compas;Heinsius, Die Bildung zur deutschen Beredtsamkeit.;Neue Jahrbücher für Philologie und Pädagogik;1832;;;6;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;4;407-410;;https://www.digitale-sammlungen.de/de/view/bsb10765110?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1842_CAD_0197;[unknown];Cadenbach;Günther, Ueber den deutschen Unterricht auf Gymnasien.;Neue Jahrbücher für Philologie und Pädagogik;1842;;;36;Kritische Bibliothek für das Schul- und Unterrichtswesen;;;3;250-275;;https://www.digitale-sammlungen.de/de/view/bsb10765140?page=1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_M_1869_BCH_0198;[unknown];Büchle;Zum Unterricht in der Poetik.;Neue Jahrbücher für Philologie und Pädagogik;1869;;;100;;;;8;373-386;;https://www.digitale-sammlungen.de/de/view/bsb10765346?page=,1;;Leipzig;Methodik;Zeitschriftenartikel;;;;Leipzig
Z_M_1876_BRU_0199;A.;Brunner;Die neuhochdeutsche Lectüre am Obergymnasium.;Neue Jahrbücher für Philologie und Pädagogik;1876;;;114;;;;12;624-628;;https://www.digitale-sammlungen.de/de/view/bsb11337361?page=,1;;Leipzig;Methodik;Zeitschriftenartikel;;;;Leipzig
Z_E_1878_BOX_0200;Robert;Boxberger;Die politische Bedeutung von Lessings ‚Minna von Barnhelm‘.;Neue Jahrbücher für Philologie und Pädagogik;1878;;;118;;;;12;600-608;;https://www.digitale-sammlungen.de/de/view/bsb11378227?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_E_1868_BOX_0201;[unknown];Boxberger;Beiträge zur Erklärung Schillers.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;2;81-93;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_T_1876_BER_0202;G.;Berlit;Einige Bemerkungen zum Unterricht im Deutschen.;Neue Jahrbücher für Philologie und Pädagogik;1876;;;114;;;;12;611-624;;https://www.digitale-sammlungen.de/de/view/bsb11337361?page=,1;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_R_1863_BAU_0203;[unknown];Baumstark;Badische Schullitteratur.;Neue Jahrbücher für Philologie und Pädagogik;1863;;;88;;;;1;19-33;;https://www.digitale-sammlungen.de/de/view/bsb10765334?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1868_BM_0204;M.;B.;Schauenburg & Hoche, Deutsches Lesebuch für die Oberclassen höherer Schulen.;Neue Jahrbücher für Philologie und Pädagogik;1868;;;98;;;;1;59-60;;https://www.digitale-sammlungen.de/de/view/bsb10765202?page=,1;;Leipzig;Rezension;Zeitschriftenartikel;;;;Leipzig
Z_R_1826_SJB_0205;J. B.;S.;Wilmsen, Vorübungen der Aufmerksamkeit und des Nachdenkens.;Pädagogisch-philologisches Literaturblatt;1826;;;1;Zur Allgemeinen Schulzeitung;;;3;21-24;;https://bbf-scripta-paedagogica.de/viewer/!toc/027050289_0018/188/-/;;Darmstadt;Rezension;Zeitschriftenartikel;;;;Darmstadt
Z_R_1826_CH_0206;[unknown];ch.;o. N., Deutsches Lesebuch für untere Gymnasialklassen.;Pädagogisch-philologisches Literaturblatt;1826;;;2;Zur Allgemeinen Schulzeitung;;;2;15-16;;https://bbf-scripta-paedagogica.de/viewer/!toc/027050289_0018/188/-/;;Darmstadt;Rezension;Zeitschriftenartikel;;;;Darmstadt
Z_R_1826_K_0207;[unknown];K.;Gotthold, Hephästion (,) oder Anfangsgründe der griechischen (,) römischen und deutschen Verskunst.;Pädagogisch-philologisches Literaturblatt;1826;;;2;Zur Allgemeinen Schulzeitung;;;34;294-295;;https://bbf-scripta-paedagogica.de/viewer/!toc/027050289_0018/188/-/;;Darmstadt;Rezension;Zeitschriftenartikel;;;;Darmstadt
Z_X_1828_ZIM_0208;C. G.;Zimmermann;Kurze Auseinandersetzung der Lehrgegenstände, welche in den Plan für Bürgerschulen, oder Real-Gymnasien aufgenommen werden können.;Pädagogische Zeitschrift für Deutschland’s Lehrer an Progymnasien, höhern Bürger- und Stadtschulen, Real- Gewerbe- und Handlungsschulen, Militär- und Bauschulen, Privat-Erziehungsanstalten und höhern Töchterschulen;1828;;;1;;;;3;309-334;;https://bbf-scripta-paedagogica.de/viewer/image/020710984_0001/299/LOG_0025/;;Neuwied;Methodik;Zeitschriftenartikel;;;;Neuwied
Z_T_1859_BAL_0209;Ludwig;Ballauff;Ueber Kinder- und Jugendlectüre;Pädagogisches Archiv;1859;;;1;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;1;37-48;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_T_1864_HEG_0210;G.;Heß;Ueber die innere Organisation des lyrischen Gedichts;Pädagogisches Archiv;1864;;;6;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;5;321-381;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_T_1864_ON_0211;[unknown];[unknown];Poesie in der Schule;Pädagogisches Archiv;1864;;;6;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;9;641-658;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_E_1864_BEC_0212;J.;Becker;Schiller's Wilhelm Tell;Pädagogisches Archiv;1864;;;6;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;9;641-677;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Erläuterung;Zeitschriftenartikel;;;;Leipzig
Z_T_1868_KLE_0213;W.;Kleinsorge;Ueber die deutsche Dichtersprache;Pädagogisches Archiv;1868;;;10;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;1;1-20;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_L_1869_EMS_0214;H.;Emsmann;Zusammenstellung der zu deutschen Aufsätzen an den preußischen Gymnasien und Realschulen im Anschluß an Schiller's Wilhelm Tell gewählten Stoffe nach den in den Programmen bis 1867 vorliegenden Angaben;Pädagogisches Archiv;1869;;;11;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;1;16-28;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Lehrmittel;Zeitschriftenartikel;;;;Leipzig
Z_T_1871_KOL_0215;A.;Kolbe;Das Verhältnis der vaterländischen classischen Literatur zu der Befreiung des deutschen Volkes;Pädagogisches Archiv;1871;;;13;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;4;241-259;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_T_1872_CRO_0216;H.;Cron;Kriegsliteratur für die Schule;Pädagogisches Archiv;1872;;;14;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;8;625-632;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_T_1873_CON_0217;C.;Conradt;Ueber das Volksthümliche und die fremden Einflüsse in der deutschen Litteratur;Pädagogisches Archiv;1873;;;15;Monatsschrift für Erziehung, Unterricht und Wissenschaft;;;9;641-650;;https://bbf-scripta-paedagogica.de/viewer/toc/020693400/1/LOG_0000/;;Leipzig;Theorie;Zeitschriftenartikel;;;;Leipzig
Z_T_1858_UD_0218;D.;U.;Lessing als Pädagog;Pädagogisches Jahrbuch für Lehrer und Schulfreunde;1858;;;8;;;;;196-225;;https://bbf-scripta-paedagogica.de/viewer/image/1021333093_0008/1/LOG_0003/;;Framfurt a. M.;Theorie;Zeitschriftenartikel;;;;Frankfurt, M.
Z_K_1840_AHR_0219;[unknown];Ahrens;Einige Worte über die Berlinische Handfibel und das Berlinische Lesebuch;Schulblatt für die Provinz Brandenburg;1840;;;5;;;;1;35-45;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Kommentar;Zeitschriftenartikel;;;;Berlin
Z_T_1842_S_0220;[unknown];S.;Der deutsche Unterricht an Gymnasien, nach Hiecke;Schulblatt für die Provinz Brandenburg;1842;;;7;;;;3;336-341;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Theorie;Zeitschriftenartikel;;;;Berlin
Z_E_1844_SCH_0221;Otto;Schulz;Die Fabel im Lesebuch;Schulblatt für die Provinz Brandenburg;1844;;;9;;;;4;495-499;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Erläuterung;Zeitschriftenartikel;;;;Berlin
Z_R_1847_PRE_0222;Joseph;Pregner;Blicke aus der Schule in das Leben;Schulblatt für die Provinz Brandenburg;1847;;;12;;;;1;keine Angabe;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Rezension;Zeitschriftenartikel;;;;Berlin
Z_E_1856_MER_0223;[unknown];Merget;Über die clasischen Dichtungen, namentlich Schiller's und Göthe's, als Stoff für den Schul-Unterricht und die Jugendbildung überhaupt;Schulblatt für die Provinz Brandenburg;1856;;;21;;;;45511;387-404;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Erläuterung;Zeitschriftenartikel;;;;Berlin
Z_T_1861_BAR_0224;R.;Barmann;Über die Behandlung der deutschen Literaturgeschichte in höheren Töchterschulen;Schulblatt für die Provinz Brandenburg;1861;;;26;;;;45448;264-272;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Theorie;Zeitschriftenartikel;;1;;Berlin
Z_T_1872_ROM_0225;[unknown];Roßmann;Zur Beurtheilung unsrer Jugendliteratur;Schulblatt für die Provinz Brandenburg;1872;;;37;;;;7;418-425;;https://bbf-scripta-paedagogica.de/viewer/toc/986732818/1/LOG_0000/;;Berlin;Theorie;Zeitschriftenartikel;;;;Berlin
Z_M_1868_MER_0226;H.;Merget;Der deutsche Aufsatz in der höheren Töchterschule;Stoa;1868;;;1;Zeitschrift für die Interessen der Höheren Töchterschulen;;;1;30-34;;https://bbf-scripta-paedagogica.de/viewer/image/020698577_0001/1/LOG_0003/;;Berlin;Methodik;Zeitschriftenartikel;schlechte Qualität der ocr gescannten Dokumente;1;;Berlin
Z_E_1868_RUD_0227;E.;Rudolph;Der Schwarze Ritter in Schillers Jungfrau von Orleans;Stoa;1868;;;1;zeitschrift für die Interessen der Höheren Töchterschulen;;;1;361-365;;https://bbf-scripta-paedagogica.de/viewer/image/020698577_0001/1/LOG_0003/;;Berlin;Erläuterung;Zeitschriftenartikel;schlechte Qualität der ocr gescannten Dokumente;1;;Berlin
Z_E_1868_HC_0228;C.;H.;Eine literarische Zeichnung zu Chamisso’s Gedicht “Die alte Wachfrau”;Stoa;1868;;;1;Zeitschrift für die Interessen der Höheren Töchterschulen;;;1;301-302;;https://bbf-scripta-paedagogica.de/viewer/image/020698577_0001/1/LOG_0003/;;Berlin;Erläuterung;Zeitschriftenartikel;schlechte Qualität der ocr gescannten Dokumente;1;;Berlin
Z_M_1869_KRI_0229;Th.;Kriebisch;Ein Wort über das Lautprechen;Stoa;1869;;;2;Zeitschrift für die Interessen der Höheren Töchterschulen;;;2;368-371;;https://bbf-scripta-paedagogica.de/viewer/image/020698577_0002/1/LOG_0003/;;Berlin;Methodik;Zeitschriftenartikel;schlechte Qualität der ocr gescannten Dokumente;1;;Berlin
