,0 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen Verfächerung),1 Allgemeiner Diskurs der Literaturvermittlung,2 Literaturvermittlung (Oberstufe),3 Kanon Poetologie,4 Goethes und Lessings Dramen,5 Lyrik (Ästhetik),6 Handlung,7 Interdiskurs (Pädagogik Religion Staat Ästhetik),8 Lyrik (Deklamation),9 Jugendliteratur,10 Mittelalterliche Literatur (Handlung) ,11 Handlung (Robinson),12 Literatur (Patriotisch),13 Literaturvermittlung (Idealistische Poetologie),14 Rauschen,15 Lesebuch Kanon,16 Schiller (Wallenstein Wilhelm Tell ),17 Diskurs der Literaturvermittlung (Methode),18 Prosa (Unterstufe),19 Handlung (Figuren),20 Schiller (Maria Stuart) ,21 Lesebuch (Form),22 Religion Schiller (Johanna) Nation,23 Literaturvermittlung (Patriotisch) ,24 Lyrik (Unterstufe),25 Rauschen (Praxis),26 Mittelalterliche Literatur ,27 Handlung (Idylle Natur),28 Mittelaterliche Literatur (Nibelungen),29 Rauschen
Z_E_1873_DRS_0673,0.00017091474752016107,2.485927270305828e-05,0.0016910303013659002,0.10129985499301185,3.755753979899428e-05,0.00016252697993457367,0.22278984103369565,0.15822798036313973,6.444191593724818e-05,2.5201115799908255e-05,0.00012585575569713637,0.013604844395838204,0.0036205909406365516,0.1733844384405221,0.006440021337297835,3.0218094106511108e-05,2.597252336651895e-05,0.00011024208012139725,0.027871846301598842,0.025058476494052667,0.13751268890454088,0.0002556585602019612,0.027238935806390856,0.050014606782810334,2.695922195842772e-05,0.05004180100127128,2.060367375250755e-05,5.001455861466973e-05,3.1589405951857354e-05,4.04274583623595e-05
Z_E_1873_ECK_0674,0.00018573106960692107,2.7014282709831767e-05,0.0010636196067785315,0.0001728969017370601,4.081334197242911e-05,0.25714573404309304,0.05943833616406696,0.00011575970755401154,7.002828104773435e-05,2.738575962997407e-05,0.024904873732742867,7.816230326407439e-05,6.443725817440839e-05,0.03980620755012649,3.2266032068754674e-05,3.283765164397451e-05,2.8224039266624948e-05,0.00011979878713639809,0.00010188010931991089,0.028004758521239025,5.079089570226384e-05,0.0002778211858802559,0.3531336423756229,0.00017005618261535784,2.9296273158163422e-05,0.00019960782374146895,2.2389772792624992e-05,0.2283853435214432,3.4327840287706114e-05,0.006235958985577077
Z_E_1873_KAL_0727,4.40378566766818e-05,0.0036768142210684934,6.866960106930237e-05,0.01141926266242402,0.4158670152119332,0.00022539711561819566,0.2721229076867386,0.00791882658291756,1.6604090046007033e-05,6.493314016439153e-06,0.05729080815245541,0.0378237452699687,0.01928492560573345,0.02687271311872091,0.02441587021211094,7.785987555860534e-06,6.6920747222916574e-06,2.8404950389390414e-05,0.0009417585800335831,0.022055799795560316,0.006618778975611041,6.587292902277332e-05,0.05858762453323255,0.010133945967123938,6.946307266902452e-06,0.02408850697136475,0.00037234963672533067,1.288674029583384e-05,8.139319467708987e-06,1.0416530129760162e-05
Z_E_1873_KNA_0738,0.00013148694597044485,0.013717874470617768,0.0002050316888013383,0.034095300862167215,2.8893505551653284e-05,0.26204513236164223,0.08262723305929523,8.195123435686942e-05,0.012652425922058855,1.9387547298612056e-05,0.08612497189567102,0.03950773416236115,0.00278536786497259,0.05612596194949703,0.02029699236367047,2.3247174189248684e-05,0.0011158809938216854,8.481067106793542e-05,0.007743425223072847,0.06146996273459209,3.5957041399309336e-05,0.006224131426482129,0.03355811874137964,0.010531439954737445,0.024130539918820637,0.01712776077761035,0.004947400641890832,0.2203143753681264,2.430214228962518e-05,0.0022229013565873727
Z_E_1876_BAR_0648,0.0014393534185338096,1.5505228617975064e-05,0.00016622932604171196,0.06629250902803475,2.342539332779684e-05,0.13959591857944031,0.09942024357516836,0.02760995124301074,0.00226144447180403,0.1932645338753352,0.06538327087897719,0.05735313176055726,0.05112575197145891,0.006854328904644969,0.0004627696946614605,1.884763336070159e-05,1.6199585458267764e-05,0.012063514265043557,5.8475525839321743e-05,0.1369097670953238,0.0013619026022891295,0.010377212848150436,0.06630123907703822,0.04363412088585141,1.6815009224977455e-05,0.005445569531083034,1.2850925918822236e-05,0.012470199298364864,1.970294815299698e-05,2.521541928597678e-05
Z_E_1876_HEI_0711,0.00018473019704534922,2.6868707419752203e-05,0.01645453588467825,0.0001719651902829903,0.0754841683105668,0.19186393127556622,0.10299847989465265,0.00011513589854202666,6.965091077154386e-05,2.72381825151195e-05,0.05787345875264317,0.05396600888916866,6.409001695199912e-05,0.13197158643122958,0.05007119796009879,3.266069522743921e-05,0.04005935658807817,0.00011915321222419751,0.11403652584898132,0.05094881763816203,5.051719236337907e-05,0.020291966377269117,0.0001870933214581789,0.00016913977930456238,2.913840061684669e-05,0.020984006890376654,2.226911818542657e-05,5.405735550663498e-05,3.414285350270186e-05,0.07163810822661044
Z_E_1876_ON_0820,0.0004562145586514855,6.635566730884268e-05,0.0007113895659048656,0.0004246897618428555,0.00010025054415747605,0.3502543232951285,0.08706230247254464,0.0002843426466188318,0.00017201172318087918,6.726813273280541e-05,0.021249122681378057,0.1066590994949536,0.00015827839338332272,0.0008155855670951197,7.925563348574533e-05,8.065971290432286e-05,6.932721404467526e-05,0.0002942639102659779,0.00025024994044946935,0.055480202312078675,0.00012475858840075546,0.0063860122364075185,0.000462050592923527,0.00041771205249620166,7.196096139041909e-05,0.0004903002788080878,5.499640062652078e-05,0.36706478449035407,8.432009000679843e-05,0.00010791108047601065
Z_K_1865_LEH_0528,0.013657341092526823,0.02026668380817321,0.015772220800921527,0.02849111649888617,3.558080589501215e-05,0.0008287439340031906,0.09972670254902735,0.000775689657359634,6.105019963334544e-05,0.09111797292249349,0.00011923169723565845,0.03178238298124618,0.00882820025295879,0.05562069669073058,0.17816769912126604,2.8627650977015635e-05,2.4605533734468e-05,0.008876464073583386,0.0048122161004217345,0.0007973777867919207,4.4279172297060903e-05,0.29511717241592206,0.002863074847075789,0.08112078560250592,2.5540300262400368e-05,0.06090341559856953,1.951925819517493e-05,4.7382185082339294e-05,2.9926787737621617e-05,3.829967448662113e-05
Z_K_1869_FRI_0096,0.07307186754174225,0.012555613882328539,0.03725058344295686,0.00012728323032386155,3.004596354458395e-05,0.028620308809704544,0.08364371313531938,0.04908851451090713,0.3237012196574897,2.016084681423031e-05,0.00010068437570166624,5.7541519535929316e-05,4.743741669890964e-05,0.3461165286252759,0.005152005359306708,2.4174420336641764e-05,2.0777971464791736e-05,8.819346363297476e-05,7.500209251700447e-05,0.00010353436401397528,3.739123842634338e-05,0.0019139436345499237,0.0012780920985124948,0.0012648034507500763,2.1567328544106527e-05,0.035474903801623915,1.6482901536296055e-05,4.001155594528756e-05,2.527146731932599e-05,3.234189317661765e-05
Z_K_1869_ZIL_0095,0.005626737024628182,3.147206888270785e-05,0.09141175667708483,0.00020142763957582842,4.754819232799092e-05,0.003812665574908,0.21442452960487107,0.11014546186677447,0.013607477499420137,3.1904845401138225e-05,0.05786981322048173,9.106032607938786e-05,7.507043032239147e-05,0.1473682023871526,0.0739791412378133,0.007252066220177373,3.2881454506441095e-05,0.05063623632907445,0.010037680468852153,0.1498503987523091,5.91722010658573e-05,0.0012253923281304489,0.0011208738721971067,0.00019811815663175228,3.413062403854906e-05,0.060648203647284855,2.608444129968388e-05,6.331889322190301e-05,3.9992479746133843e-05,5.118153574044242e-05
Z_K_1870_STO_0099,0.004712263281192131,3.1387161003692925e-05,0.007530845076452881,0.0002008842118871338,0.003644593831716625,0.06945080347579378,0.1383053855675395,0.16920167223874388,8.136395682485192e-05,0.006326873127714418,0.10627553528619248,9.081465620688522e-05,7.486789927687401e-05,0.019270946481799806,3.748902587458813e-05,3.815317512604162e-05,3.2792744273520826e-05,0.001937777914765908,0.00011837173056362794,0.24207334869994282,5.901256154206649e-05,0.011114314642636456,0.14050833923915948,0.05415519243843177,0.007228386381148838,0.0173184950202821,2.6014068595738046e-05,6.314806641845766e-05,3.988458481731785e-05,5.1043454076328e-05
Z_K_1875_BAR_0100,9.522345149384277e-05,1.3850096511611126e-05,0.005704075625601196,0.04969213211957845,0.07779919506933018,0.017154150398193447,0.1812683628102021,5.9349461135069464e-05,3.590317246144601e-05,1.4040550992711763e-05,0.11832483630977562,4.007344764268921e-05,3.303668116030896e-05,0.06961511737896216,1.6542643867288338e-05,1.683571055241041e-05,0.20636498326671926,6.142027836294172e-05,0.006798307917270931,0.03459613221565325,0.08097893379040652,0.001332921352247288,0.0881922374849131,8.71870101796806e-05,1.5020062351069278e-05,0.056848729055254975,1.1479131886705285e-05,2.7865113837927696e-05,1.7599723306622017e-05,0.004784458670149145
Z_K_1875_FAL_0530,0.24998138571988338,0.00010739611033385746,0.08423238030316421,0.0006873569413182118,0.00016225469410554447,0.006856291346494964,0.014749591558428378,0.0004602062715572698,0.00027839958138720805,0.19396454437835234,0.0036207915300898847,0.0003107366364475733,0.00025617229829283584,0.08747809483753734,0.0278219419511717,0.0032076212423285968,0.00011220553466860696,0.15740704540654382,0.0004050275026315792,0.000559107932670304,0.030972662265318418,0.12726452680450134,0.0007478251439546081,0.006830211875234852,0.00011646823342527088,0.0007935470318535609,8.90112291714344e-05,0.00021607104598114193,0.00013647138303323405,0.00017465321011854266
Z_L_1867_HOR_0714,0.0003161615587898914,4.5985185726906274e-05,0.06637053832599668,0.002929416048642582,6.947469717768346e-05,0.00030064569656557496,0.1999954849769243,0.0397235751472485,0.005389408981296249,4.6617534005388815e-05,0.00023281052385015912,0.08840895273957455,0.008014993147694131,0.053267239714324684,0.026405940105356608,5.589804200627694e-05,4.8044499333194634e-05,0.00020392803079388828,0.00017342587990494874,0.0015569512516675735,8.645903343768899e-05,0.0017904731337305213,0.45619276731581465,0.000289478911047667,4.986971435647324e-05,0.04250140749528949,3.8113092666990345e-05,9.251794267745742e-05,0.0040110869882154275,0.0013923342858838932
Z_L_1869_EMS_0214,0.0009740590107914816,2.7417486013149846e-05,0.04585617537775832,0.0787310575769436,4.142250396571589e-05,0.00017925227549265573,0.1569488501429801,0.00011748748603986876,7.107349237344009e-05,2.7794507434433138e-05,0.02449103712442919,7.932891942818057e-05,6.53990203515409e-05,0.04197144909978784,3.2747620673376556e-05,3.3327771990987833e-05,0.5129965833002005,0.00012158685114778547,0.0032456239307100602,0.00014273639777246657,5.154897827456857e-05,0.014421972239295694,0.10466983612227915,0.001743705968251106,2.9733536447333825e-05,0.012771479897068725,2.272395269469739e-05,5.516144730585265e-05,3.484020253505689e-05,4.45877595630876e-05
Z_L_1872_SEY_0811,0.0004350766738835187,1.2246392147387802e-05,0.0001312918089284288,7.837939961181368e-05,1.8501923445774195e-05,0.2151689889788413,0.08694553306573669,5.2477379792039044e-05,0.0007335042546464295,1.2414793880894158e-05,0.004272550051558091,0.31196700431264046,0.01160822355571929,0.02330854628524827,1.4627169116370775e-05,0.00036576545902578504,0.007381257117898765,0.0004051875742920458,0.0003970644951912435,0.036204308366317266,2.302505059890484e-05,0.00995056116259644,0.2028934276034339,0.0004279707730892397,0.0003641600449511119,9.04882691678885e-05,1.0149961805560274e-05,0.08669179049942988,1.556184919850366e-05,1.9915727806740657e-05
Z_L_1872_SEY_0812,0.0005356242440329498,1.5076571394934822e-05,0.0001616337536032453,9.649312221246278e-05,2.2777775398392188e-05,0.08822012654610355,0.0793929368145912,0.009999878728393957,3.9082524982107987e-05,1.52838912919039e-05,0.1007249704845402,0.2682960109991774,0.16850364605005574,0.00796073953286711,1.800755331322531e-05,1.8326572086705743e-05,1.5751732060679422e-05,6.685926058777642e-05,5.685891268645003e-05,0.09554351001241086,2.8346211279901038e-05,0.001882924658179999,0.11457661315735289,0.05409096024476341,1.6350141834926925e-05,0.002271242489814244,1.2495649492167547e-05,0.0073737958102906105,1.9158240864309965e-05,2.4518314336721682e-05
Z_L_1873_RAM_0776,0.01941211938367322,8.550259344295086e-06,0.004011328654218207,5.472339819479788e-05,1.2917783615430521e-05,0.09437278077606347,0.12709343700386358,3.663897101537061e-05,2.2164570158118472e-05,8.667835074206311e-06,0.05246877429712398,0.2876299789225603,0.006144867701812233,0.010639185388706793,1.0212484453595644e-05,1.0393407103547278e-05,8.93315799147177e-06,0.027965513069045496,0.0002772248650408363,0.04218088540130406,1.6075767594797e-05,0.001067848500264192,0.0005494953471762437,5.382428547447335e-05,0.0031939983542110307,0.01794663804149897,7.086561064496163e-06,0.3047709658653634,1.0865064985886362e-05,1.390488200350044e-05
Z_L_1873_SEY_0813,0.00018791274607960002,2.733160401282685e-05,0.0026423036193658316,0.00017492782259223607,4.1292752919348745e-05,0.20300033235930634,0.06405199995381874,0.00011711947052199143,7.085086314725777e-05,2.7707444459537606e-05,0.0001383724986059639,0.33759308628719376,6.519416573123543e-05,0.009733077759253275,3.264504266283615e-05,3.322337672573551e-05,2.8555570886844878e-05,0.0016873962772533558,0.0001030768365988073,0.0024915747166467553,0.0016175777896519263,0.0002810845921920243,0.10747435092668003,0.0001720537351704081,2.964039969564372e-05,0.0009850476436927432,2.265277262692131e-05,0.26709043180901465,3.473106976176272e-05,4.444809373160465e-05
Z_L_1876_GUD_0705,0.00015976306762892082,0.014004743998839345,0.0009149095599828096,0.0008145093440823167,3.510702182194555e-05,0.020125503605380762,0.09107512325590741,9.957475626343177e-05,0.026025892609150784,2.3556817807018536e-05,0.17122465485124183,0.02536710333822426,0.0027185720957130107,0.004946114458251396,0.04330384698283275,2.82464531727208e-05,2.427789331993967e-05,0.00010304911166258556,0.012071784352030768,0.13727289715432078,4.36895632065636e-05,0.00023897759810715226,0.00016180680498979085,0.00014627976601541692,2.5200212757879842e-05,0.01947949463657429,1.9259345205057837e-05,4.675125714030938e-05,0.42946152040164987,3.7789686718807816e-05
Z_M_1865_DIE_0525,0.2079739575002792,0.2184669418074984,0.0002653785779972658,0.0001584273518891144,3.739771867207975e-05,0.00016183536793798982,0.17857888749475603,0.09443338049886796,0.04332706862544766,0.01137274002229603,0.00012532019322920455,7.162098683823267e-05,5.904457554185607e-05,0.12796526726815224,0.0064126166810559975,3.0089505016832734e-05,2.586200073975834e-05,0.00010977295957802033,9.335387602418363e-05,0.0022565511794676385,0.012103414292658668,0.00025457063912365035,0.005846187604850903,0.02994339550396185,2.684450056673927e-05,0.007984409592190258,2.051599755285953e-05,0.046149614198454814,3.145498142658742e-05,0.005714078497927995
Z_M_1865_HOR_0716,0.029600667531987694,5.369673694558097e-05,0.00672967221731183,0.14803960339096506,8.112535547597417e-05,0.04189054416158047,0.08891507794464494,0.049462075272759275,0.0001391963735095901,5.443512776929794e-05,0.004887349933659047,0.00015536450412226638,0.00012808300478866358,0.3329758431700028,6.41357260854841e-05,6.527194377792549e-05,0.02774908889455346,0.00023812603237922055,0.07712747407005519,0.001818046409432459,0.10164191208726499,0.0005522297703167243,0.017297395756727344,0.06649349363892502,5.8232687136544096e-05,0.003473762387232084,4.450452202750332e-05,0.00010803287085107952,6.823401641413973e-05,8.732446129829789e-05
Z_M_1865_RAM_0773,0.000504137862457558,7.332603408778981e-05,0.0112906716764208,0.0004693015264044324,0.00011078141651407915,0.17485499018280456,0.06469414745237692,0.002415122335092113,0.00019008078720323245,7.433434993321731e-05,0.2524805212823548,0.1997986817194127,0.0505967631240414,0.0030021699540156927,8.758108415331522e-05,8.913265584996304e-05,7.660972854949985e-05,0.006627907307522308,0.000276537580105382,0.09912454373701096,0.012743328494366438,0.004955923565990485,0.0698406420971148,0.036177073796413176,7.952013930241684e-05,0.008945447184038849,6.077352712431553e-05,0.000147525202111559,9.317753923484495e-05,0.00011924665799238714
Z_M_1865_RAM_0774,0.0005030809343084358,7.317230560345602e-05,0.017556519282570904,0.00046831763284947323,0.00011054916258864974,0.09062815802416703,0.15470828193042252,0.0653052447082275,0.0001896822816563111,7.417850750847237e-05,0.107292267214961,0.25388896347960555,0.188860095219503,0.032346962542419075,8.739746986828407e-05,8.894578868526604e-05,7.644911577940188e-05,0.00032449328962110674,0.00027595781735699666,0.061179617102275693,0.00013757488888819193,0.0028490272518232013,0.01728156601527988,0.0004606231117718831,7.93534248381607e-05,0.0005406682397062434,6.0646115048527354e-05,0.004340228294082849,9.298219194709479e-05,0.00011899665663580085
Z_M_1865_SEY_0798,0.0008819172478627139,2.4823910605153065e-05,0.0023998704506338893,0.00015887807493280808,0.0007487497396026752,0.10898287642326729,0.15774957255233932,0.00010637367880042224,6.435024787568449e-05,2.5165267433188845e-05,0.13739608236654235,0.30092872415419597,5.9212556326010394e-05,0.005995078701203963,2.964983761594594e-05,3.017510913204836e-05,2.593557767928574e-05,0.00011008526172702613,0.006494830091846607,0.11535102541507637,4.667266823300755e-05,0.0002552948881370477,0.12108461116849856,0.000156267687002507,2.6920872701080983e-05,0.0016059144720764814,2.0574365206873647e-05,0.03916845279249087,3.154447029829337e-05,4.036995065657321e-05
Z_M_1866_BES_0654,0.0003018445216030649,4.39027958986958e-05,0.026886300083856337,0.00028098681982462615,6.632861000995975e-05,0.2128699143458478,0.12301301225314068,0.001446016060557498,0.00011380784613082678,4.450650896342019e-05,0.07317970710809434,0.08943699563913059,0.001362608366770618,0.0030553883613596254,5.24377802509542e-05,0.0013112536411654168,4.5868855696414213e-05,0.00019469336858040688,0.00016557247488866301,0.00022855950161565272,8.254382881381792e-05,0.006740941005916995,0.00030570580778847394,0.0002763701689534843,4.761141781444319e-05,0.00032439660307231346,3.638718213217769e-05,0.45795915343484384,5.5788568661335884e-05,7.139703861759962e-05
Z_M_1866_WK_0835,0.00011053124920334282,1.6076590850251063e-05,0.00017235481836027229,0.06781412349215067,0.05806248578979749,0.00010510684643696995,0.20580224124914404,0.03968226295604397,4.167484417200826e-05,1.6297662145002324e-05,0.18156591275674225,0.05209664473462698,3.834754549321923e-05,0.020004285669806162,0.22019585477292403,1.954216203457138e-05,1.6796534496391042e-05,7.129399310118444e-05,6.0630328441737756e-05,8.369529815118907e-05,0.053462217451199584,0.005232162148853097,0.071047519528115,0.00010120289695745584,1.7434636412891783e-05,0.02361044074564413,1.3324478028288048e-05,0.0004929652271549539,2.0428994876749506e-05,2.6144598636116056e-05
Z_M_1867_SEY_0797,0.00015007127763191276,2.1827623828119458e-05,0.0033609963662381477,0.00013970123037138318,3.297730631279566e-05,0.18338405967448165,0.10618829035694809,9.353420107736105e-05,5.658306727809067e-05,2.212777832641911e-05,0.06139942412825633,0.40406968849909514,0.04445526031977358,0.0002682859758660492,2.607105352334569e-05,0.0012773271440805407,2.2805110860772452e-05,0.0013475920100250996,8.231944285507002e-05,0.14458036780866831,4.10392005292362e-05,0.0008498774859695089,0.04768217140136821,0.00013740592055117107,2.3671479155339257e-05,0.00016128373781298483,1.809100553821536e-05,4.391516133278258e-05,2.7737000929479034e-05,3.5497231314896236e-05
Z_M_1867_SEY_0800,0.00014776104437846634,2.149160414995609e-05,0.0008461779940837269,0.00013755063611348026,3.246964574739571e-05,0.00014050956189124537,0.1267213078275631,9.209431314495157e-05,5.571201396482133e-05,2.178713799789489e-05,0.00010880616314666666,0.5634913643422507,5.1263994682668046e-05,0.00026415591718553815,2.566970947035679e-05,2.6124469708374127e-05,2.245404351270661e-05,9.530766144841138e-05,8.105219760141514e-05,0.00011188604809519157,4.040743323003294e-05,0.0008367942680451706,0.30557137132447,0.0007510602577712277,2.3307074725885e-05,0.0001588008972573817,1.7812508258508185e-05,4.323912080295981e-05,2.7310010882420688e-05,3.495077841942549e-05
Z_M_1867_SEY_0804,0.00014776104437846634,2.149160414995609e-05,0.00023040839715583785,0.00013755063611348026,3.246964574739571e-05,0.00014050956189124537,0.14273131734768824,0.0007078639100728406,5.571201396482133e-05,2.178713799789489e-05,0.00010880616314666666,0.5400921196589908,5.1263994682668046e-05,0.00026415591718553815,2.566970947035679e-05,2.6124469708374127e-05,2.245404351270661e-05,0.0019426164522320787,8.105219760141514e-05,0.00011188604809519157,4.040743323003294e-05,0.00022102467111728143,0.31234483689067677,0.00013529066084333856,2.3307074725885e-05,0.0001588008972573817,1.7812508258508185e-05,4.323912080295981e-05,2.7310010882420688e-05,3.495077841942549e-05
Z_M_1867_STA_0300,0.22387063840602567,3.408453718386565e-05,0.23083775671820025,0.009983925141462216,5.149512526389592e-05,0.0011994183835833442,0.16874616647818,0.0001460566656127473,8.835628082121896e-05,3.4553238094178175e-05,0.004078871637253556,9.861916233708941e-05,8.130195962866085e-05,0.06194333338048535,4.071078923827991e-05,4.143201470541086e-05,3.561091464819993e-05,0.14077834416445928,0.00012854445967380734,0.00017744530096717464,6.408403257494578e-05,0.048202841483068755,0.0012139166102396585,0.0002145637676912987,0.0019901192113476627,0.10083935463605848,0.0010048274048124863,0.0039748858073821855,4.331221973560989e-05,5.5430069264717554e-05
Z_M_1868_JEE_0166,0.033391115082791745,7.364874388909498e-06,0.21826918386397673,0.004478466237190446,0.05234301865120419,0.0673621566022335,0.26224890618957686,0.039280478258402626,0.0036063585072582467,7.466149735903305e-06,0.0059457257532499665,0.0010763877661558619,1.7567459314680613e-05,0.0809095328154008,8.796653080424645e-06,0.00021996818565877228,7.694688997634933e-06,0.04160275204639446,0.002770979466178402,0.0032035771838131158,1.3847066419099673e-05,0.01252566794737356,0.042887468994519375,4.6362231323052775e-05,7.987010952340709e-06,0.01756872134527171,6.104099301288959e-06,0.04031881472499986,9.35876160315333e-06,0.06985817138323318
Z_M_1869_BCH_0198,0.06775061754533243,1.3972075722817537e-05,0.15267278448953925,0.030513957937724344,0.2250025301828805,0.10177334235930731,0.14123123916610586,0.008866974050942033,3.621937535959791e-05,1.4164207555939216e-05,0.0008713824567070917,4.042637857928439e-05,3.332763857749618e-05,0.1619021490614565,1.6688336617408074e-05,1.6983984370687474e-05,1.459777474282289e-05,0.005266157786181913,0.022070448213985384,0.023291462290881762,0.000426592407387084,0.0009443377130912568,0.015709880668930778,8.795487506208392e-05,1.515234557063519e-05,0.025723899352199833,1.1580229770875321e-05,2.8110524734759913e-05,1.775472586307302e-05,0.015635311844819217
Z_M_1871_HLS_0175,0.07449907238939013,3.810330807973222e-05,0.1794509202348449,0.00024386891866356043,0.0011492887827584124,0.0002491149142490261,0.25742083995008813,0.00016327762049165567,9.877401505407254e-05,3.8627271632077096e-05,0.00019290671493963453,0.00011024695171375263,9.088794717985004e-05,0.10854881772183043,4.5510834902857776e-05,4.631709716837705e-05,3.980965458095508e-05,0.29275049054493785,0.00014370062067946493,0.00019836716378398078,7.163992349441723e-05,0.0036670295321157755,0.02974181856871975,0.0002398621198518039,4.132202708188961e-05,0.05050075974789645,3.158049464856249e-05,7.666033347516789e-05,4.8418989622784446e-05,6.1965606124592e-05
Z_M_1872_LAN_0158,0.2337496830317507,0.0001886758528827787,0.23988111988187982,0.033642793800605295,0.0002850526215468235,0.0012335403743266163,0.21511791565235178,0.0008085005175527085,0.0004890985185324762,0.00019127035911072334,0.0009552146730118345,0.0005459089693417763,0.0004500491378606742,0.002319037826179015,0.04887820061801241,0.08672329462580462,0.00019712515551965437,0.0548954272968496,0.0007115612405555012,0.0009822531348869553,0.00035473884937974596,0.0235638731439617,0.0013137956896595413,0.0011877233846103482,0.011016357285824167,0.03923522255493851,0.00015637688858430036,0.0003795983742524221,0.00023975593257375433,0.0003068346076537797
Z_M_1872_LIN_0322,0.0838576092720333,2.781072985614392e-05,0.3166368381802569,0.040019138323541925,0.0072134225388110745,0.030461092695737643,0.09545410757195728,0.0017128183468711844,7.209288610131641e-05,2.8193158824732076e-05,0.00014079818280859463,8.046671919295634e-05,6.633702619491958e-05,0.17484603577067243,3.321731363488055e-05,0.06537328194290204,2.9056152995971694e-05,0.0001233307484759348,0.07420941162073733,0.00014478363906834083,5.228833557047042e-05,0.02498752131299216,0.0033809443718352677,0.0009718927348940635,3.0159998965915797e-05,0.07988778074701611,2.304987807244327e-05,5.595261756534562e-05,3.533990900446136e-05,4.522727340883826e-05
Z_M_1872_RIC_0127,0.05233285920291599,3.0832609706284306e-05,0.16376041746694672,0.001080739649174077,4.658209353036178e-05,0.0019683893062969623,0.2922244211404851,0.007199359161017844,7.992641082270755e-05,3.125659293829037e-05,0.0019229064976134468,8.921013436378764e-05,7.354512622730246e-05,0.06751772290486498,3.6826666257708735e-05,3.747908125804523e-05,3.221335899938499e-05,0.3393641281986215,0.00011628032775236892,0.0001605156519926245,5.7969922083126305e-05,0.002967303786551927,0.03466747738894779,0.00019409273098380892,3.343714752069281e-05,0.007295058768102883,2.5554449597736095e-05,0.0071292697871816356,3.917990024089358e-05,0.01948504453700409
Z_M_1874_HEI_0179,0.05048153415476716,6.980627212674635e-05,0.44876268031437216,0.004446901988793155,0.00010546373882037039,0.008456640446556061,0.21959377162766566,0.000299128936112264,0.00018095661824133106,7.076618726699997e-05,0.0003534102238570633,0.0062021668246698,0.0001665091325037138,0.09286093342488713,0.002083440885231402,0.00608504563366771,7.293234422415153e-05,0.0943125660040437,0.00026326335264493335,0.00036341391112655174,0.00013124624203562652,0.00071790398851028,0.0024861418178117253,0.0004394337724230201,7.570305080260212e-05,0.060517711525332175,5.7856304726135557e-05,0.00014044376642303075,8.870487461712148e-05,0.0001135226357401997
Z_M_1874_NOE_0325,0.10782287565416462,5.841358229179112e-06,0.3267580574750695,3.738588029930475e-05,8.82515940000077e-06,0.0005402834991512066,0.28799966147605893,2.503097815297143e-05,0.00838336555469533,5.921683507023103e-06,2.9573212499518558e-05,1.690120808638112e-05,1.393341116422941e-05,0.07572053442927446,6.976955633887013e-06,0.019756107273060815,6.1029465709549e-06,0.08856170564677962,2.202976186182199e-05,3.0410316661844558e-05,0.0005130760190146104,0.010101941711945589,4.067479301668116e-05,3.677162530698905e-05,0.0010105215801934774,0.07251197441788271,4.8413901992685955e-06,1.1752272764867349e-05,7.4227849951966076e-06,9.499524359001557e-06
Z_M_1876_BRU_0199,0.16707513043940997,5.875919157024507e-05,0.32387095512801134,0.20745234042459212,0.003455867558070477,0.0037512544489528236,0.05015855598134754,0.003618884577622844,0.00351941343194312,5.956719686688846e-05,0.00029748185104048585,0.000170012056229567,0.0001401584946008356,0.0007222163610504868,7.018235427178713e-05,0.04384364529423318,6.139055210043229e-05,0.001944123135464649,0.006955788660495594,0.0003059024206937316,0.00011047607677206556,0.16727543710096207,0.000409154491331908,0.012154720233939424,6.372278491659693e-05,0.0021177170273064387,4.870034725213349e-05,0.0001182180615677902,7.466702578499305e-05,9.55572915984685e-05
Z_R_1865_BLI_0296,0.0008303627262111424,0.000120774911193095,0.03935919580644606,0.17379291741177338,0.00018246746749339248,0.004250010730062519,0.11347817508797353,0.014359130843641375,0.00031308102885393556,0.0001224357027277946,0.0006114506204194589,0.0003494464515961649,0.0002880847963698967,0.1295192098383558,0.00014425432648038165,0.00014680991176742997,0.00012618346644815585,0.028218783353297628,0.00045548354134077523,0.0006287584411176086,0.0036874735823027786,0.24000958549006204,0.0008409849767213372,0.0007602837570709087,0.00013097718814048326,0.246580708102471,0.00010009974537205462,0.00024298795653444262,0.00015347221715013558,0.0001964105206052885
Z_R_1865_HJ_0297,0.04040143953685819,4.993250207629073e-05,0.10783390585378913,0.0432390128374287,0.004367381793845557,0.000326452783231988,0.15564501491790267,0.06459311926027146,0.0001294384650658319,0.002911914775225433,0.0002527947159889068,0.00014447318153669255,0.0001191041628661539,0.13223332610953764,5.963969987921954e-05,6.069626673065494e-05,0.005774759874452974,0.00022143298238484158,0.0001883125613510268,0.03316485027963832,0.0043858240463266855,0.21511069086142182,0.018946113804477666,0.10045967502180013,5.415047425135521e-05,0.05473356719465394,0.0014720324998534404,0.00010045957827094947,0.01293928109455361,8.120286432874329e-05
