,0 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen Verfächerung),1 Allgemeiner Diskurs der Literaturvermittlung,2 Literaturvermittlung (Oberstufe),3 Kanon Poetologie,4 Goethes und Lessings Dramen,5 Lyrik (Ästhetik),6 Handlung,7 Interdiskurs (Pädagogik Religion Staat Ästhetik),8 Lyrik (Deklamation),9 Jugendliteratur,10 Mittelalterliche Literatur (Handlung) ,11 Handlung (Robinson),12 Literatur (Patriotisch),13 Literaturvermittlung (Idealistische Poetologie),14 Rauschen,15 Lesebuch Kanon,16 Schiller (Wallenstein Wilhelm Tell ),17 Diskurs der Literaturvermittlung (Methode),18 Prosa (Unterstufe),19 Handlung (Figuren),20 Schiller (Maria Stuart) ,21 Lesebuch (Form),22 Religion Schiller (Johanna) Nation,23 Literaturvermittlung (Patriotisch) ,24 Lyrik (Unterstufe),25 Rauschen (Praxis),26 Mittelalterliche Literatur ,27 Handlung (Idylle Natur),28 Mittelaterliche Literatur (Nibelungen),29 Rauschen
Z_M_1852_KRN_0740,0.00022853830950262278,3.324052629426533e-05,0.024166252537850038,0.0011651415520076425,5.021998849881072e-05,0.10117123772017243,0.1607580447740057,0.005856812522077289,0.009610122632210902,3.3697621100902886e-05,0.07350273552883504,0.002953363403255922,0.001984079588543266,0.020408867280741892,0.014325634078906321,4.040606351232849e-05,0.05336887293208484,0.0039569916765918684,0.00393494310741403,0.29827281951480317,6.249716574876635e-05,0.0012942487529439646,0.13642400767912644,0.00020925067937009796,3.604846920046078e-05,0.00024561337366935023,2.7550160751261063e-05,6.687686605258069e-05,4.2239710377116357e-05,0.08576964578435071
Z_M_1852_OST_0762,0.0007999834471831037,2.2517665491407778e-05,0.0008865765851641523,0.04337036907698297,3.401982543801234e-05,0.19434276534193975,0.18567506102990605,0.0013868269830347813,0.0994142333587725,0.001313163172713276,0.00011400083344384445,6.515192788360947e-05,0.007150558713493934,0.191246475214644,2.6895243699912347e-05,2.7371715295379e-05,0.006475205373399037,9.985788051414734e-05,0.17105442378910385,0.021407769513442435,4.2336582159788925e-05,0.00023157692533516772,0.034350696354601515,0.034980818089848494,2.441981103871185e-05,0.005327725892979502,1.8662920633071742e-05,4.530346136984891e-05,2.8613857082339368e-05,3.6619413405422555e-05
Z_Q_1844_VIE_0064,0.06385368442663714,1.6852868721596243e-05,0.0016292639099729617,0.003970759728113385,2.546141616044578e-05,0.009767426913855102,0.2326398329216986,7.221672978006228e-05,0.023221074816224457,1.708461471446625e-05,8.532150372847354e-05,4.876157734914155e-05,4.019920367523508e-05,0.3338649503850182,2.0129174202490727e-05,2.0485779253357704e-05,1.7607575728097865e-05,0.0010404609963072485,0.0005464201808115598,8.773662808833743e-05,0.000514548158909811,0.0011390433192105596,0.007843146492967586,0.1744193592293215,1.827648917684798e-05,0.12566870851386006,1.3967866762686519e-05,0.019348396123256208,2.1415433905046168e-05,2.740702258939476e-05
Z_R_1804_ON_0072,0.0007522682814288715,0.17566678688404655,0.0074429414495236264,0.006970192027573498,0.00016530665919249076,0.0007153501593932623,0.25014850581397835,0.006738768717705541,0.0002836361990844534,0.00011092079734459824,0.0005539445508354892,0.0065864876008669,0.00026099082705677995,0.0452341904869737,0.018940405697744595,0.00013300264635665536,0.00011431608916601936,0.17290763977875753,0.01608741119542013,0.0005696245953761269,0.00020571883801153362,0.14533310194124863,0.03838132809919757,0.0006887801406256612,0.00011865896808544051,0.10112697096118896,9.068550531657126e-05,0.00022013528148612802,0.00013903837130239174,0.0033128914357119506
Z_R_1804_XYZ_0073,0.15398161112499598,0.10507649599314323,0.00435173253614837,0.09563844273182175,0.0006132554871278632,0.014283874470157354,0.23019831422334086,0.0017393889452564512,0.0010522350175505423,0.0004114945395452199,0.002055026319108353,0.0011744556815667408,0.0009682251009394309,0.004989123285532543,0.00048482482094640647,0.0004934138955997409,0.02368422001336854,0.0018000795821201993,0.09457135448265416,0.0021131962282936703,0.0007631767941619131,0.015804566531712295,0.014456533862770618,0.0025552400776034548,0.0004402016448145119,0.22397051007294935,0.00033642555000516663,0.0008166589896696502,0.0005158052587780218,0.0006601167383177231
Z_R_1805_MG_0075,0.0012564483069573346,0.1310837363089651,0.007195258483202711,0.16872289127272844,0.00027609734080063895,0.12162369608354667,0.10363892985535197,0.000783100473592998,0.0004737328835060964,0.09967001219963119,0.0009252054223574227,0.0005287585637226763,0.005671949805092827,0.06507865659585221,0.00021827581917671342,0.00022214275672802696,0.010663011260207318,0.000810424360294862,0.0006892066639068134,0.0009513944375032947,0.026523791877859478,0.21132100755377095,0.0012725211727644364,0.027330607173425694,0.00019818575797596322,0.011822401911965747,0.00015146411517464697,0.00036767282172187906,0.0002322237033484617,0.0002971950188674208
Z_R_1826_CH_0206,0.0014116711965498569,0.00020532528498130856,0.00808416796474954,0.03661155425632732,0.0003102066844247073,0.0013423923889821744,0.12820839788490118,0.0008798454949992036,0.0005322583211748274,0.00020814873971862193,0.001039506232291075,0.08883765864648033,0.00637266819795875,0.0025236780185033504,0.0002452418337697315,0.0002495864966817026,0.00021452018430362756,0.012676355231139993,0.17726150538371915,0.0010689306647509859,0.00038604227424953114,0.460978212062628,0.001429729720390637,0.0012925323442189312,0.00022266982616943323,0.06622909938437775,0.0001701761445488739,0.0004130954925124605,0.0002609128536032115,0.000333910790893744
Z_R_1826_K_0207,0.1261202499639801,0.05109128356758259,0.0017324407586844404,0.010294186553170064,0.0002441392692593018,0.0010564914083432736,0.1286825704003569,0.000692457148718635,0.07912841675605878,0.09276325057266857,0.000818113550366227,0.0004675551346764489,0.0003854539805733219,0.001986188364785918,0.023342868817819835,0.00019642989005818717,0.00016883195516687903,0.09794602304903097,0.0006094314809657928,0.0008412712055678057,0.0003038234940464515,0.31186998534019167,0.0011252277487888802,0.0010172504909004105,0.00017524589693455146,0.06601362711667504,0.0001339322511782028,0.00032511495315885836,0.00020534397425116783,0.00026279490604071983
Z_R_1826_SJB_0205,0.03353560735044819,0.046673004797725653,0.0010251942981690607,0.0006120268601048004,0.00014447258040376488,0.003365038301625222,0.21314187086383796,0.0963043735823299,0.0002478887044104537,9.694112681907696e-05,0.00048412930882970196,0.003016527619963213,0.00022809739444736525,0.09706995581619669,0.09874866537795436,0.00011623993621031494,9.990850014245479e-05,0.2141320407637436,0.044198171822915897,0.0004978331517764887,0.00017979149485189327,0.13249604023867326,0.000665868120694619,0.011561354386384405,0.00010370403340732637,0.0007065791716882905,7.925614746740671e-05,0.00019239099204815794,0.00012151496119586328,0.00015551229553465698
Z_R_1831_SCH_0122,0.07391991088351542,2.2387671223510683e-05,0.00408867530512245,0.0713435012298308,3.382342931055904e-05,0.011050905463871838,0.14932377457597193,0.014207688516582145,5.8034860643317965e-05,2.2695527006490306e-05,0.002679116242216753,6.477580642596786e-05,0.003260618304566108,0.05223208365997499,2.6739977714811973e-05,2.7213698644307058e-05,2.3390238359750616e-05,0.00972093215628321,0.05909722286674091,0.011021088526445648,4.209217347518407e-05,0.277333781759521,0.0040045510821780424,0.041193307997231025,2.427883570273068e-05,0.21504895542731078,1.8555179770439092e-05,4.504192491989032e-05,2.8448669558590506e-05,3.640800988145266e-05
Z_R_1832_COM_0196,0.13320298143783196,0.037193564991835494,0.02339221830573141,0.016033765539984646,7.533055513678521e-05,0.003183194397907734,0.16113707580091824,0.08878710915677863,0.00012925354875776353,0.012907982754638786,0.00025243357244818194,0.0001442667865726371,0.00011893401018347506,0.11775837711969443,5.9554498365818075e-05,6.060955580163042e-05,5.209405658555383e-05,0.13308128801112618,0.0001880435372739086,0.005973994971052595,9.374646094237434e-05,0.0005127838875644532,0.036062295229193526,0.06174385011216334,5.407311466760536e-05,0.15322905013367547,4.132555513327756e-05,0.014386355993443609,6.336004699803057e-05,8.108685759250293e-05
Z_R_1833_KAN_0163,0.026009684348160627,2.7310217514186443e-05,0.00029278891419716777,0.2177048934312418,4.1260442067641914e-05,0.013480751478524022,0.15789976635769018,0.0008995102096448807,7.079542359502149e-05,0.004722580062144075,0.005615640905880497,0.005556395233335579,6.514315244507339e-05,0.00033567320083043717,3.261949849205872e-05,0.012552915508743292,2.853322665568812e-05,0.00012111115330262001,0.00010299618079006871,0.0001421779541890851,0.0008338296804830338,0.27962707539561704,0.0025376148123825875,0.029906249661874506,0.0008120995896503399,0.19034501355822392,2.263504723141361e-05,5.49456330021521e-05,0.03524641113034933,0.014911578591741702
Z_R_1834_POL_0134,0.2757739696649817,0.008882129988261978,0.02231135830283598,0.01375594956853301,1.9486510543545424e-05,0.008584006746331951,0.20095956706603055,0.00042482131324565053,0.05287927538058324,0.002969486085184138,0.0019130561707773645,0.0026241782412557493,3.076585376568793e-05,0.06372136058845942,1.5405559645934107e-05,0.005558948419166054,1.34756923145883e-05,0.06620688637807487,4.864310856437921e-05,6.714790400993067e-05,2.425033767847003e-05,0.07071695082068806,0.0096981470753515,0.024102030470787853,1.3987635126003399e-05,0.16787160707123358,1.0690095995711618e-05,2.5949762124771293e-05,1.638997909446903e-05,0.0007600782093538785
Z_R_1834_POL_0135,0.31017092442854816,1.1815237217472341e-05,0.017052962648233007,0.0021067751031162334,1.7850531965691177e-05,7.72466212147113e-05,0.1983062106103247,0.03254911274841294,3.062827028939302e-05,1.1977710083379675e-05,0.004799179434665715,3.418584770318348e-05,2.8182924534844518e-05,0.06785039527303005,1.4112194910145012e-05,1.4362204171983198e-05,1.2344348460122579e-05,0.08028302611453184,0.015616749039034362,6.15105410627484e-05,2.2214414784062973e-05,0.03329704530709215,0.024794660416572672,0.04916062772400497,1.2813311412691735e-05,0.1635952946853723,9.792615248447582e-06,2.3771165046465694e-05,1.501396800053247e-05,1.92145609550355e-05
Z_R_1836_KRG_0159,0.022220466242028322,1.4845707824561165e-05,0.0052634043151964065,0.0690023313742548,0.00044778278671170026,0.03965496300867727,0.1538901903135209,0.008145338011316236,0.012373744304988088,1.5049853086504147e-05,0.004754051607796216,4.295411910866235e-05,0.011094610352372702,0.00018247039817516307,1.7731808388024225e-05,1.804594211097608e-05,1.5510529932699623e-05,0.01665463371669103,0.06003087424367518,0.019218208340500986,0.003856096365752018,0.28726649266376547,0.06135432166221296,0.08303744570214269,1.6099776415545493e-05,0.12133552794156932,1.2304306899721842e-05,0.003432698602914491,1.8864875763442337e-05,0.016612941126207904
Z_R_1836_POL_0133,0.12650927322546307,5.940785873335074e-06,0.03529782855891506,0.05331476268002651,8.975375287131224e-06,0.016209096838107135,0.17102912525978814,0.02079147088514508,0.014483524514950661,6.022478393664264e-06,3.0076587696448396e-05,0.0001874021172564385,0.000524810261006965,0.15156279206426,7.095712648067862e-06,0.0008582875603504799,6.206826794723513e-06,0.006324234729001984,0.13993767835994192,3.0927940478959586e-05,0.005287779642598453,0.08193365921669174,0.012126506337626481,0.002250169494276245,6.4426247251806685e-06,0.1607251837794398,4.923797064772662e-06,1.1952311993526886e-05,7.5491306148612205e-06,0.0005203009035830554
Z_R_1836_POL_0136,0.24762813073398157,2.066450677448558e-05,0.049363509307279806,0.011973695141649069,3.122006202192108e-05,0.00013510209723398303,0.14375114010968285,8.855009354335871e-05,5.3567955279812736e-05,0.0006130205719436578,0.00010461879344891386,5.97900548631639e-05,4.929111656885561e-05,0.1352463842675301,2.4681819074466265e-05,2.5119078013059508e-05,2.1589906972294003e-05,0.0024599273965653966,7.793293021474198e-05,0.00010758015002980731,3.885236634247683e-05,0.15711157339266202,0.00014389196876256734,0.00013008404389057727,2.2410109557479276e-05,0.2505991052459483,1.7126999688353872e-05,4.157507734281384e-05,2.6258994021728723e-05,3.360570911237624e-05
Z_R_1836_ROS_0125,0.020850857135591188,5.496519567645514e-05,0.0005892739577187351,0.039722856485795446,0.01110694080692026,0.011383254994092122,0.09574001506273243,0.00023553299732218176,0.00014248455944653447,5.5721029241396594e-05,0.0002782738787868961,0.00015903462400164653,0.017454378609236702,0.029022752898602542,6.565078130749012e-05,6.681383946239037e-05,5.742665306842991e-05,0.0002437511981155662,0.11517081130210652,0.00028615074445385413,0.00010334279650672767,0.5076646314860658,0.0019575787007695155,0.00034600849683276083,5.96082969896246e-05,0.14686650956047215,4.5555836366890085e-05,0.00011058489255756293,6.984588407661693e-05,8.938729568365294e-05
